	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	GOLD_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT	ONE_TIME_REWARD
89-9	469	5	EMERALD_16	64845	500,000	0	PORTAL_ROOM_1	WINNIE_THE_POOH:HUNNY,HAMM:TANK,MILO_THATCH:RESIST,HUEY_DEWEY_LOUIE:BEAR_TRAP	JAKE_LONG:HEAL,DUFF_KILLIGAN:ENERGY,NICK_WILDE:SHIELD,MADAM_MIM:DAMAGE,ISABELA_MADRIGAL:CORRUPTIONHPCLEAVE	[boss]CHIEF_BOGO:HEALS,RAYA:BD_GAIN,DAISY_DUCK:ANTI_CHARM,MAX_GOOF:DODGE,DAVY_JONES:CURSE,PETER_PAN:SKILL1	SHARD_PLATINUM_CONSCIENCE,SHARD_PLATINUM_HIGHER_FOR_HIRE,SHARD_PLATINUM_STORYBOOK	SHARD_PLATINUM_AIR_HERCS,SHARD_PLATINUM_NOPE,SHARD_PLATINUM_BEAUTIFUL_LAMP	
89-10	470	5	EMERALD_16	64854	500,000	1	PORTAL_ROOM_10	HADES:DOT,SHEGO:ENERGIZED,PETE:ANTI_REFLECT,HONEY_LEMON:SLOW	PACHA:TANK,DAISY_DUCK:SCARE,AUDREY_RAMIREZ:STUN,HAMM:TANK,MAD_HATTER:SPEED	[boss]PACHA:TANK,KING_LOUIE:SLOW,DAISY_DUCK:ANTI_CHARM,ELSA:SHIELD,MARY_SANDERSON:ENERGY_STEAL,BELLE:SAP	SHARD_PLATINUM_MARIGOLD_PETAL,SHARD_PLATINUM_HIGHER_FOR_HIRE,SHARD_PLATINUM_STORYBOOK	SHARD_PLATINUM_ESCAPAY,SHARD_PLATINUM_NOPE,SHARD_PLATINUM_BEAUTIFUL_LAMP	
89-11	471	5	EMERALD_16	64864	500,000	0	PORTAL_ROOM_6	SHERIFF_OF_NOTTINGHAM:SAP,QUORRA:CRIT,DASH:SHIELD_COUNTER,JACK_SPARROW:NORMAL_DAMAGE	WINNIE_THE_POOH:HUNNY,DUFF_KILLIGAN:ENERGY,ROSE:SKILL1_BUFF,COGSWORTH_AND_LUMIERE:SPEED,WOODY:LASSO_EARLY	[boss]HERCULES:TANK,HADES:TANK,JESSIE:JUMP_EARLY,SCROOGE_MCDUCK:PULL_STUN,FEAR:HARDY,ALADDIN:REGEN	SHARD_PLATINUM_CONSCIENCE,SHARD_PLATINUM_HIGHER_FOR_HIRE,SHARD_PLATINUM_STORYBOOK	SHARD_PLATINUM_BADGE_OF_FRIENDSHIP,SHARD_PLATINUM_NOPE,SHARD_PLATINUM_BEAUTIFUL_LAMP	
89-12	471	5	EMERALD_16	64874	500,000	0	PORTAL_ROOM_9	DANTE:TANK,SHEGO:FANTASTIC,PLEAKLEY:FREEZE,HUEY_DEWEY_LOUIE:BEAR_TRAP	HADES:DOT,PEGASUS:SPEED,NICK_WILDE:CHARM,MOTHER_GOTHEL:SCARE,JACK_SKELLINGTON:DOT	[boss]MR_INCREDIBLE:WEAK_ALLIES,PLEAKLEY:FREEZE,DUCKY_AND_BUNNY:ALLY_ROLE,ALADDIN:REGEN,LOCK_SHOCK_BARREL:FATIGUE,SHEGO:ENERGIZED	SHARD_PLATINUM_STORYBOOK,SHARD_PLATINUM_WILDCAT_HOUSEBOAT,SHARD_PLATINUM_CONSCIENCE	SHARD_PLATINUM_BEAUTIFUL_LAMP,SHARD_PLATINUM_COMMANDERS_CREST,SHARD_PLATINUM_BADGE_OF_FRIENDSHIP	
89-13	472	5	EMERALD_16	64883	500,000	1	PORTAL_ROOM_2	PRINCE_PHILLIP:TANK,NICK_WILDE:CHARM,HOPPER:STUN,MCLEACH:SKILL2_BUFF	JOHN_SILVER:TANK,HOPPER:KNOCKBACK,DARKWING_DUCK:SHIELD,BELLE:SPEED,SCROOGE_MCDUCK:DAMAGE_STUN	[boss]PRINCE_PHILLIP:TANK,DASH:SHIELD_COUNTER,DUFF_KILLIGAN:TANKY,PETER_PAN:SKILL3,PRINCESS_AURORA:REALITY_DECREASE,HIRO:STUN	SHARD_PLATINUM_RIVERBEND,SHARD_PLATINUM_WILDCAT_HOUSEBOAT,SHARD_PLATINUM_CONSCIENCE	SHARD_PLATINUM_GUMMI_MEDALION,SHARD_PLATINUM_COMMANDERS_CREST,SHARD_PLATINUM_BADGE_OF_FRIENDSHIP	
89-14	472	5	EMERALD_16	64893	500,000	0	PORTAL_ROOM_8	PRINCE_PHILLIP:SUPPORT,DANTE:DETERMINED,THE_UNDERMINER:BD,DEMONA:SCARE	PRINCE_PHILLIP:TANK,SHEGO:FANTASTIC,JACK_JACK:HEALING_COUNTER,MIKE:FANTASTIC_DAMAGE,QUORRA:SHIELD	[boss]JOHN_SILVER:STUDY,ANGER:DAMAGE_ROLE,HOPPER:KNOCKBACK,DARKWING_DUCK:SHIELD,DONALD_DUCK:INVINCIBLE,HAMM:TANK	SHARD_PLATINUM_STORYBOOK,SHARD_PLATINUM_WILDCAT_HOUSEBOAT,SHARD_PLATINUM_CONSCIENCE	SHARD_PLATINUM_SAVE_TOKEN,SHARD_PLATINUM_COMMANDERS_CREST,SHARD_PLATINUM_BADGE_OF_FRIENDSHIP	
89-15	473	5	EMERALD_16	64903	500,000	0	PORTAL_ROOM_7	PACHA:SUPPORT,DAISY_DUCK:ANTI_CHARM,JOY:DISABLE,TWENTY_TWO:FATIGUE	EDA_CLAWTHORNE:SHIELDS,ZEUS:TENACITY_REDUC,ROCKETEER:SKILL1,MAX_GOOF:DAMAGE,RAPUNZEL:SKILL1_BUFF	[boss]PRINCE_PHILLIP:TANK,DEMONA:SKILL3,KIM_POSSIBLE:SCARE,RANDALL_BOGGS:DODGE,RAPUNZEL:SKILL1_BUFF,DARKWING_DUCK:SHIELD	SHARD_PLATINUM_CONSCIENCE,SHARD_PLATINUM_SCAREDY_ELEPHANT,SHARD_PLATINUM_STORYBOOK	SHARD_PLATINUM_BADGE_OF_FRIENDSHIP,SHARD_PLATINUM_GOLDEN_HARP,SHARD_PLATINUM_SAVE_TOKEN	
89-16	473	5	EMERALD_16	64912	500,000	1	PORTAL_ROOM_3	GOOFY:SHIELD,SHERE_KHAN:SKILL3,JACK_JACK:AOE_STUN,KEVIN_FLYNN:SHIELD	GOOFY:SHIELD,MEILIN_LEE:SHIELDS,EVE:TWO,JOY:DISABLE,CRUELLA:SKILL4_BUFF	[boss]DANTE:DETERMINED,MOTHER_GOTHEL:SCARE,JACK_JACK:AOE_STUN,BELLE:SPEED,KRONK:FROZEN,AGENT_P:SKILL4_BUFF	SHARD_PLATINUM_KREBBS,SHARD_PLATINUM_SCAREDY_ELEPHANT,SHARD_PLATINUM_STORYBOOK	SHARD_PLATINUM_LOST_AND_FOUND,SHARD_PLATINUM_GOLDEN_HARP,SHARD_PLATINUM_SAVE_TOKEN	
89-17	474	5	EMERALD_16	64922	500,000	0	PORTAL_ROOM_5	CHIEF_BOGO:CHARGE,AGENT_P:STUN,RAYA:ENDURE,MADAM_MIM:ENERGY	SALLY:POISON,VINNY_SANTORINI:BLIND,JACK_SKELLINGTON:DOT,BAGHEERA:HEAL,WINIFRED_SANDERSON:SP	[boss]MAXIMUS:STUDY,JACK_SKELLINGTON:DUCK,PLEAKLEY:FREEZE,DASH:SHIELD_COUNTER,COLETTE:SKILL1_BUFF,GASTON:DISABLES	SHARD_PLATINUM_CONSCIENCE,SHARD_PLATINUM_SCAREDY_ELEPHANT,SHARD_PLATINUM_STORYBOOK	SHARD_PLATINUM_PIRATES_COMPASS,SHARD_PLATINUM_GOLDEN_HARP,SHARD_PLATINUM_SAVE_TOKEN	
89-18	474	5	EMERALD_16	64932	500,000	0	PORTAL_ROOM_4	EDA_CLAWTHORNE:RESILIENCE,HEIMLICH:CLEANSE,THE_UNDERMINER:BD,HUEY_DEWEY_LOUIE:BEAR_TRAP	BALOO:HOT,QUORRA:SHIELD,AGENT_P:STUN,BASIL:DOT,JIM_HAWKINS:CONTROL	[boss]MEILIN_LEE:SHIELDS,KIM_POSSIBLE:SCARE,DARKWING_DUCK:SHIELD,AUDREY_RAMIREZ:SHIELD,HIRO:SUMMON,PHIL:DAMAGE	SHARD_PLATINUM_STORYBOOK,SHARD_PLATINUM_QUITE_A_JUNGLE,SHARD_PLATINUM_CONSCIENCE	SHARD_PLATINUM_SAVE_TOKEN,SHARD_PLATINUM_GOLDEN_HARP,SHARD_PLATINUM_PIRATES_COMPASS	
89-19	475	5	EMERALD_16	64941	500,000	1	PORTAL_ROOM_10	JOHN_SILVER:STUDY,SHERIFF_OF_NOTTINGHAM:SAP,JESSIE:JUMP_EARLY,KUZCO:HEALING	MAXIMUS:STUDY,QUORRA:CRIT,DUCKY_AND_BUNNY:ALLY_ROLE,KIM_POSSIBLE:STUDY,MAD_HATTER:CHARMED	[boss]GOOFY:SHIELD,MOTHER_GOTHEL:ENDURE,AUDREY_RAMIREZ:SHIELD,MADAM_MIM:ENERGY,CRUELLA:SKILL4_BUFF,PETER_PAN:SKILL3	SHARD_PLATINUM_JOANNAS_EGG,SHARD_PLATINUM_QUITE_A_JUNGLE,SHARD_PLATINUM_CONSCIENCE	SHARD_PLATINUM_NEW_CAR_SMELL,SHARD_PLATINUM_GOLDEN_HARP,SHARD_PLATINUM_PIRATES_COMPASS	
90-1	470	5	EMERALD_17	74687	500,000	1	DESERT_CITY_7	REX:SHIELD_COUNTER,DANTE:TANK,DUCKY_AND_BUNNY:CONTROL,MR_BIG_AND_KOSLOV:STUDY	BALOO:HOT,MOTHER_GOTHEL:SCARE,MAX_GOOF:DAMAGE,FLIK:ENERGY,MEGARA:INVINCIBLE	[boss]EDA_CLAWTHORNE:RESILIENCE,MADAM_MIM:DAMAGE,FRANNY_ROBINSON:ATTACK_SPEED_DECREASE,NICK_WILDE:SHIELD,TWENTY_TWO:FATIGUE,JACK_JACK:AOE_STUN	SHARD_PLATINUM_SCREENSLAVER,SHARD_PLATINUM_HONESTY_ISLAND,SHARD_PLATINUM_PET_COLLECTOR	SHARD_PLATINUM_CURIOUS_MAZE,SHARD_PLATINUM_DINOSAUR_EGG,SHARD_PLATINUM_GOLDEN_TEAPOT	
90-2	471	5	EMERALD_17	74699	500,000	0	DESERT_CITY_5	WINNIE_THE_POOH:HEALING,ROCKETEER:SKILL1,DASH:ENERGY,ANGER:DOT	HEIMLICH:WELL_FED_BUFF,MANTICORE:DOT,DUFF_KILLIGAN:TANKY,LADY_AND_TRAMP:ENDURANCE,DR_FACILIER:SKILL3_BUFF	[boss]SADNESS:SORROW,DARKWING_DUCK:SHIELD,SHEGO:ENERGIZED,DUFF_KILLIGAN:ENERGY,YAX:DAMAGE,AGENT_P:STUN	SHARD_PLATINUM_PREHISTORIC_RODENTS,SHARD_PLATINUM_HONESTY_ISLAND,SHARD_PLATINUM_PET_COLLECTOR	SHARD_PLATINUM_JAFARS_CUFFLINKS,SHARD_PLATINUM_DINOSAUR_EGG,SHARD_PLATINUM_GOLDEN_TEAPOT	
90-3	471	5	EMERALD_17	74710	500,000	0	DESERT_CITY_8	GOOFY:BLIND,ZEUS:TENACITY_REDUC,BOLT:SKILL3,ELSA:SHIELD	MEILIN_LEE:TANKY,BUZZ:SHIELD_ALLY,SIMBA_AND_NALA:ARMOR,BOLT:SKILL3,LADY_AND_TRAMP:ENDURANCE	[boss]MAXIMUS:BUFF_REMOVAL,SCAR:SPEED,MONKEY_FIST:SUPPORT,MIKE:FANTASTIC_DAMAGE,POWERLINE:DEBUFF_CLEAR,MANTICORE:DOT	SHARD_PLATINUM_HONESTY_ISLAND,SHARD_PLATINUM_FAMILY_ISLAND,SHARD_PLATINUM_PREHISTORIC_RODENTS	SHARD_PLATINUM_GOLDEN_TEAPOT,SHARD_PLATINUM_SWEETER_TOOTH,SHARD_PLATINUM_JAFARS_CUFFLINKS	
90-4	472	5	EMERALD_17	74721	500,000	1	DESERT_CITY_2	PRINCE_PHILLIP:TANK,THE_UNDERMINER:SP,CHICKEN_LITTLE:BASEBALL,DUFF_KILLIGAN:ENERGY	MAXIMUS:STUDY,CHIEF_BOGO:CHARGE,PRINCE_PHILLIP:TANK,DUFF_KILLIGAN:ENERGY,KEVIN_FLYNN:HEAL	[boss]BALOO:HOT,JOHN_SILVER:TANK,THE_UNDERMINER:BD,JACK_SPARROW:NORMAL_DAMAGE,FEAR:DREAD,HONEY_LEMON:SLOW	SHARD_PLATINUM_COFFEE_VOID,SHARD_PLATINUM_FAMILY_ISLAND,SHARD_PLATINUM_PREHISTORIC_RODENTS	SHARD_PLATINUM_TOUR_BUS,SHARD_PLATINUM_SWEETER_TOOTH,SHARD_PLATINUM_JAFARS_CUFFLINKS	
90-5	472	5	EMERALD_17	74732	500,000	0	DESERT_CITY_4	SWEDISH_CHEF:FATIGUE,PETE:TANKY,MOTHER_GOTHEL:ENDURE,MAGICA_DE_SPELL:KO_BUFF	CHIEF_BOGO:HEALS,REX:DPS_SYNERGY,VINNY_SANTORINI:SPEED,EVE:DISABLE_SPREAD,HUEY_DEWEY_LOUIE:TANK_COUNTER	[boss]HERCULES:TANK,ZEUS:BETTER_SAP,SCROOGE_MCDUCK:DAMAGE_STUN,SIMBA_AND_NALA:SILENCE,MAD_HATTER:SPEED,DARKWING_DUCK:SHIELD	SHARD_PLATINUM_PET_COLLECTOR,SHARD_PLATINUM_FAMILY_ISLAND,SHARD_PLATINUM_PREHISTORIC_RODENTS	SHARD_PLATINUM_MIST_MAKER,SHARD_PLATINUM_SWEETER_TOOTH,SHARD_PLATINUM_JAFARS_CUFFLINKS	
90-6	473	5	EMERALD_17	74743	500,000	0	DESERT_CITY_6	REX:DPS_SYNERGY,SWEETUMS:FATIGUE,ISABELA_MADRIGAL:DOT_WEAKEN,FINNICK:VAN	BARLEY_LIGHTFOOT:QUEST,SULLEY:TEAM_HEAL,DUKE_CABOOM:HEAL,TIMON_AND_PUMBAA:SKILL2,MAX_GOOF:DODGE	[boss]OOGIE_BOOGIE:POWER,EDA_CLAWTHORNE:RESILIENCE,RON_STOPPABLE:STUN,MAX_GOOF:DAMAGE,LINGUINI_AND_REMY:SUPPORT,MADAM_MIM:DAMAGE	SHARD_PLATINUM_PREHISTORIC_RODENTS,SHARD_PLATINUM_IMAGINARY_BOYFRIEND,SHARD_PLATINUM_PET_COLLECTOR	SHARD_PLATINUM_JAFARS_CUFFLINKS,SHARD_PLATINUM_FOUR_POSTER_BED,SHARD_PLATINUM_MIST_MAKER	
90-7	473	5	EMERALD_17	74754	500,000	1	DESERT_CITY_3	SADNESS:SORROW,FRANNY_ROBINSON:ATTACK_SPEED_DECREASE,RANDALL_BOGGS:TRUE_DMG,MAYOR_BELLWETHER:REFLECT	SHERIFF_OF_NOTTINGHAM:SAP,OOGIE_BOOGIE:POWER,JESSIE:DODGE,JAFAR:ROLES,MAX_GOOF:DODGE	[boss]SWEETUMS:HP,RAYA:BD_GAIN,MADAM_MIM:ENERGY,ELSA:FREEZE,MCLEACH:HEAL,BELLE:SPEED	SHARD_PLATINUM_SUNKEN_SHIP,SHARD_PLATINUM_IMAGINARY_BOYFRIEND,SHARD_PLATINUM_PET_COLLECTOR	SHARD_PLATINUM_IM_LATE,SHARD_PLATINUM_FOUR_POSTER_BED,SHARD_PLATINUM_MIST_MAKER	
90-8	474	5	EMERALD_17	74765	500,000	0	DESERT_CITY_1	DANTE:TANK,KIM_POSSIBLE:STUDY,JIM_HAWKINS:ENERGIZED,TIANA:LONGER_SHIELDS	HEIMLICH:CLEANSE,JOHN_SILVER:STUDY,PACHA:TANK,ISABELA_MADRIGAL:DOT_WEAKEN,FINNICK:VAN	[boss]SWEDISH_CHEF:FATIGUE,SCAR:SPEED,ZEUS:TENACITY_REDUC,MAX_GOOF:DAMAGE,CRUELLA:DOT_BUFF,MONKEY_FIST:DAMAGE	SHARD_PLATINUM_PREHISTORIC_RODENTS,SHARD_PLATINUM_IMAGINARY_BOYFRIEND,SHARD_PLATINUM_PET_COLLECTOR	SHARD_PLATINUM_PROUD_UNICORN,SHARD_PLATINUM_FOUR_POSTER_BED,SHARD_PLATINUM_MIST_MAKER	
90-9	474	5	EMERALD_17	74776	500,000	0	DESERT_CITY_9	BARLEY_LIGHTFOOT:SKILL1,JESSIE:DODGE,BOWLER_HAT_GUY:DAMAGE,KERMIT:TANK	BARLEY_LIGHTFOOT:QUEST,REX:SHIELD_COUNTER,ANGER:DOT,MAYOR_BELLWETHER:REFLECT,MAD_HATTER:CHARMED	[boss]SALLY:POISON,VINNY_SANTORINI:BLIND,PETE:ANTI_REFLECT,MONKEY_FIST:DAMAGE,JAFAR:SKILL1,MR_BIG_AND_KOSLOV:STUDY	SHARD_PLATINUM_PET_COLLECTOR,SHARD_PLATINUM_MULTICOLORED_DRESS,SHARD_PLATINUM_PREHISTORIC_RODENTS	SHARD_PLATINUM_MIST_MAKER,SHARD_PLATINUM_BREAD_AND_BUTTERFLIES,SHARD_PLATINUM_PROUD_UNICORN	
90-10	475	5	EMERALD_17	74787	500,000	1	DESERT_CITY_5	SHERIFF_OF_NOTTINGHAM:SAP,EVE:DISABLE_SPREAD,NICK_WILDE:CHARM,DAISY_DUCK:ANTI_CHARM	BO_PEEP:HEAL,PACHA:SUPPORT,JACK_JACK:HEALING_COUNTER,LADY_AND_TRAMP:ENDURANCE,FEAR:DREAD	[boss]BALOO:HOT,SCAR:SPEED,ISABELA_MADRIGAL:CORRUPTIONHPCLEAVE,TRON:TANK,DONALD_DUCK:TRUE,WOODY:FAST_ENERGY	SHARD_PLATINUM_I_WIN,SHARD_PLATINUM_MULTICOLORED_DRESS,SHARD_PLATINUM_PREHISTORIC_RODENTS	SHARD_PLATINUM_MODEL_CITY,SHARD_PLATINUM_BREAD_AND_BUTTERFLIES,SHARD_PLATINUM_PROUD_UNICORN	
90-11	476	5	EMERALD_17	74798	500,000	0	DESERT_CITY_10	JAKE_LONG:HEAL,ZEUS:TENACITY_REDUC,DEMONA:SCARE,ROSE:SKILL1_BUFF	SWEDISH_CHEF:FATIGUE,SWEETUMS:FATIGUE,JACK_SPARROW:NORMAL_DAMAGE,MAGICA_DE_SPELL:KO_BUFF,MAX_GOOF:DODGE	[boss]REX:DPS_SYNERGY,BELLE:SAP,BOLT:SKILL3,SCAR:SPEED,KUZCO:HEALING,JACK_SKELLINGTON:DOT	SHARD_PLATINUM_PET_COLLECTOR,SHARD_PLATINUM_MULTICOLORED_DRESS,SHARD_PLATINUM_PREHISTORIC_RODENTS	SHARD_PLATINUM_IMPRACTICAL_CUFFLINKS,SHARD_PLATINUM_BREAD_AND_BUTTERFLIES,SHARD_PLATINUM_PROUD_UNICORN	
90-12	476	5	EMERALD_17	74810	500,000	0	DESERT_CITY_8	HADES:DOT,DEMONA:SKILL3,HECTOR_BARBOSSA:SLOW,MAX_GOOF:DODGE	REX:SHIELD_COUNTER,SCROOGE_MCDUCK:DAMAGE_STUN,EVE:TWO,PETER_PAN:SKILL3,ANGER:DOT	[boss]MEILIN_LEE:TANKY,EVE:DISABLE_SPREAD,FRANNY_ROBINSON:RETAIN_DEBUFF,POWERLINE:BLIND,JOY:ARMOR,WINIFRED_SANDERSON:SP	SHARD_PLATINUM_PREHISTORIC_RODENTS,SHARD_PLATINUM_EYE_OF_FATES,SHARD_PLATINUM_PET_COLLECTOR	SHARD_PLATINUM_PROUD_UNICORN,SHARD_PLATINUM_GARDEN_SONG,SHARD_PLATINUM_IMPRACTICAL_CUFFLINKS	
90-13	477	5	EMERALD_17	74821	500,000	1	CITY_ROOFTOPS_1	SHERIFF_OF_NOTTINGHAM:CHARM,DARKWING_DUCK:SHIELD,DUCKY_AND_BUNNY:ALLY_ROLE,COLETTE:SKILL1_BUFF	HERCULES:CONTROL,DANTE:DETERMINED,MOTHER_GOTHEL:ENDURE,HOPPER:STUN,YAX:SLOW	[boss]HEIMLICH:CLEANSE,MR_INCREDIBLE:ARMOR_SHREAD,PETE:TANKY,SIMBA_AND_NALA:ARMOR,TIMON_AND_PUMBAA:CONTROL,EVE:DISABLE_SPREAD	SHARD_PLATINUM_GOOFBALL_ISLAND,SHARD_PLATINUM_EYE_OF_FATES,SHARD_PLATINUM_PET_COLLECTOR	SHARD_PLATINUM_MORE_TAMALES,SHARD_PLATINUM_GARDEN_SONG,SHARD_PLATINUM_IMPRACTICAL_CUFFLINKS	
90-14	477	5	EMERALD_17	74832	500,000	0	CITY_ROOFTOPS_2	MR_INCREDIBLE:WEAK_ALLIES,COGSWORTH_AND_LUMIERE:DOT,SARAH_SANDERSON:TANK,TIMON_AND_PUMBAA:CONTROL	OOGIE_BOOGIE:SCARE,KING_LOUIE:SLOW,DUFF_KILLIGAN:TANKY,SHEGO:FANTASTIC,MIGUEL:HEAL	[boss]JAKE_LONG:HEAL,SHERE_KHAN:SKILL3,DUFF_KILLIGAN:TANKY,COGSWORTH_AND_LUMIERE:SPEED,PRINCESS_AURORA:HEAL,KRONK:INVINCIBLE	SHARD_PLATINUM_PREHISTORIC_RODENTS,SHARD_PLATINUM_EYE_OF_FATES,SHARD_PLATINUM_PET_COLLECTOR	SHARD_PLATINUM_MEEKOS_BISCUITS,SHARD_PLATINUM_GARDEN_SONG,SHARD_PLATINUM_IMPRACTICAL_CUFFLINKS	
90-15	478	5	EMERALD_17	74843	500,000	0	CITY_ROOFTOPS_3	MR_INCREDIBLE:WEAK_ALLIES,PETER_PAN:SKILL1,PLEAKLEY:DOT,DR_DRAKKEN:SILENCE	JOHN_SILVER:STUDY,PLEAKLEY:DOT,QUORRA:CRIT,JUDY_HOPPS:SUPPORT,HONEY_LEMON:BD_BUFF	[boss]GOOFY:SHIELD,OOGIE_BOOGIE:POWER,HEIMLICH:CLEANSE,VINNY_SANTORINI:SPEED,MCLEACH:SKILL2_BUFF,MIKE:FANTASTIC_DAMAGE	SHARD_PLATINUM_PET_COLLECTOR,SHARD_PLATINUM_BEADS_OF_JADE,SHARD_PLATINUM_PREHISTORIC_RODENTS	SHARD_PLATINUM_IMPRACTICAL_CUFFLINKS,SHARD_PLATINUM_TICK_TOCK,SHARD_PLATINUM_MEEKOS_BISCUITS	
90-16	478	5	EMERALD_17	74854	500,000	1	CITY_ROOFTOPS_4	BARLEY_LIGHTFOOT:QUEST,MAXIMUS:STUDY,SIMBA_AND_NALA:ARMOR,FINNICK:ENERGY	PRINCE_PHILLIP:TANK,MEILIN_LEE:SHIELDS,DARKWING_DUCK:CRIT,TIANA:CHARM_BUFF,FAIRY_GODMOTHER:ENERGIZED	[boss]HEIMLICH:WELL_FED_BUFF,HERCULES:TANK,ANGER:DOT,AGENT_P:STUN,KRISTOFF_AND_SVEN:MOST_WANTED,PETER_PAN:SKILL3	SHARD_PLATINUM_HOCKEY_ISLAND,SHARD_PLATINUM_BEADS_OF_JADE,SHARD_PLATINUM_PREHISTORIC_RODENTS	SHARD_PLATINUM_BATH_TIME,SHARD_PLATINUM_TICK_TOCK,SHARD_PLATINUM_MEEKOS_BISCUITS	
90-17	479	5	EMERALD_17	74865	500,000	0	CITY_ROOFTOPS_5	MEILIN_LEE:TANKY,MR_INCREDIBLE:WEAK_ALLIES,RANDALL_BOGGS:DODGE,JUDY_HOPPS:REVIVE	MAXIMUS:BUFF_REMOVAL,SALLY:REALITY,SWEETUMS:HP,EMPEROR_ZURG:ENERGY_TO_ALLY,MILO_THATCH:RESIST	[boss]DANTE:TANK,EMPEROR_ZURG:ENERGY_TO_ALLY,EVE:DISABLE_SPREAD,YZMA:SPEED,YAX:SLOW,MAX_GOOF:DODGE	SHARD_PLATINUM_PET_COLLECTOR,SHARD_PLATINUM_BEADS_OF_JADE,SHARD_PLATINUM_PREHISTORIC_RODENTS	SHARD_PLATINUM_NOTRE_DINNER_BELL,SHARD_PLATINUM_TICK_TOCK,SHARD_PLATINUM_MEEKOS_BISCUITS	
90-18	479	5	EMERALD_17	74876	500,000	0	CITY_ROOFTOPS_6	HADES:DOT,RANDALL_BOGGS:DODGE,TIMON_AND_PUMBAA:SKILL2,YZMA:SPEED	CHIEF_BOGO:CHARGE,RON_STOPPABLE:STUN,PETE:ANTI_REFLECT,PETER_PAN:SKILL1,SHEGO:ENERGIZED	[boss]EDA_CLAWTHORNE:SHIELDS,MEILIN_LEE:TANKY,DUCKY_AND_BUNNY:CONTROL,JACK_JACK:AOE_STUN,FAIRY_GODMOTHER:ENERGIZED,MIKE:FANTASTIC_DAMAGE	SHARD_PLATINUM_PREHISTORIC_RODENTS,SHARD_PLATINUM_PEEPHOLE,SHARD_PLATINUM_PET_COLLECTOR	SHARD_PLATINUM_MEEKOS_BISCUITS,SHARD_PLATINUM_SWEETER_TOOTH,SHARD_PLATINUM_NOTRE_DINNER_BELL	
90-19	480	5	EMERALD_17	74887	500,000	1	CITY_ROOFTOPS_7	HADES:DOT,GONZO:SPEED_COUNTER,PETER_PAN:SKILL3,FLIK:SHIELD	PACHA:SUPPORT,HERCULES:TANK,RON_STOPPABLE:HEAL,DISGUST:SILENCE,KAA:TANK	[boss]EDA_CLAWTHORNE:SHIELDS,REX:DPS_SYNERGY,MAX_GOOF:DODGE,BOLT:BASIC_ATTACK,THE_MAYOR:SCARE,MISS_PIGGY:KNOCK_BACK	SHARD_PLATINUM_FRIENDSHIP_ISLAND,SHARD_PLATINUM_PEEPHOLE,SHARD_PLATINUM_PET_COLLECTOR	SHARD_PLATINUM_TOUR_BUS,SHARD_PLATINUM_SWEETER_TOOTH,SHARD_PLATINUM_NOTRE_DINNER_BELL	
91-1	475	5	EMERALD_18	86136	500,000	1	PORTAL_ROOM_1	GONZO:SPEED_COUNTER,BALOO:HOT,SHERE_KHAN:SKILL3,AGENT_P:STUN	BALOO:CHARM,SWEETUMS:FATIGUE,WINNIE_THE_POOH:HEALING,JACK_JACK:AOE_STUN,RAFIKI:HEAL	[boss]WINNIE_THE_POOH:HUNNY,SCROOGE_MCDUCK:DAMAGE_STUN,KIM_POSSIBLE:STUDY,JACK_SKELLINGTON:DUCK,POWERLINE:DEBUFF_CLEAR,HIRO:STUN	SHARD_PLATINUM_MAD_PURSUIT,SHARD_PLATINUM_FOOT_TREE,SHARD_PLATINUM_WOODEN_BEAR	SHARD_PLATINUM_THE_PACIFIER,SHARD_PLATINUM_ROYAL_DIARY,SHARD_PLATINUM_BAYMAX_PATCH_KIT	
91-2	476	5	EMERALD_18	86149	500,000	0	PORTAL_ROOM_2	SWEETUMS:HP,JACK_SKELLINGTON:DOT,MIKE:FANTASTIC_DAMAGE,KAA:CHARM	PACHA:SUPPORT,MOTHER_GOTHEL:ENDURE,PLEAKLEY:FREEZE,MONKEY_FIST:SUPPORT,ANGER:DAMAGE_ROLE	[boss]HERCULES:CONTROL,MR_INCREDIBLE:ARMOR_SHREAD,DUKE_CABOOM:HEAL,EVE:DISABLE_SPREAD,DR_DOOFENSHMIRTZ:SKILL2_BUFF,KING_LOUIE:BANANA	SHARD_PLATINUM_BEAGLE_BOYS,SHARD_PLATINUM_FOOT_TREE,SHARD_PLATINUM_WOODEN_BEAR	SHARD_PLATINUM_EXTRACT_OF_LLAMA,SHARD_PLATINUM_ROYAL_DIARY,SHARD_PLATINUM_BAYMAX_PATCH_KIT	
