	KEY	QUEST_TYPE	SORT_INDEX	ICON	BUTTON_ACTION	REWARDS	PREVIOUS_QUEST	UNLOCK_REQUIREMENTS	COMPLETE_REQUIREMENTS	EXTRA	GOOGLE_ID	APPLE_ID
3016	PROMOTE_2_PURPLE	ACHIEVEMENT	6	promoting_heroes		40000 GOLD	3015	Once,FollowUp	HeroCount(2)	minRarity=PURPLE		
3017	PROMOTE_5_PURPLE	ACHIEVEMENT	6	promoting_heroes		42500 GOLD	3016	Once,FollowUp	HeroCount(5)	minRarity=PURPLE		
4000	JOIN_GUILD	ACHIEVEMENT	1	join_guild	joinGuild	100 DIAMONDS		Once,HasUnlockable(GUILDS)	HasGuild			
4001	FACEBOOK_LIKE	ACHIEVEMENT	0	like	facebook_like	50 FREE_DIAMONDS		Never	Never			
5000	NORMAL_1_19_2X	ACHIEVEMENT	7	normal_campaign	campaign/NORMAL?chapter=1&level=19	2 SUGAR_RUSH		Once,CampaignWins(1)	CampaignWins(2)	chapter=1, level=19		
5001	NORMAL_2_4_2X	ACHIEVEMENT	7	normal_campaign	campaign/NORMAL?chapter=2&level=4	1 A_BIT_OF_PRESTIDIGITATION	5000	Once,FollowUp,CampaignWins(1)	CampaignWins(2)	chapter=2, level=4		
5002	NORMAL_2_7_2X	ACHIEVEMENT	7	normal_campaign	campaign/NORMAL?chapter=2&level=7	1 BLUEBIRD_OF_HAPPINESS	5001	Once,FollowUp,CampaignWins(1)	CampaignWins(2)	chapter=2, level=7		
5003	NORMAL_2_10_2X	ACHIEVEMENT	7	normal_campaign	campaign/NORMAL?chapter=2&level=10	1 HEARTY_BREAKFAST	5002	Once,FollowUp,CampaignWins(1)	CampaignWins(2)	chapter=2, level=10		
5004	NORMAL_2_13_2X	ACHIEVEMENT	7	normal_campaign	campaign/NORMAL?chapter=2&level=13	1 NUMBER_ONE_DIME	5003	Once,FollowUp,CampaignWins(1)	CampaignWins(2)	chapter=2, level=13		
5005	ELITE_1_1_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=1&level=1	1 STONE_VANELLOPE		Never,Once,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=1, level=1		
5006	ELITE_1_4_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=1&level=4	1 STONE_VANELLOPE		Once,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=1, level=4		
5007	ELITE_1_7_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=1&level=7	1 STONE_VANELLOPE	5006	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=1, level=7		
5008	ELITE_1_10_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=1&level=10	1 STONE_VANELLOPE	5007	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=1, level=10		
5009	ELITE_1_13_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=1&level=13	1 STONE_VANELLOPE	5008	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=1, level=13		
5010	ELITE_1_16_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=1&level=16	1 STONE_VANELLOPE	5009	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=1, level=16		
5011	ELITE_1_19_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=1&level=19	1 STONE_VANELLOPE	5010	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=1, level=19		
5012	ELITE_2_1_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=2&level=1	1 STONE_VANELLOPE	5011	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=2, level=1		
5013	ELITE_2_4_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=2&level=4	1 STONE_VANELLOPE	5012	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=2, level=4		
5014	ELITE_2_7_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=2&level=7	1 STONE_VANELLOPE	5013	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=2, level=7		
5015	ELITE_2_10_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=2&level=10	1 STONE_VANELLOPE	5014	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=2, level=10		
5016	ELITE_2_13_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=2&level=13	1 STONE_VANELLOPE	5015	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=2, level=13		
5017	ELITE_2_16_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=2&level=16	1 STONE_VANELLOPE	5016	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=2, level=16		
5018	ELITE_2_19_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=2&level=19	1 STONE_VANELLOPE	5017	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=2, level=19		
5019	ELITE_3_1_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=3&level=1	1 STONE_VANELLOPE	5018	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=3, level=1		
5020	ELITE_3_4_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=3&level=4	1 STONE_VANELLOPE	5019	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=3, level=4		
5021	ELITE_3_7_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=3&level=7	1 STONE_VANELLOPE	5020	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=3, level=7		
5022	ELITE_3_10_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=3&level=10	1 STONE_VANELLOPE	5021	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=3, level=10		
5023	ELITE_3_13_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=3&level=13	1 STONE_VANELLOPE	5022	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=3, level=13		
5024	ELITE_3_16_3X_3STAR_2X	ACHIEVEMENT	8	elite_campaign	campaign/ELITE?chapter=3&level=16	1 STONE_VANELLOPE	5023	Once,FollowUp,CampaignWins(1)	CampaignWins(2,3)	type=ELITE, chapter=3, level=16		
7001	FRIEND_LEVEL_5_1X	ACHIEVEMENT	9	friend_xp		25 DIAMONDS		Never	Never			
7002	FRIEND_LEVEL_5_2X	ACHIEVEMENT	9	friend_xp		25 DIAMONDS	7001	Never	Never			
7003	FRIEND_LEVEL_5_3X	ACHIEVEMENT	9	friend_xp		25 DIAMONDS	7002	Never	Never			
7011	FRIEND_LEVEL_10_1X	ACHIEVEMENT	9	friend_xp		50 DIAMONDS	7001	Never	Never			
7012	FRIEND_LEVEL_10_2X	ACHIEVEMENT	9	friend_xp		50 DIAMONDS	7011	Never	Never			
7013	FRIEND_LEVEL_10_5X	ACHIEVEMENT	9	friend_xp		50 DIAMONDS	7012	Never	Never			
7021	FRIEND_LEVEL_15_1X	ACHIEVEMENT	9	friend_xp		100 DIAMONDS	7011	Never	Never			
7022	FRIEND_LEVEL_15_2X	ACHIEVEMENT	9	friend_xp		100 DIAMONDS	7021	Never	Never			
7023	FRIEND_LEVEL_15_5X	ACHIEVEMENT	9	friend_xp		100 DIAMONDS	7022	Never	Never			
7101	REAL_GEAR_1X	ACHIEVEMENT	10	memory_disk		5 BIT_RALPH_LONGER_STUNS		Once,HasUnlockable(FRIENDSHIPS)	RealGearCount(1)			
7102	REAL_GEAR_2X	ACHIEVEMENT	10	memory_disk		5 BIT_ELASTIGIRL_BACKLINE	7101	Once,FollowUp	RealGearCount(2)			
7103	REAL_GEAR_3X	ACHIEVEMENT	10	memory_disk		5 BIT_YAX_DAMAGE	7102	Once,FollowUp	RealGearCount(3)			
7104	REAL_GEAR_4X	ACHIEVEMENT	10	memory_disk		5 BIT_VANELLOPE_SLOW	7103	Once,FollowUp	RealGearCount(4)			
7105	REAL_GEAR_5X	ACHIEVEMENT	10	memory_disk		5 BIT_ELASTIGIRL_DEBUFF	7104	Once,FollowUp	RealGearCount(5)			
7106	REAL_GEAR_6X	ACHIEVEMENT	10	memory_disk		5 BIT_YAX_SLOW	7105	Once,FollowUp	RealGearCount(6)			
7107	REAL_GEAR_7X	ACHIEVEMENT	10	memory_disk		5 BIT_VIOLET_STUN	7106	Once,FollowUp	RealGearCount(7)			
7108	REAL_GEAR_8X	ACHIEVEMENT	10	memory_disk		5 BIT_FROZONE_TANKS	7107	Once,FollowUp	RealGearCount(8)			
7109	REAL_GEAR_9X	ACHIEVEMENT	10	memory_disk		5 BIT_FELIX_ANGER	7108	Once,FollowUp	RealGearCount(9)			
7110	REAL_GEAR_10X	ACHIEVEMENT	10	memory_disk		5 BIT_NICK_WILDE_CHARM	7109	Once,FollowUp	RealGearCount(10)			
7111	REAL_GEAR_11X	ACHIEVEMENT	10	memory_disk		5 BIT_FELIX_FREEZE	7110	Once,FollowUp	RealGearCount(11)			
7112	REAL_GEAR_12X	ACHIEVEMENT	10	memory_disk		5 BIT_MR_INCREDIBLE_ARMOR_SHREAD	7111	Once,FollowUp	RealGearCount(12)			
7113	REAL_GEAR_13X	ACHIEVEMENT	10	memory_disk		5 BIT_CALHOUN_SHIELDS	7112	Once,FollowUp	RealGearCount(13)			
7114	REAL_GEAR_14X	ACHIEVEMENT	10	memory_disk		5 BIT_DASH_ENERGY	7113	Once,FollowUp	RealGearCount(14)			
7115	REAL_GEAR_15X	ACHIEVEMENT	10	memory_disk		5 BIT_JACK_JACK_HEALING_COUNTER	7114	Once,FollowUp	RealGearCount(15)			
7116	REAL_GEAR_16X	ACHIEVEMENT	10	memory_disk		5 BIT_FINNICK_ENERGY	7115	Once,FollowUp	RealGearCount(16)			
7117	REAL_GEAR_17X	ACHIEVEMENT	10	memory_disk		5 BIT_DASH_SHIELD_COUNTER	7116	Once,FollowUp	RealGearCount(17)			
7118	REAL_GEAR_18X	ACHIEVEMENT	10	memory_disk		5 BIT_JUDY_HOPPS_SUPPORT	7117	Once,FollowUp	RealGearCount(18)			
7119	REAL_GEAR_19X	ACHIEVEMENT	10	memory_disk		5 BIT_NICK_WILDE_SHIELD	7118	Once,FollowUp	RealGearCount(19)			
7120	REAL_GEAR_20X	ACHIEVEMENT	10	memory_disk		5 BIT_CALHOUN_ENERGY	7119	Once,FollowUp	RealGearCount(20)			
7121	REAL_GEAR_21X	ACHIEVEMENT	10	memory_disk		5 BIT_CHIEF_BOGO_CHARGE	7120	Once,FollowUp	RealGearCount(21)			
7122	REAL_GEAR_22X	ACHIEVEMENT	10	memory_disk		5 BIT_FINNICK_VAN	7121	Once,FollowUp	RealGearCount(22)			
7123	REAL_GEAR_23X	ACHIEVEMENT	10	memory_disk		5 BIT_JACK_JACK_AOE_STUN	7122	Once,FollowUp	RealGearCount(23)			
7124	REAL_GEAR_24X	ACHIEVEMENT	10	memory_disk		5 BIT_MR_INCREDIBLE_WEAK_ALLIES	7123	Once,FollowUp	RealGearCount(24)			
7125	REAL_GEAR_25X	ACHIEVEMENT	10	memory_disk		5 BIT_JUDY_HOPPS_REVIVE	7124	Once,FollowUp	RealGearCount(25)			
7151	REAL_GEAR_2STAR_1X	ACHIEVEMENT	10	friendship_star		10 DIAMONDS	7101	Once,FollowUp	RealGearCount(1)	minStars=2		
7152	REAL_GEAR_2STAR_2X	ACHIEVEMENT	10	friendship_star		10 DIAMONDS	7151	Once,FollowUp	RealGearCount(2)	minStars=2		
7153	REAL_GEAR_2STAR_3X	ACHIEVEMENT	10	friendship_star		10 DIAMONDS	7152	Once,FollowUp	RealGearCount(5)	minStars=2		
7161	REAL_GEAR_3STAR_1X	ACHIEVEMENT	10	friendship_star		30 DIAMONDS	7151	Once,FollowUp	RealGearCount(1)	minStars=3		
7162	REAL_GEAR_3STAR_2X	ACHIEVEMENT	10	friendship_star		30 DIAMONDS	7161	Once,FollowUp	RealGearCount(2)	minStars=3		
7163	REAL_GEAR_3STAR_3X	ACHIEVEMENT	10	friendship_star		30 DIAMONDS	7162	Once,FollowUp	RealGearCount(5)	minStars=3		
7171	REAL_GEAR_4STAR_1X	ACHIEVEMENT	10	friendship_star		50 DIAMONDS	7161	Once,FollowUp	RealGearCount(1)	minStars=4		
7172	REAL_GEAR_4STAR_2X	ACHIEVEMENT	10	friendship_star		50 DIAMONDS	7171	Once,FollowUp	RealGearCount(2)	minStars=4		
7173	REAL_GEAR_4STAR_3X	ACHIEVEMENT	10	friendship_star		50 DIAMONDS	7172	Once,FollowUp	RealGearCount(5)	minStars=4		
7181	REAL_GEAR_5STAR_1X	ACHIEVEMENT	10	friendship_star		100 DIAMONDS	7171	Once,FollowUp	RealGearCount(1)	minStars=5		
7182	REAL_GEAR_5STAR_2X	ACHIEVEMENT	10	friendship_star		100 DIAMONDS	7181	Once,FollowUp	RealGearCount(2)	minStars=5		
7183	REAL_GEAR_5STAR_3X	ACHIEVEMENT	10	friendship_star		100 DIAMONDS	7182	Once,FollowUp	RealGearCount(5)	minStars=5		
7201	CONCURRENT_MISSIONS_3X	ACHIEVEMENT	11	multiple_missions		10 DIAMONDS		Once,HasUnlockable(MISSIONS)	InProgressMissionCount(3)			
7202	CONCURRENT_MISSIONS_4X	ACHIEVEMENT	11	multiple_missions		15 DIAMONDS	7201	Once,FollowUp,CurrentMaxMissions(4)	InProgressMissionCount(4)			
7203	CONCURRENT_MISSIONS_5X	ACHIEVEMENT	11	multiple_missions		20 DIAMONDS	7202	Once,FollowUp,CurrentMaxMissions(5)	InProgressMissionCount(5)			
7204	CONCURRENT_MISSIONS_6X	ACHIEVEMENT	11	multiple_missions		25 DIAMONDS	7203	Once,FollowUp,CurrentMaxMissions(6)	InProgressMissionCount(6)			
7205	CONCURRENT_MISSIONS_7X	ACHIEVEMENT	11	multiple_missions		30 DIAMONDS	7204	Once,FollowUp,CurrentMaxMissions(7)	InProgressMissionCount(7)			
7206	CONCURRENT_MISSIONS_8X	ACHIEVEMENT	11	multiple_missions		35 DIAMONDS	7205	Once,FollowUp,CurrentMaxMissions(8)	InProgressMissionCount(8)			
7207	CONCURRENT_MISSIONS_9X	ACHIEVEMENT	11	multiple_missions		40 DIAMONDS	7206	Once,FollowUp,CurrentMaxMissions(9)	InProgressMissionCount(9)			
7208	CONCURRENT_MISSIONS_10X	ACHIEVEMENT	11	multiple_missions		50 DIAMONDS	7207	Once,FollowUp,CurrentMaxMissions(10)	InProgressMissionCount(10)			
7209	CONCURRENT_MISSIONS_11X	ACHIEVEMENT	11	multiple_missions		60 DIAMONDS	7208	Once,FollowUp,CurrentMaxMissions(11)	InProgressMissionCount(11)			
7210	CONCURRENT_MISSIONS_12X	ACHIEVEMENT	11	multiple_missions		70 DIAMONDS	7209	Once,FollowUp,CurrentMaxMissions(12)	InProgressMissionCount(12)			
7211	CONCURRENT_MISSIONS_13X	ACHIEVEMENT	11	multiple_missions		80 DIAMONDS	7210	Once,FollowUp,CurrentMaxMissions(13)	InProgressMissionCount(13)			
7212	CONCURRENT_MISSIONS_14X	ACHIEVEMENT	11	multiple_missions		90 DIAMONDS	7211	Once,FollowUp,CurrentMaxMissions(14)	InProgressMissionCount(14)			
7213	CONCURRENT_MISSIONS_15X	ACHIEVEMENT	11	multiple_missions		100 DIAMONDS	7212	Once,FollowUp,CurrentMaxMissions(15)	InProgressMissionCount(15)			
7301	CLEAR_REINFECTION_5X	ACHIEVEMENT	12	infected		200 GEAR_JUICE		Never	UserCount(REINFECTIONS_CLEANSED, 5)			
7302	CLEAR_REINFECTION_10X	ACHIEVEMENT	12	infected		400 GEAR_JUICE	7301	Never	UserCount(REINFECTIONS_CLEANSED, 10)			
7303	CLEAR_REINFECTION_25X	ACHIEVEMENT	12	infected		600 GEAR_JUICE	7302	Never	UserCount(REINFECTIONS_CLEANSED, 25)			
7304	CLEAR_REINFECTION_50X	ACHIEVEMENT	12	infected		800 GEAR_JUICE	7303	Never	UserCount(REINFECTIONS_CLEANSED, 50)			
7305	CLEAR_REINFECTION_100X	ACHIEVEMENT	12	infected		1000 GEAR_JUICE	7304	Never	UserCount(REINFECTIONS_CLEANSED, 100)			
7306	CLEAR_REINFECTION_200X	ACHIEVEMENT	12	infected		1500 GEAR_JUICE	7305	Never	UserCount(REINFECTIONS_CLEANSED, 200)			
7307	CLEAR_REINFECTION_300X	ACHIEVEMENT	12	infected		2000 GEAR_JUICE	7306	Never	UserCount(REINFECTIONS_CLEANSED, 300)			
7308	CLEAR_REINFECTION_400X	ACHIEVEMENT	12	infected		4000 GEAR_JUICE	7307	Never	UserCount(REINFECTIONS_CLEANSED, 400)			
7309	CLEAR_REINFECTION_500X	ACHIEVEMENT	12	infected		6000 GEAR_JUICE	7308	Never	UserCount(REINFECTIONS_CLEANSED, 500)			
7310	CLEAR_REINFECTION_750X	ACHIEVEMENT	12	infected		10000 GEAR_JUICE	7309	Never	UserCount(REINFECTIONS_CLEANSED, 750)			
7311	CLEAR_REINFECTION_1000X	ACHIEVEMENT	12	infected		25000 GEAR_JUICE	7310	Never	UserCount(REINFECTIONS_CLEANSED, 1000)			
7400	HEIST_DIFFICULTY_50	ACHIEVEMENT	13	heist		500 HEIST_TOKENS, 5000 GEAR_JUICE		Never	Never			
7401	HEIST_DIFFICULTY_60	ACHIEVEMENT	13	heist		750 HEIST_TOKENS, 6000 GEAR_JUICE	7400	Never	Never			
7402	HEIST_DIFFICULTY_70	ACHIEVEMENT	13	heist		1000 HEIST_TOKENS, 7000 GEAR_JUICE	7401	Never	Never			
7403	HEIST_DIFFICULTY_80	ACHIEVEMENT	13	heist		1250 HEIST_TOKENS, 8000 GEAR_JUICE	7402	Never	Never			
7404	HEIST_DIFFICULTY_90	ACHIEVEMENT	13	heist		1500 HEIST_TOKENS, 9000 GEAR_JUICE	7403	Never	Never			
7405	HEIST_DIFFICULTY_115	ACHIEVEMENT	13	heist		1750 HEIST_TOKENS, 10000 GEAR_JUICE	7404	Never	Never			
7406	HEIST_DIFFICULTY_130	ACHIEVEMENT	13	heist		2000 HEIST_TOKENS, 11000 GEAR_JUICE	7405	Never	Never			
7407	HEIST_DIFFICULTY_145	ACHIEVEMENT	13	heist		2250 HEIST_TOKENS, 12000 GEAR_JUICE	7406	Never	Never			
7500	WAR_PROMOTION_BRONZE	ACHIEVEMENT	14	war_league_bronze		50 DIAMONDS		Once,HasUnlockable(WAR)	UserCount(WAR_PROMOTIONS, 4,256)			
7501	WAR_PROMOTION_SILVER	ACHIEVEMENT	14	war_league_silver		60 DIAMONDS	7500	Once,FollowUp,HasUnlockable(WAR)	UserCount(WAR_PROMOTIONS, 8,256)			
7502	WAR_PROMOTION_GOLD	ACHIEVEMENT	14	war_league_gold		70 DIAMONDS	7501	Once,FollowUp,HasUnlockable(WAR)	UserCount(WAR_PROMOTIONS, 16,256)			
7503	WAR_PROMOTION_PLATINUM	ACHIEVEMENT	14	war_league_platinum		80 DIAMONDS	7502	Once,FollowUp,HasUnlockable(WAR)	UserCount(WAR_PROMOTIONS, 32,256)			
7504	WAR_PROMOTION_CHALLENGER	ACHIEVEMENT	14	war_league_challenger		90 DIAMONDS	7503	Once,FollowUp,HasUnlockable(WAR)	UserCount(WAR_PROMOTIONS, 64,256)			
7505	WAR_PROMOTION_LEGENDARY	ACHIEVEMENT	14	war_league_legendary		100 DIAMONDS	7504	Once,FollowUp,HasUnlockable(WAR)	UserCount(WAR_PROMOTIONS, 128,256)			
7600	EQUIP_MOD_1	ACHIEVEMENT	15	mod		250 MOD_POWER		Once,HasUnlockable(INVASION)	UserEquippedMods(1)	minLevel=1		
7601	EQUIP_MOD_2	ACHIEVEMENT	15	mod		500 MOD_POWER	7600	Once,FollowUp	UserEquippedMods(2)	minLevel=1		
7602	EQUIP_MOD_3	ACHIEVEMENT	15	mod		750 MOD_POWER	7601	Once,FollowUp	UserEquippedMods(3)	minLevel=1		
7603	EQUIP_MOD_4	ACHIEVEMENT	15	mod		1000 MOD_POWER	7602	Once,FollowUp	UserEquippedMods(4)	minLevel=1		
7604	EQUIP_MOD_5	ACHIEVEMENT	15	mod		1250 MOD_POWER	7603	Once,FollowUp	UserEquippedMods(5)	minLevel=1		
7605	EQUIP_MOD_6	ACHIEVEMENT	15	mod		1500 MOD_POWER	7604	Once,FollowUp	UserEquippedMods(6)	minLevel=1		
7606	EQUIP_MOD_7	ACHIEVEMENT	15	mod		1750 MOD_POWER	7605	Once,FollowUp	UserEquippedMods(7)	minLevel=1		
7607	EQUIP_MOD_8	ACHIEVEMENT	15	mod		2000 MOD_POWER	7606	Once,FollowUp	UserEquippedMods(8)	minLevel=1		
7608	EQUIP_MOD_9	ACHIEVEMENT	15	mod		2250 MOD_POWER	7607	Once,FollowUp	UserEquippedMods(9)	minLevel=1		
7609	EQUIP_MOD_10	ACHIEVEMENT	15	mod		2500 MOD_POWER	7608	Once,FollowUp	UserEquippedMods(10)	minLevel=1		
7610	EQUIP_MOD_11	ACHIEVEMENT	15	mod		2750 MOD_POWER	7609	Once,FollowUp	UserEquippedMods(11)	minLevel=1		
7611	EQUIP_MOD_12	ACHIEVEMENT	15	mod		3000 MOD_POWER	7610	Once,FollowUp	UserEquippedMods(12)	minLevel=1		
7612	EQUIP_MOD_13	ACHIEVEMENT	15	mod		3250 MOD_POWER	7611	Once,FollowUp	UserEquippedMods(13)	minLevel=1		
7613	EQUIP_MOD_14	ACHIEVEMENT	15	mod		3500 MOD_POWER	7612	Once,FollowUp	UserEquippedMods(14)	minLevel=1		
7614	EQUIP_MOD_15	ACHIEVEMENT	15	mod		3750 MOD_POWER	7613	Once,FollowUp	UserEquippedMods(15)	minLevel=1		
7700	MOD_1_LEVEL_2	ACHIEVEMENT	16	mod		50 MOD_POWER		Once,HasUnlockable(INVASION)	UserModsAtLevel(1)	minLevel=2		
7701	MOD_3_LEVEL_2	ACHIEVEMENT	16	mod		100 MOD_POWER	7700	Once,FollowUp	UserModsAtLevel(3)	minLevel=2		
7702	MOD_5_LEVEL_2	ACHIEVEMENT	16	mod		150 MOD_POWER	7701	Once,FollowUp	UserModsAtLevel(5)	minLevel=2		
7703	MOD_1_LEVEL_5	ACHIEVEMENT	16	mod		300 MOD_POWER	7702	Once,FollowUp	UserModsAtLevel(1)	minLevel=5		
7704	MOD_3_LEVEL_5	ACHIEVEMENT	16	mod		500 MOD_POWER	7703	Once,FollowUp	UserModsAtLevel(3)	minLevel=5		
7705	MOD_5_LEVEL_5	ACHIEVEMENT	16	mod		700 MOD_POWER	7704	Once,FollowUp	UserModsAtLevel(5)	minLevel=5		
7706	MOD_1_LEVEL_10	ACHIEVEMENT	16	mod		2000 MOD_POWER	7705	Once,FollowUp	UserModsAtLevel(1)	minLevel=10		
7707	MOD_3_LEVEL_10	ACHIEVEMENT	16	mod		2000 MOD_POWER	7706	Once,FollowUp	UserModsAtLevel(3)	minLevel=10		
7708	MOD_5_LEVEL_10	ACHIEVEMENT	16	mod		3000 MOD_POWER	7707	Once,FollowUp	UserModsAtLevel(5)	minLevel=10		
7709	MOD_1_LEVEL_15	ACHIEVEMENT	16	mod		4000 MOD_POWER	7708	Once,FollowUp	UserModsAtLevel(1)	minLevel=15		
7710	MOD_3_LEVEL_15	ACHIEVEMENT	16	mod		6000 MOD_POWER	7709	Once,FollowUp	UserModsAtLevel(3)	minLevel=15		
7711	MOD_5_LEVEL_15	ACHIEVEMENT	16	mod		8000 MOD_POWER	7710	Once,FollowUp	UserModsAtLevel(5)	minLevel=15		
7712	MOD_1_LEVEL_20	ACHIEVEMENT	16	mod		10000 MOD_POWER	7711	Once,FollowUp	UserModsAtLevel(1)	minLevel=20		
7713	MOD_3_LEVEL_20	ACHIEVEMENT	16	mod		13000 MOD_POWER	7712	Once,FollowUp	UserModsAtLevel(3)	minLevel=20		
7714	MOD_5_LEVEL_20	ACHIEVEMENT	16	mod		15000 MOD_POWER	7713	Once,FollowUp	UserModsAtLevel(5)	minLevel=20		
8000	INVASION_DEFEAT_BOSS_1	ACHIEVEMENT	17	invasion_bosses_defeated		10 DIAMONDS		Once,HasUnlockable(INVASION)	GameModeWins(INVASION_BOSS, 1)			
8001	INVASION_DEFEAT_BOSS_5	ACHIEVEMENT	17	invasion_bosses_defeated		10 DIAMONDS	8000	Once,FollowUp	GameModeWins(INVASION_BOSS, 5)			
8002	INVASION_DEFEAT_BOSS_10	ACHIEVEMENT	17	invasion_bosses_defeated		10 DIAMONDS	8001	Once,FollowUp	GameModeWins(INVASION_BOSS, 10)			
8003	INVASION_DEFEAT_BOSS_25	ACHIEVEMENT	17	invasion_bosses_defeated		10 DIAMONDS	8002	Once,FollowUp	GameModeWins(INVASION_BOSS, 25)			
8004	INVASION_DEFEAT_BOSS_50	ACHIEVEMENT	17	invasion_bosses_defeated		10 DIAMONDS	8003	Once,FollowUp	GameModeWins(INVASION_BOSS, 50)			
8005	INVASION_DEFEAT_BOSS_100	ACHIEVEMENT	17	invasion_bosses_defeated		10 DIAMONDS	8004	Once,FollowUp	GameModeWins(INVASION_BOSS, 100)			
8006	INVASION_DEFEAT_BOSS_150	ACHIEVEMENT	17	invasion_bosses_defeated		10 DIAMONDS	8005	Once,FollowUp	GameModeWins(INVASION_BOSS, 150)			
8007	INVASION_DEFEAT_BOSS_200	ACHIEVEMENT	17	invasion_bosses_defeated		10 DIAMONDS	8006	Once,FollowUp	GameModeWins(INVASION_BOSS, 200)			
8008	INVASION_DEFEAT_BOSS_250	ACHIEVEMENT	17	invasion_bosses_defeated		10 DIAMONDS	8007	Once,FollowUp	GameModeWins(INVASION_BOSS, 250)			
8009	INVASION_DEFEAT_BOSS_300	ACHIEVEMENT	17	invasion_bosses_defeated		10 DIAMONDS	8008	Once,FollowUp	GameModeWins(INVASION_BOSS, 300)			
8100	INVASION_STRONG_ATTACK_2	ACHIEVEMENT	18	invasion_strong_attacks		50 MOD_POWER		Once,HasUnlockable(INVASION)	UserCount(INVASION_STRONG_ATTACK, 2)			
8101	INVASION_STRONG_ATTACK_5	ACHIEVEMENT	18	invasion_strong_attacks		100 MOD_POWER	8100	Once,FollowUp	UserCount(INVASION_STRONG_ATTACK, 5)			
8102	INVASION_STRONG_ATTACK_10	ACHIEVEMENT	18	invasion_strong_attacks		150 MOD_POWER	8101	Once,FollowUp	UserCount(INVASION_STRONG_ATTACK, 10)			
8103	INVASION_STRONG_ATTACK_25	ACHIEVEMENT	18	invasion_strong_attacks		375 MOD_POWER	8102	Once,FollowUp	UserCount(INVASION_STRONG_ATTACK, 25)			
8104	INVASION_STRONG_ATTACK_50	ACHIEVEMENT	18	invasion_strong_attacks		750 MOD_POWER	8103	Once,FollowUp	UserCount(INVASION_STRONG_ATTACK, 50)			
8105	INVASION_STRONG_ATTACK_100	ACHIEVEMENT	18	invasion_strong_attacks		1000 MOD_POWER	8104	Once,FollowUp	UserCount(INVASION_STRONG_ATTACK, 100)			
