	EQUIP_HERO	GIFTING_HERO	COLOR	TAGS	LEVEL_TAGS	STAR_TAGS
LILO_SCARE	LILO	RUSSELL_AND_KEVIN	ORANGE	SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,HEAL_SELF,HEX	SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,HEAL_SELF	HEX
HELGA_SKILL2	HELGA	ROCKETEER	BLUE	SKILL_POWER_INCREASE,ARMOR_DECREASE	SKILL_POWER_INCREASE,ARMOR_DECREASE	
HELGA_BERSERK	HELGA	JOHN_SILVER	RED	MAX_HP_INCREASE,DAMAGE_INCREASE,CLEANSE,BERSERK,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,HEAL_SELF	MAX_HP_INCREASE,DAMAGE_INCREASE	CLEANSE,BERSERK,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,HEAL_SELF
BOLT_SKILL3	BOLT	CHESHIRE_CAT	GREEN	NORMAL_DAMAGE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,PRECISE,ARMOR_DECREASE,REALITY_DECREASE	NORMAL_DAMAGE,SKILL_POWER_INCREASE,MAX_HP_INCREASE	PRECISE,ARMOR_DECREASE,REALITY_DECREASE
BOLT_BASIC_ATTACK	BOLT	CLAWHAUSER	GOLD	DAMAGE_INCREASE,HEAL_SELF,ENERGY_REMOVAL	DAMAGE_INCREASE,HEAL_SELF	ENERGY_REMOVAL
ARIEL_TRUE_DAMAGE_REDUCE	ARIEL	GERALD_MARLIN_NEMO	PURPLE	MAX_HP_INCREASE,REALITY_INCREASE,ARMOR_INCREASE,REDUCED_DAMAGE_TAKEN	MAX_HP_INCREASE,REALITY_INCREASE,ARMOR_INCREASE	REDUCED_DAMAGE_TAKEN
ARIEL_SHIELD	ARIEL	HECTOR_BARBOSSA	ICE_BLUE	MAX_HP_INCREASE,HEAL_TEAM,SHIELD_TEAM	MAX_HP_INCREASE,HEAL_TEAM	SHIELD_TEAM
ZEUS_BETTER_SAP	ZEUS	HADES	TEAL	FANTASTIC_DAMAGE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,ENERGY_SELF,ENERGY_REMOVAL	FANTASTIC_DAMAGE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,ENERGY_SELF	ENERGY_REMOVAL
ZEUS_TENACITY_REDUC	ZEUS	KEVIN_FLYNN	PURPLE	FANTASTIC_DAMAGE,MAX_HP_INCREASE,TENACITY_DECREASE,EVASION_DECREASE	FANTASTIC_DAMAGE,MAX_HP_INCREASE	TENACITY_DECREASE,EVASION_DECREASE
PHIL_TANK	PHIL	HONEY_LEMON	PINK	ARMOR_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE,PRECISE	ARMOR_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	PRECISE,ARMOR_INCREASE,REALITY_INCREASE
PHIL_DAMAGE	PHIL	MIKE	ORANGE	SKILL_POWER_INCREASE,MAX_HP_INCREASE,BASIC_DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,ENERGY_SELF	SKILL_POWER_INCREASE,MAX_HP_INCREASE,BASIC_DAMAGE_INCREASE,ATTACK_SPEED_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,ENERGY_SELF
MARY_SANDERSON_HEX	MARY_SANDERSON	LOCK_SHOCK_BARREL	TEAL	DAMAGE_DECREASE,MAX_HP_INCREASE,SKILL_POWER_DECREASE,ATTACK_SPEED_DECREASE,HEX	DAMAGE_DECREASE,MAX_HP_INCREASE,SKILL_POWER_DECREASE,ATTACK_SPEED_DECREASE	HEX
MARY_SANDERSON_ENERGY_STEAL	MARY_SANDERSON	SARAH_SANDERSON	GOLD	REALITY_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,ENERGY_REMOVAL	REALITY_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE	ENERGY_REMOVAL
WINIFRED_SANDERSON_SP	WINIFRED_SANDERSON	MARY_SANDERSON	RED	FANTASTIC_DAMAGE,DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,EVASION_INCREASE,TENACITY_INCREASE,SKILL_POWER_INCREASE	FANTASTIC_DAMAGE,DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,EVASION_INCREASE,TENACITY_INCREASE	SKILL_POWER_INCREASE
WINIFRED_SANDERSON_BD	WINIFRED_SANDERSON	DEMONA	GOLD	REALITY_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,HEAL_SELF	REALITY_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE	HEAL_SELF
SARAH_SANDERSON_DAMAGE	SARAH_SANDERSON	EVIL_QUEEN	ICE_BLUE	FANTASTIC_DAMAGE,DAMAGE_INCREASE,MAX_HP_INCREASE,NORMAL_CRIT_INCREASE,CRIT_DAMAGE_INCREASE,EVASION_INCREASE,TENACITY_INCREASE,ATTACK_SPEED_INCREASE	FANTASTIC_DAMAGE,DAMAGE_INCREASE,MAX_HP_INCREASE,NORMAL_CRIT_INCREASE,CRIT_DAMAGE_INCREASE,EVASION_INCREASE,TENACITY_INCREASE	ATTACK_SPEED_INCREASE
SARAH_SANDERSON_TANK	SARAH_SANDERSON	WINIFRED_SANDERSON	ORANGE	REALITY_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	REALITY_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE
SISU_REFLECT_COUNTER	SISU	MUSHU	GOLD	SKILL_POWER_INCREASE,REALITY_INCREASE,ARMOR_INCREASE,REDUCED_DAMAGE_TAKEN	SKILL_POWER_INCREASE,REALITY_INCREASE,ARMOR_INCREASE	REDUCED_DAMAGE_TAKEN
SISU_SKILL3_DODGE	SISU	MADAM_MIM	PINK	MAX_HP_INCREASE,DAMAGE_INCREASE,REALITY_INCREASE,ARMOR_INCREASE,DODGE	MAX_HP_INCREASE,DAMAGE_INCREASE,REALITY_INCREASE,ARMOR_INCREASE	DODGE
RAYA_ENDURE	RAYA	RAPUNZEL	PURPLE	ARMOR_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE,HEAL_SELF	ARMOR_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE,HEAL_SELF	HEAL_SELF
RAYA_BD_GAIN	RAYA	SISU	ICE_BLUE	NORMAL_DAMAGE,CRIT_DAMAGE_INCREASE,NORMAL_CRIT_INCREASE,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE	NORMAL_DAMAGE,CRIT_DAMAGE_INCREASE,NORMAL_CRIT_INCREASE,ATTACK_SPEED_INCREASE	DAMAGE_INCREASE
KING_TRITON_WHIRLPOOL	KING_TRITON	ARIEL	GREEN	MAX_HP_INCREASE,HEAL_SELF,HEAL_TEAM,ATTACK_SPEED_DECREASE,EVASION_DECREASE	MAX_HP_INCREASE,HEAL_SELF,HEAL_TEAM,ATTACK_SPEED_DECREASE,EVASION_DECREASE	
KING_TRITON_SLOW	KING_TRITON	HANK_AND_DORY	BLUE	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,FATIGUE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE	FATIGUE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE
ANNA_SUPPORT	ANNA	MANTICORE	PINK	TRUE_DAMAGE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,EVASION_DECREASE,TENACITY_DECREASE,ENERGY_TEAM,ATTACK_SPEED_INCREASE	TRUE_DAMAGE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,EVASION_DECREASE,TENACITY_DECREASE	ENERGY_TEAM,ATTACK_SPEED_INCREASE
ANNA_TANK	ANNA	KRISTOFF_AND_SVEN	PURPLE	REALITY_INCREASE,ARMOR_INCREASE,MAX_HP_INCREASE,REDUCE_DAMAGE_TAKEN	REALITY_INCREASE,ARMOR_INCREASE,MAX_HP_INCREASE,REDUCE_DAMAGE_TAKEN	
HOPPER_STUN	HOPPER	FEAR	ORANGE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,SCARE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	SCARE
HOPPER_KNOCKBACK	HOPPER	SHERIFF_OF_NOTTINGHAM	PURPLE	FANTASTIC_DAMAGE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,ENERGY_SELF,ARMOR_INCREASE,TENACITY_INCREASE	FANTASTIC_DAMAGE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	ENERGY_SELF,ARMOR_INCREASE,TENACITY_INCREASE
FLIK_SHIELD	FLIK	GADGET_HACKWRENCH	PURPLE	ARMOR_DECREASE,DAMAGE_DECREASE,SHIELD_SELF,SHIELD_TEAM	ARMOR_DECREASE,DAMAGE_DECREASE	SHIELD_SELF,SHIELD_TEAM
FLIK_ENERGY	FLIK	BOLT	BLUE	SKILL_POWER_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,ENERGY_SELF	SKILL_POWER_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE	ENERGY_SELF
PETE_TANKY	PETE	MR_INCREDIBLE	GREEN	ARMOR_INCREASE,REALITY_INCREASE,SHIELD_SELF,REDUCED_DAMAGE_TAKEN	ARMOR_INCREASE,REALITY_INCREASE,SHIELD_SELF	REDUCED_DAMAGE_TAKEN
PETE_ANTI_REFLECT	PETE	MINNIE_MOUSE	PURPLE	NORMAL_DAMAGE,DAMAGE_INCREASE,STUN	NORMAL_DAMAGE,DAMAGE_INCREASE	STUN
BAGHEERA_ENERGY	BAGHEERA	YAX	BLUE	SKILL_POWER_INCREASE,REALITY_DECREASE,ENERGY_SELF,ENERGY_TEAM	SKILL_POWER_INCREASE,REALITY_DECREASE	ENERGY_SELF,ENERGY_TEAM
BAGHEERA_HEAL	BAGHEERA	BALOO	ORANGE	ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE,HEAL_SELF,HEAL_TEAM,HARDY	ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	HEAL_SELF,HEAL_TEAM,HARDY
KAA_CHARM	KAA	CHIP_AND_DALE	RED	SKILL_POWER_INCREASE,CHARM,ARMOR_DECREASE,REALITY_DECREASE	SKILL_POWER_INCREASE	CHARM,ARMOR_DECREASE,REALITY_DECREASE
KAA_TANK	KAA	SCAR	GOLD	NORMAL_DAMAGE,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	NORMAL_DAMAGE,MAX_HP_INCREASE	ARMOR_INCREASE,REALITY_INCREASE
NAMAARI_INVINCIBLE	NAMAARI	RAYA	ORANGE	MAX_HP_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,ARMOR_DECREASE,REALITY_DECREASE,INVINCIBLE,HEAL_SELF	MAX_HP_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,ARMOR_DECREASE,REALITY_DECREASE	INVINCIBLE,HEAL_SELF
NAMAARI_FATIGUE	NAMAARI	MALEFICENT	ICE_BLUE	MAX_HP_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,ARMOR_DECREASE,REALITY_DECREASE,ENERGY_REMOVAL,FATIGUE	MAX_HP_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,ARMOR_DECREASE,REALITY_DECREASE	ENERGY_REMOVAL,FATIGUE
THE_HORNED_KING_SOLDIER	THE_HORNED_KING	SHAN_YU	GREEN	MAX_HP_DECREASE,HEAL_SELF,SKILL_POWER_DECREASE,DAMAGE_DECREASE,MAX_HP_INCREASE,DISTRACT	MAX_HP_DECREASE,HEAL_SELF,SKILL_POWER_DECREASE,DAMAGE_DECREASE,MAX_HP_INCREASE	DISTRACT
THE_HORNED_KING_SCARE	THE_HORNED_KING	DISGUST	TEAL	MAX_HP_INCREASE,CRIT_DAMAGE_INCREASE,FANTASTIC_CRIT_INCREASE,EVASION_INCREASE,ENERGY_SELF	MAX_HP_INCREASE,CRIT_DAMAGE_INCREASE,FANTASTIC_CRIT_INCREASE,EVASION_INCREASE	ENERGY_SELF
THE_UNDERMINER_SP	THE_UNDERMINER	VINNY_SANTORINI	RED	FANTASTIC_DAMAGE,MAX_HP_INCREASE,SKILL_POWER_INCREASE,NORMAL_CRIT_INCREASE,CRIT_DAMAGE_INCREASE	FANTASTIC_DAMAGE,MAX_HP_INCREASE,SKILL_POWER_INCREASE	NORMAL_CRIT_INCREASE,CRIT_DAMAGE_INCREASE
THE_UNDERMINER_BD	THE_UNDERMINER	VIOLET	PINK	NORMAL_DAMAGE,DAMAGE_INCREASE,MAX_HP_INCREASE,ENERGY_REMOVAL	NORMAL_DAMAGE,DAMAGE_INCREASE,MAX_HP_INCREASE	ENERGY_REMOVAL
VOYD_ENEMY	VOYD	ELASTIGIRL	ICE_BLUE	FANTASTIC_DAMAGE,ARMOR_INCREASE,MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE	FANTASTIC_DAMAGE,ARMOR_INCREASE,MAX_HP_INCREASE	ARMOR_DECREASE,REALITY_DECREASE
VOYD_ALLY	VOYD	WASABI	TEAL	DAMAGE_INCREASE,SKILL_POWER_INCREASE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE
DAISY_DUCK_ANTI_CHARM	DAISY_DUCK	DONALD_DUCK	PURPLE	REALITY_INCREASE,MAX_HP_INCREASE,STUN	REALITY_INCREASE,MAX_HP_INCREASE	STUN
DAISY_DUCK_SCARE	DAISY_DUCK	FEAR	PINK	FANTASTIC_DAMAGE,SKILL_POWER_INCREASE,SKILL_POWER_DECREASE,REALITY_DECREASE,SCARE	FANTASTIC_DAMAGE,SKILL_POWER_INCREASE,SKILL_POWER_DECREASE,REALITY_DECREASE	SCARE
PACHA_SUPPORT	PACHA	KRONK	PINK	MAX_HP_INCREASE,TENACITY_INCREASE,HEAL_OVER_TIME_TEAM	MAX_HP_INCREASE,TENACITY_INCREASE	HEAL_OVER_TIME_TEAM
PACHA_TANK	PACHA	BO_PEEP	TEAL	NORMAL_DAMAGE,ARMOR_INCREASE,REALITY_INCREASE	NORMAL_DAMAGE,ARMOR_INCREASE,REALITY_INCREASE	ARMOR_INCREASE,REALITY_INCREASE
SNOW_WHITE_STUN_BLIND	SNOW_WHITE	ARIEL	PINK	MAX_HP_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,BLIND	MAX_HP_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE	BLIND
SNOW_WHITE_CHARM_DAMAGE	SNOW_WHITE	CHESHIRE_CAT	ICE_BLUE	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,DAMAGE_INCREASE,ATTACK_SPEED_INCREASE	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE	DAMAGE_INCREASE,ATTACK_SPEED_INCREASE
PRINCESS_AURORA_HEAL	PRINCESS_AURORA	SNOW_WHITE	GREEN	REALITY_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,HEAL_SELF	REALITY_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE	HEAL_SELF
PRINCESS_AURORA_REALITY_DECREASE	PRINCESS_AURORA	FAIRY_GODMOTHER	PINK	MAX_HP_DECREASE,TENACITY_DECREASE,EVASION_DECREASE,REALITY_DECREASE	MAX_HP_DECREASE,TENACITY_DECREASE,EVASION_DECREASE	REALITY_DECREASE
PRINCE_PHILLIP_TANK	PRINCE_PHILLIP	PHIL	RED	MAX_HP_INCREASE,ENERGY_SELF,NORMAL_CRIT_DECREASE,FANTASTIC_CRIT_DECREASE,REDUCED_DAMAGE_TAKEN	MAX_HP_INCREASE,ENERGY_SELF,NORMAL_CRIT_DECREASE,FANTASTIC_CRIT_DECREASE	REDUCED_DAMAGE_TAKEN,ENERGY_SELF
PRINCE_PHILLIP_SUPPORT	PRINCE_PHILLIP	PRINCESS_AURORA	PURPLE	MAX_HP_INCREASE,NORMAL_CRIT_INCREASE,FANTASTIC_CRIT_INCREASE,CRIT_DAMAGE_INCREASE,SKILL_POWER_INCREASE	MAX_HP_INCREASE,NORMAL_CRIT_INCREASE,FANTASTIC_CRIT_INCREASE,CRIT_DAMAGE_INCREASE	SKILL_POWER_INCREASE
MILO_THATCH_STUDY	MILO_THATCH	WINIFRED_SANDERSON	GREEN	ARMOR_DECREASE,SKILL_POWER_INCREASE,ENERGY_SELF,ENERGY_TEAM	ARMOR_DECREASE,SKILL_POWER_INCREASE	ENERGY_SELF,ENERGY_TEAM
MILO_THATCH_RESIST	MILO_THATCH	VINNY_SANTORINI	ICE_BLUE	ARMOR_INCREASE,REALITY_INCREASE	ARMOR_INCREASE,REALITY_INCREASE	ARMOR_INCREASE,REALITY_INCREASE
AUDREY_RAMIREZ_STUN	AUDREY_RAMIREZ	ROCKETEER	ICE_BLUE	NORMAL_DAMAGE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE	NORMAL_DAMAGE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	ATTACK_SPEED_INCREASE
AUDREY_RAMIREZ_SHIELD	AUDREY_RAMIREZ	LILO	BLUE	DAMAGE_DECREASE,SKILL_POWER_DECREASE,SHIELD_SELF,ARMOR_INCREASE,REALITY_INCREASE	DAMAGE_DECREASE,SKILL_POWER_DECREASE,SHIELD_SELF	ARMOR_INCREASE,REALITY_INCREASE
DUFF_KILLIGAN_ENERGY	DUFF_KILLIGAN	PETE	GREEN	MAX_HP_DECREASE,MAX_HP_INCREASE,ENERGY_SELF	MAX_HP_DECREASE,MAX_HP_INCREASE	ENERGY_SELF
DUFF_KILLIGAN_TANKY	DUFF_KILLIGAN	RON_STOPPABLE	RED	DAMAGE_DECREASE,SKILL_POWER_DECREASE,MAX_HP_INCREASE,REDUCED_DAMAGE_TAKEN	DAMAGE_DECREASE,SKILL_POWER_DECREASE,MAX_HP_INCREASE	REDUCED_DAMAGE_TAKEN
MOTHER_GOTHEL_ENDURE	MOTHER_GOTHEL	URSULA	PURPLE	ARMOR_INCREASE,REALITY_INCREASE,ENERGY_SELF,HEAL_SELF	ARMOR_INCREASE,REALITY_INCREASE	ENERGY_SELF,HEAL_SELF
MOTHER_GOTHEL_SCARE	MOTHER_GOTHEL	DISGUST	BLUE	ARMOR_DECREASE,REALITY_DECREASE,SKILL_POWER_INCREASE,SCARE	ARMOR_DECREASE,REALITY_DECREASE,SKILL_POWER_INCREASE	SCARE
AGENT_P_STUN	AGENT_P	BOLT	TEAL	MAX_HP_INCREASE,CRIT_DAMAGE_INCREASE,EVASION_DECREASE,TENACITY_DECREASE,STUN	MAX_HP_INCREASE,CRIT_DAMAGE_INCREASE,EVASION_DECREASE,TENACITY_DECREASE	STUN
AGENT_P_SKILL4_BUFF	AGENT_P	KIM_POSSIBLE	ORANGE	EVASION_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE,TRUE_DAMAGE	EVASION_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	TRUE_DAMAGE
TWENTY_TWO_SLOW	TWENTY_TWO	JOY	TEAL	ARMOR_DECREASE,REALITY_DECREASE,ARMOR_INCREASE,REALITY_INCREASE,CLEANSE,HARDY	ARMOR_DECREASE,REALITY_DECREASE,ARMOR_INCREASE,REALITY_INCREASE	CLEANSE,HARDY
TWENTY_TWO_FATIGUE	TWENTY_TWO	QUACKERJACK	ORANGE	MAX_HP_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,REMOVE_BUFF,FATIGUE,HEAL_SELF	MAX_HP_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE	REMOVE_BUFF,FATIGUE,HEAL_SELF
MEILIN_LEE_TANKY	MEILIN_LEE	CLAWHAUSER	TEAL	ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE,REDUCED_DAMAGE_TAKEN	ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	REDUCED_DAMAGE_TAKEN
MEILIN_LEE_SHIELDS	MEILIN_LEE	HONEY_LEMON	ICE_BLUE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,SHIELD_SELF,SHIELD_TEAM,HARDY,HEAL_SELF,HEAL_TEAM	MAX_HP_INCREASE,SKILL_POWER_INCREASE,SHIELD_SELF,SHIELD_TEAM	HARDY,HEAL_SELF,HEAL_TEAM
THE_MAYOR_SCARE	THE_MAYOR	JACK_SKELLINGTON	PURPLE	MAX_HP_INCREASEARMOR_DECREASE,REALITY_DECREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE,HEAL_SELF,HEAL_TEAM	MAX_HP_INCREASEARMOR_DECREASE,REALITY_DECREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE	HEAL_SELF,HEAL_TEAM
THE_MAYOR_SAP	THE_MAYOR	DR_DRAKKEN	ORANGE	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE,ENERGY_REMOVAL,ENERGY_SELF,ENERGY_TEAM	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE	ENERGY_REMOVAL,ENERGY_SELF,ENERGY_TEAM
QUASIMODO_SHIELDS	QUASIMODO	ESMERALDA	GREEN	MAX_HP_INCREASE,TENACITY_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,HEAL_SELF,HEAL_TEAM	MAX_HP_INCREASE,TENACITY_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	HEAL_SELF,HEAL_TEAM
QUASIMODO_SHATTER	QUASIMODO	PRINCE_PHILLIP	ORANGE	ARMOR_INCREASE,REALITY_INCREASE,TENACITY_INCREASE,REALITY_DECREASE	ARMOR_INCREASE,REALITY_INCREASE,TENACITY_INCREASE,REALITY_DECREASE	ARMOR_INCREASE,REALITY_INCREASE
MAYOR_BELLWETHER_REFLECT	MAYOR_BELLWETHER	AGENT_P	ICE_BLUE	EVASION_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,REFLECT	EVASION_INCREASE,ARMOR_DECREASE,REALITY_DECREASE	REFLECT
MAYOR_BELLWETHER_CONTROL	MAYOR_BELLWETHER	DEMONA	PINK	MAX_HP_INCREASE,TENACITY_INCREASE,HEAL_SELF,HEAL_TEAM	MAX_HP_INCREASE,TENACITY_INCREASE	HEAL_SELF,HEAL_TEAM
CINDERELLA_BLIND	CINDERELLA	ANNA	ICE_BLUE	EVASION_DECREASE,TENACITY_DECREASE,ARMOR_DECREASE,REALITY_DECREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE	EVASION_DECREASE,TENACITY_DECREASE,ARMOR_DECREASE,REALITY_DECREASE	DAMAGE_DECREASE,SKILL_POWER_DECREASE
CINDERELLA_SHIELDS	CINDERELLA	FAIRY_GODMOTHER	TEAL	MAX_HP_INCREASE,EVASION_INCREASE,NORMAL_CRIT_INCREASE,FANTASTIC_CRIT_INCREASE,HEAL_SELF,HEAL_TEAM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,ENERGY_SELF,ENERGY_TEAM	MAX_HP_INCREASE,EVASION_INCREASE,NORMAL_CRIT_INCREASE,FANTASTIC_CRIT_INCREASE	HEAL_SELF,HEAL_TEAM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,ENERGY_SELF,ENERGY_TEAM
LUCA_AND_ALBERTO_SPEED	LUCA_AND_ALBERTO	LILO	TEAL	MAX_HP_INCREASE,EVASION_DECREASE,TENACITY_DECREASE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	MAX_HP_INCREASE,EVASION_DECREASE,TENACITY_DECREASE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE
LUCA_AND_ALBERTO_SHIELDS	LUCA_AND_ALBERTO	HUEY_DEWEY_LOUIE	ORANGE	MAX_HP_INCREASE,SHIELD_SELF,SHIELD_TEAM,HEAL_SELF	MAX_HP_INCREASE,SHIELD_SELF,SHIELD_TEAM	SHIELD_SELF,HEAL_SELF
PHOEBUS_TANKY	PHOEBUS	FLYNN_RIDER	BLUE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,REDUCED_DAMAGE_TAKEN	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	REDUCED_DAMAGE_TAKEN
PHOEBUS_SHIELDS	PHOEBUS	ESMERALDA	GOLD	TENACITY_INCREASE,SHIELD_SELF,SHIELD_TEAM,MAX_HP_INCREASE,EVASION_DECREASE,ENERGY_SELF,ARMOR_INCREASE,REALITY_INCREASE	TENACITY_INCREASE,SHIELD_SELF,SHIELD_TEAM,MAX_HP_INCREASE,EVASION_DECREASE	ENERGY_SELF,ARMOR_INCREASE,REALITY_INCREASE
LITTLE_JOHN_EXTRA_SHIELD	LITTLE_JOHN	ROBIN_HOOD	GREEN	SKILL_POWER_INCREASE,REALITY_INCREASE,TENACITY_INCREASE,SHIELD_SELF	SKILL_POWER_INCREASE,REALITY_INCREASE,TENACITY_INCREASE	SHIELD_SELF
LITTLE_JOHN_DODGE	LITTLE_JOHN	BALOO	ORANGE	MAX_HP_INCREASE,ARMOR_INCREASE,EVASION_INCREASE,DODGE	MAX_HP_INCREASE,ARMOR_INCREASE,EVASION_INCREASE	DODGE
STATLER_AND_WALDORF_HEAL	STATLER_AND_WALDORF	FOZZIE	RED	MAX_HP_INCREASE,SKILL_POWER_INCREASE,HARDY,HEAL_TEAM	MAX_HP_INCREASE,SKILL_POWER_INCREASE	HARDY,HEAL_TEAM
STATLER_AND_WALDORF_SKILL2_BUFF	STATLER_AND_WALDORF	CARL	GOLD	ARMOR_INCREASE,REALITY_INCREASE,SKILL_POWER_INCREASE,ARMOR_DECREASE,REALITY_DECREASE	ARMOR_INCREASE,REALITY_INCREASE,SKILL_POWER_INCREASE	ARMOR_DECREASE,REALITY_DECREASE
FLASH_SLOW	FLASH	DASH	GOLD	TRUE_DAMAGE,MAX_HP_INCREASE,EVASION_INCREASE,EVASION_DECREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	TRUE_DAMAGE,MAX_HP_INCREASE,EVASION_INCREASE,EVASION_DECREASE	SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE
FLASH_SKILL3_PRECISE	FLASH	FRED_FREDERICKSON	BLUE	MAX_HP_INCREASE,TENACITY_INCREASE,TENACITY_DECREASE,PRECISE	MAX_HP_INCREASE,TENACITY_INCREASE,TENACITY_DECREASE	PRECISE
CHEF_SKINNER_TANK	CHEF_SKINNER	LINGUINI_AND_REMY	ICE_BLUE	MAX_HP_INCREASE,TENACITY_INCREASE,EVASION_INCREASE,DISTRACT	MAX_HP_INCREASE,TENACITY_INCREASE,EVASION_INCREASE	DISTRACT
