	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	GOLD_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT	ONE_TIME_REWARD
86-10	457	6	EMERALD_13	48303	1,000,000	1	AGRABAH_MARKET_10	SHERIFF_OF_NOTTINGHAM:CHARM,PLEAKLEY:DOT,AUDREY_RAMIREZ:SHIELD,MAD_HATTER:CHARMED	MEILIN_LEE:TANKY,KING_LOUIE:BANANA,RON_STOPPABLE:STUN,DUCKY_AND_BUNNY:CONTROL,JACK_JACK:AOE_STUN	[boss]PACHA:TANK,BARLEY_LIGHTFOOT:SKILL1,PRINCE_PHILLIP:TANK,RON_STOPPABLE:HEAL,BAGHEERA:ENERGY,AGENT_P:SKILL4_BUFF			
86-13	458	6	EMERALD_13	48324	1,000,000	1	AGRABAH_MARKET_3	SALLY:POISON,DASH:SHIELD_COUNTER,KIM_POSSIBLE:SCARE,THE_UNDERMINER:BD	MR_INCREDIBLE:WEAK_ALLIES,VINNY_SANTORINI:BLIND,HECTOR_BARBOSSA:SLOW,HUEY_DEWEY_LOUIE:BEAR_TRAP,MARY_SANDERSON:HEX	[boss]PACHA:SUPPORT,SALLY:POISON,HECTOR_BARBOSSA:STUDY,HOPPER:STUN,PHIL:TANK,WINIFRED_SANDERSON:SP			
86-16	459	6	EMERALD_13	48346	1,000,000	1	AGRABAH_MARKET_6	BARLEY_LIGHTFOOT:QUEST,RAYA:ENDURE,ROSE:SKILL1_BUFF,PETE:TANKY	SADNESS:SORROW,HADES:DOT,ZEUS:BETTER_SAP,PLEAKLEY:FREEZE,THE_MAYOR:SCARE	[boss]BALOO:CHARM,MAXIMUS:STUDY,MR_INCREDIBLE:WEAK_ALLIES,JACK_SKELLINGTON:DOT,MARY_SANDERSON:ENERGY_STEAL,BOLT:BASIC_ATTACK			
86-19	460	6	EMERALD_13	48368	1,000,000	1	AGRABAH_MARKET_9	JOHN_SILVER:TANK,KING_LOUIE:SLOW,TWENTY_TWO:SLOW,TIMON_AND_PUMBAA:CONTROL	PACHA:TANK,ELSA:SHIELD,COGSWORTH_AND_LUMIERE:SPEED,ANGER:DAMAGE_ROLE,KRONK:INVINCIBLE	[boss]SHERIFF_OF_NOTTINGHAM:SAP,MOTHER_GOTHEL:ENDURE,JACK_SPARROW:NORMAL_DAMAGE,HAMM:TANK,COLETTE:SKILL1_BUFF,DASH:SHIELD_COUNTER			
87-1	460	6	EMERALD_14	53220	1,000,000	1	BLACK_PEARL_1	HEIMLICH:WELL_FED_BUFF,JOHN_SILVER:STUDY,AUDREY_RAMIREZ:STUN,LUZ_NOCEDA:HEAL	HADES:TANK,CHIEF_BOGO:CHARGE,MADAM_MIM:ENERGY,WINIFRED_SANDERSON:BD,IAN_LIGHTFOOT:REFLECT	[boss]SULLEY:STUN_COUNTER,QUORRA:CRIT,ALADDIN:SPEED,MANTICORE:DOT,ANGEL:BERSERK,YAX:SLOW			
87-4	460	6	EMERALD_14	53244	1,000,000	1	BLACK_PEARL_2	SADNESS:CRIT,PETE:TANKY,MONKEY_FIST:SUPPORT,TWENTY_TWO:SLOW	PRINCE_PHILLIP:SUPPORT,WINNIE_THE_POOH:HEALING,THE_UNDERMINER:BD,PETER_PAN:SKILL3,ROCKETEER:SKILL1	[boss]HADES:TANK,ISABELA_MADRIGAL:DOT_WEAKEN,SCROOGE_MCDUCK:DAMAGE_STUN,JACK_SPARROW:HP,GENIE:FREEZE,ROSE:COMBO			
87-7	461	6	EMERALD_14	53267	1,000,000	1	BLACK_PEARL_1	WINNIE_THE_POOH:HUNNY,SADNESS:CRIT,RON_STOPPABLE:HEAL,CINDERELLA:SHIELDS	BALOO:HOT,SHERIFF_OF_NOTTINGHAM:SAP,HERCULES:TANK,HAMM:TANK,MIGUEL:FREEZE	[boss]BARLEY_LIGHTFOOT:QUEST,BOLT:SKILL3,SHEGO:FANTASTIC,SCROOGE_MCDUCK:DAMAGE_STUN,GASTON:DISABLES,DASH:SHIELD_COUNTER			
87-10	462	6	EMERALD_14	53291	1,000,000	1	BLACK_PEARL_2	PACHA:SUPPORT,HOPPER:KNOCKBACK,MIKE:STUNS,DAVY_JONES:STUDY	BALOO:CHARM,EVE:TWO,PLEAKLEY:DOT,ROCKETEER:SKILL1,MADAM_MIM:DAMAGE	[boss]CHIEF_BOGO:CHARGE,PEGASUS:DETERMINATION,DUFF_KILLIGAN:ENERGY,ZEUS:BETTER_SAP,GENIE:SHIELD,KIM_POSSIBLE:SCARE			
87-13	463	6	EMERALD_14	53315	1,000,000	1	BLACK_PEARL_3	BARLEY_LIGHTFOOT:SKILL1,KIM_POSSIBLE:STUDY,MADAM_MIM:DAMAGE,JACK_SPARROW:HP	BALOO:HOT,QUORRA:CRIT,JACK_JACK:HEALING_COUNTER,JASMINE:ENERGY,MAD_HATTER:CHARMED	[boss]SHERIFF_OF_NOTTINGHAM:SAP,PACHA:TANK,RANDALL_BOGGS:DODGE,ZEUS:BETTER_SAP,LADY_AND_TRAMP:ENDURANCE,PLEAKLEY:FREEZE			
87-16	464	6	EMERALD_14	53339	1,000,000	1	BLACK_PEARL_2	SALLY:REALITY,ZEUS:BETTER_SAP,VINNY_SANTORINI:BLIND,FINNICK:VAN	EDA_CLAWTHORNE:SHIELDS,JOHN_SILVER:TANK,ANGER:DAMAGE_ROLE,NICK_WILDE:CHARM,MCLEACH:SKILL2_BUFF	[boss]MAXIMUS:BUFF_REMOVAL,RANDALL_BOGGS:TRUE_DMG,PEGASUS:DETERMINATION,DUCKY_AND_BUNNY:ALLY_ROLE,TIA_DALMA:CHARM,LINGUINI_AND_REMY:HARDY			
87-19	465	6	EMERALD_14	53363	1,000,000	1	BLACK_PEARL_3	SHERIFF_OF_NOTTINGHAM:SAP,NICK_WILDE:CHARM,MIKE:STUNS,FROZONE:TANKS	HERCULES:CONTROL,OOGIE_BOOGIE:SCARE,EVE:DISABLE_SPREAD,PHIL:TANK,CRUELLA:DOT_BUFF	[boss]CHIEF_BOGO:HEALS,PACHA:TANK,SCROOGE_MCDUCK:DAMAGE_STUN,ELSA:FREEZE,JOY:DISABLE,FEAR:HARDY			
88-1	465	6	EMERALD_15	58705	1,000,000	1	LAHUI_BEACH_1	SADNESS:SORROW,MANTICORE:CURSE,THE_UNDERMINER:BD,ROSE:COMBO	SALLY:POISON,HOPPER:STUN,SHEGO:ENERGIZED,HAMM:TANK,JASMINE:RAJAH_SKILL1	[boss]BO_PEEP:HEAL,COGSWORTH_AND_LUMIERE:DOT,BELLE:SAP,DARKWING_DUCK:CRIT,KUZCO:HEALING,ELSA:SHIELD			
88-4	465	6	EMERALD_15	58731	1,000,000	1	LAHUI_BEACH_10	HEIMLICH:CLEANSE,HERCULES:CONTROL,ANGER:DOT,MIGUEL:HEAL	PACHA:SUPPORT,DASH:ENERGY,RANDALL_BOGGS:DODGE,DUFF_KILLIGAN:ENERGY,BRUNO_MADRIGAL:SAP	[boss]OOGIE_BOOGIE:SCARE,RON_STOPPABLE:HEAL,MONKEY_FIST:SUPPORT,MANTICORE:DOT,DAVY_JONES:STUDY,THE_UNDERMINER:SP			
88-7	466	6	EMERALD_15	58757	1,000,000	1	LAHUI_BEACH_8	SADNESS:SORROW,JOHN_SILVER:STUDY,ANGER:DAMAGE_ROLE,HUEY_DEWEY_LOUIE:BEAR_TRAP	JAKE_LONG:HEAL,RANDALL_BOGGS:DODGE,RAYA:BD_GAIN,JOY:ARMOR,MARY_SANDERSON:ENERGY_STEAL	[boss]HERCULES:TANK,NICK_WILDE:CHARM,QUORRA:SHIELD,MAX_GOOF:DAMAGE,WINIFRED_SANDERSON:BD,HAMM:SAP			
88-10	467	6	EMERALD_15	58784	1,000,000	1	LAHUI_BEACH_10	HEIMLICH:CLEANSE,DAISY_DUCK:SCARE,SCROOGE_MCDUCK:PULL_STUN,LINGUINI_AND_REMY:SUPPORT	BARLEY_LIGHTFOOT:SKILL1,MIKE:STUNS,JESSIE:DODGE,ELSA:FREEZE,THE_MAYOR:SCARE	[boss]SALLY:REALITY,SULLEY:STUN_COUNTER,SHERE_KHAN:SKILL3,DARKWING_DUCK:SHIELD,KUZCO:DAMAGE,MAX_GOOF:DODGE			
88-13	468	6	EMERALD_15	58810	1,000,000	1	LAHUI_BEACH_4	MR_INCREDIBLE:WEAK_ALLIES,DEMONA:SCARE,QUACKERJACK:INVINCIBLE,MEGARA:DISABLE	MAXIMUS:STUDY,AGENT_P:SKILL4_BUFF,AUDREY_RAMIREZ:SHIELD,VINNY_SANTORINI:BLIND,DUFF_KILLIGAN:ENERGY	[boss]CHIEF_BOGO:CHARGE,ROSE:SKILL1_BUFF,MADAM_MIM:ENERGY,PEGASUS:SPEED,CRUELLA:SKILL4_BUFF,MIKE:FANTASTIC_DAMAGE			
88-16	469	6	EMERALD_15	58836	1,000,000	1	LAHUI_BEACH_10	BO_PEEP:ARMOR_DEBUFF,AGENT_P:SKILL4_BUFF,VINNY_SANTORINI:BLIND,GENIE:FREEZE	BALOO:CHARM,ROCKETEER:TRUE_DAMAGE,DASH:SHIELD_COUNTER,SHERE_KHAN:SKILL3,MAX_GOOF:DODGE	[boss]JOHN_SILVER:STUDY,MEILIN_LEE:SHIELDS,ANGER:DOT,DUCKY_AND_BUNNY:CONTROL,TIA_DALMA:CHARM,ROCKETEER:SKILL1			
88-19	470	6	EMERALD_15	58863	1,000,000	1	LAHUI_BEACH_3	BARLEY_LIGHTFOOT:QUEST,RANDALL_BOGGS:DODGE,ISABELA_MADRIGAL:DOT_WEAKEN,BRUNO_MADRIGAL:SAP	OOGIE_BOOGIE:POWER,JESSIE:JUMP_EARLY,HECTOR_BARBOSSA:STUDY,BASIL:SILENCE,CRUELLA:SKILL4_BUFF	[boss]CHIEF_BOGO:CHARGE,MOTHER_GOTHEL:SCARE,NICK_WILDE:SHIELD,DUCKY_AND_BUNNY:ALLY_ROLE,TRON:ENERGY,AGENT_P:STUN			
89-1	465	6	EMERALD_16	64768	1,000,000	1	PORTAL_ROOM_1	BO_PEEP:ARMOR_DEBUFF,MADAM_MIM:ENERGY,SHERE_KHAN:SKILL3,RON_STOPPABLE:STUN	DANTE:TANK,SCROOGE_MCDUCK:DAMAGE_STUN,AGENT_P:SKILL4_BUFF,BAGHEERA:HEAL,MARY_SANDERSON:ENERGY_STEAL	[boss]DANTE:TANK,PLEAKLEY:DOT,QUORRA:SHIELD,BOLT:BASIC_ATTACK,KAA:CHARM,NICK_WILDE:SHIELD			
89-4	465	6	EMERALD_16	64796	1,000,000	1	PORTAL_ROOM_5	EDA_CLAWTHORNE:RESILIENCE,SCROOGE_MCDUCK:DAMAGE_STUN,ROSE:COMBO,LUZ_NOCEDA:SKILL2_BUFF	HERCULES:CONTROL,ALADDIN:REGEN,PETE:ANTI_REFLECT,WINIFRED_SANDERSON:BD,FEAR:DREAD	[boss]PRINCE_PHILLIP:TANK,MAXIMUS:STUDY,SCROOGE_MCDUCK:DAMAGE_STUN,COGSWORTH_AND_LUMIERE:DOT,GENIE:FREEZE,JACK_JACK:HEALING_COUNTER			
89-7	466	6	EMERALD_16	64825	1,000,000	1	PORTAL_ROOM_3	MEILIN_LEE:SHIELDS,MR_INCREDIBLE:ARMOR_SHREAD,MADAM_MIM:DAMAGE,MOTHER_GOTHEL:SCARE	PACHA:SUPPORT,SALLY:REALITY,DAISY_DUCK:SCARE,ROSE:SKILL1_BUFF,MIKE:FANTASTIC_DAMAGE	[boss]SULLEY:STUN_COUNTER,MR_INCREDIBLE:ARMOR_SHREAD,PETE:TANKY,HOPPER:STUN,WINIFRED_SANDERSON:SP,MANTICORE:CURSE			
89-10	467	6	EMERALD_16	64854	1,000,000	1	PORTAL_ROOM_10	HADES:DOT,SHEGO:ENERGIZED,PETE:ANTI_REFLECT,HONEY_LEMON:SLOW	PACHA:TANK,DAISY_DUCK:SCARE,AUDREY_RAMIREZ:STUN,HAMM:TANK,MAD_HATTER:SPEED	[boss]PACHA:TANK,KING_LOUIE:SLOW,DAISY_DUCK:ANTI_CHARM,ELSA:SHIELD,MARY_SANDERSON:ENERGY_STEAL,BELLE:SAP			
89-13	468	6	EMERALD_16	64883	1,000,000	1	PORTAL_ROOM_2	PRINCE_PHILLIP:TANK,NICK_WILDE:CHARM,HOPPER:STUN,MCLEACH:SKILL2_BUFF	JOHN_SILVER:TANK,HOPPER:KNOCKBACK,DARKWING_DUCK:SHIELD,BELLE:SPEED,SCROOGE_MCDUCK:DAMAGE_STUN	[boss]PRINCE_PHILLIP:TANK,DASH:SHIELD_COUNTER,DUFF_KILLIGAN:TANKY,PETER_PAN:SKILL3,PRINCESS_AURORA:REALITY_DECREASE,HIRO:STUN			
89-16	469	6	EMERALD_16	64912	1,000,000	1	PORTAL_ROOM_3	GOOFY:SHIELD,SHERE_KHAN:SKILL3,JACK_JACK:AOE_STUN,KEVIN_FLYNN:SHIELD	GOOFY:SHIELD,MEILIN_LEE:SHIELDS,EVE:TWO,JOY:DISABLE,CRUELLA:SKILL4_BUFF	[boss]DANTE:DETERMINED,MOTHER_GOTHEL:SCARE,JACK_JACK:AOE_STUN,BELLE:SPEED,KRONK:FROZEN,AGENT_P:SKILL4_BUFF			
89-19	470	6	EMERALD_16	64941	1,000,000	1	PORTAL_ROOM_10	JOHN_SILVER:STUDY,SHERIFF_OF_NOTTINGHAM:SAP,JESSIE:JUMP_EARLY,KUZCO:HEALING	MAXIMUS:STUDY,QUORRA:CRIT,DUCKY_AND_BUNNY:ALLY_ROLE,KIM_POSSIBLE:STUDY,MAD_HATTER:CHARMED	[boss]GOOFY:SHIELD,MOTHER_GOTHEL:ENDURE,AUDREY_RAMIREZ:SHIELD,MADAM_MIM:ENERGY,CRUELLA:SKILL4_BUFF,PETER_PAN:SKILL3			
90-1	470	6	EMERALD_17	74687	1,000,000	1	DESERT_CITY_7	REX:SHIELD_COUNTER,DANTE:TANK,DUCKY_AND_BUNNY:CONTROL,MR_BIG_AND_KOSLOV:STUDY	BALOO:HOT,MOTHER_GOTHEL:SCARE,MAX_GOOF:DAMAGE,FLIK:ENERGY,MEGARA:INVINCIBLE	[boss]EDA_CLAWTHORNE:RESILIENCE,MADAM_MIM:DAMAGE,FRANNY_ROBINSON:ATTACK_SPEED_DECREASE,NICK_WILDE:SHIELD,TWENTY_TWO:FATIGUE,JACK_JACK:AOE_STUN			
90-4	470	6	EMERALD_17	74721	1,000,000	1	DESERT_CITY_2	PRINCE_PHILLIP:TANK,THE_UNDERMINER:SP,CHICKEN_LITTLE:BASEBALL,DUFF_KILLIGAN:ENERGY	MAXIMUS:STUDY,CHIEF_BOGO:CHARGE,PRINCE_PHILLIP:TANK,DUFF_KILLIGAN:ENERGY,KEVIN_FLYNN:HEAL	[boss]BALOO:HOT,JOHN_SILVER:TANK,THE_UNDERMINER:BD,JACK_SPARROW:NORMAL_DAMAGE,FEAR:DREAD,HONEY_LEMON:SLOW			
90-7	471	6	EMERALD_17	74754	1,000,000	1	DESERT_CITY_3	SADNESS:SORROW,FRANNY_ROBINSON:ATTACK_SPEED_DECREASE,RANDALL_BOGGS:TRUE_DMG,MAYOR_BELLWETHER:REFLECT	SHERIFF_OF_NOTTINGHAM:SAP,OOGIE_BOOGIE:POWER,JESSIE:DODGE,JAFAR:ROLES,MAX_GOOF:DODGE	[boss]SWEETUMS:HP,RAYA:BD_GAIN,MADAM_MIM:ENERGY,ELSA:FREEZE,MCLEACH:HEAL,BELLE:SPEED			
90-10	472	6	EMERALD_17	74787	1,000,000	1	DESERT_CITY_5	SHERIFF_OF_NOTTINGHAM:SAP,EVE:DISABLE_SPREAD,NICK_WILDE:CHARM,DAISY_DUCK:ANTI_CHARM	BO_PEEP:HEAL,PACHA:SUPPORT,JACK_JACK:HEALING_COUNTER,LADY_AND_TRAMP:ENDURANCE,FEAR:DREAD	[boss]BALOO:HOT,SCAR:SPEED,ISABELA_MADRIGAL:CORRUPTIONHPCLEAVE,TRON:TANK,DONALD_DUCK:TRUE,WOODY:FAST_ENERGY			
90-13	473	6	EMERALD_17	74821	1,000,000	1	CITY_ROOFTOPS_1	SHERIFF_OF_NOTTINGHAM:CHARM,DARKWING_DUCK:SHIELD,DUCKY_AND_BUNNY:ALLY_ROLE,COLETTE:SKILL1_BUFF	HERCULES:CONTROL,DANTE:DETERMINED,MOTHER_GOTHEL:ENDURE,HOPPER:STUN,YAX:SLOW	[boss]HEIMLICH:CLEANSE,MR_INCREDIBLE:ARMOR_SHREAD,PETE:TANKY,SIMBA_AND_NALA:ARMOR,TIMON_AND_PUMBAA:CONTROL,EVE:DISABLE_SPREAD			
90-16	474	6	EMERALD_17	74854	1,000,000	1	CITY_ROOFTOPS_4	BARLEY_LIGHTFOOT:QUEST,MAXIMUS:STUDY,SIMBA_AND_NALA:ARMOR,FINNICK:ENERGY	PRINCE_PHILLIP:TANK,MEILIN_LEE:SHIELDS,DARKWING_DUCK:CRIT,TIANA:CHARM_BUFF,FAIRY_GODMOTHER:ENERGIZED	[boss]HEIMLICH:WELL_FED_BUFF,HERCULES:TANK,ANGER:DOT,AGENT_P:STUN,KRISTOFF_AND_SVEN:MOST_WANTED,PETER_PAN:SKILL3			
90-19	475	6	EMERALD_17	74887	1,000,000	1	CITY_ROOFTOPS_7	HADES:DOT,GONZO:SPEED_COUNTER,PETER_PAN:SKILL3,FLIK:SHIELD	PACHA:SUPPORT,HERCULES:TANK,RON_STOPPABLE:HEAL,DISGUST:SILENCE,KAA:TANK	[boss]EDA_CLAWTHORNE:SHIELDS,REX:DPS_SYNERGY,MAX_GOOF:DODGE,BOLT:BASIC_ATTACK,THE_MAYOR:SCARE,MISS_PIGGY:KNOCK_BACK			
91-1	475	6	EMERALD_18	86136	1,000,000	1	PORTAL_ROOM_1	GONZO:SPEED_COUNTER,BALOO:HOT,SHERE_KHAN:SKILL3,AGENT_P:STUN	BALOO:CHARM,SWEETUMS:FATIGUE,WINNIE_THE_POOH:HEALING,JACK_JACK:AOE_STUN,RAFIKI:HEAL	[boss]WINNIE_THE_POOH:HUNNY,SCROOGE_MCDUCK:DAMAGE_STUN,KIM_POSSIBLE:STUDY,JACK_SKELLINGTON:DUCK,POWERLINE:DEBUFF_CLEAR,HIRO:STUN			
91-4	475	6	EMERALD_18	86174	1,000,000	1	PORTAL_ROOM_5	WINNIE_THE_POOH:HEALING,DUCKY_AND_BUNNY:CONTROL,TIA_DALMA:CHARM,DR_DOOFENSHMIRTZ:COOLDOWN	HADES:TANK,JESSIE:JUMP_EARLY,RAYA:BD_GAIN,POWERLINE:BLIND,ANIMAL:SHIELD	[boss]DANTE:DETERMINED,PACHA:SUPPORT,JESSIE:JUMP_EARLY,AGENT_P:SKILL4_BUFF,BOWLER_HAT_GUY:SHATTER,LUCA_AND_ALBERTO:SPEED			
91-7	476	6	EMERALD_18	86212	1,000,000	1	PORTAL_ROOM_3	PACHA:TANK,CHIEF_BOGO:CHARGE,PETE:TANKY,LOCK_SHOCK_BARREL:FATIGUE	GONZO:SPEED_COUNTER,BALOO:CHARM,BELLE:SPEED,AUDREY_RAMIREZ:STUN,MADAM_MIM:ENERGY	[boss]WINNIE_THE_POOH:HEALING,MEILIN_LEE:SHIELDS,SALLY:REALITY,BUZZ:ATTACK_SPEED,HONEY_LEMON:BD_BUFF,RAYA:ENDURE			
91-10	477	6	EMERALD_18	86251	1,000,000	1	PORTAL_ROOM_10	BO_PEEP:HEAL,HAMM:TANK,DUKE_CABOOM:HEAL,IAN_LIGHTFOOT:REFLECT	GONZO:SPEED_COUNTER,EMPEROR_ZURG:ENERGY_TO_ALLY,ISABELA_MADRIGAL:CORRUPTIONHPCLEAVE,ELSA:FREEZE,HIRO:SUMMON	[boss]PACHA:SUPPORT,EDA_CLAWTHORNE:SHIELDS,RANDALL_BOGGS:TRUE_DMG,PEGASUS:DETERMINATION,THE_MAYOR:SCARE,AUDREY_RAMIREZ:STUN			
91-13	478	6	EMERALD_18	86289	1,000,000	1	PORTAL_ROOM_2	SADNESS:SORROW,BUZZ:ATTACK_SPEED,AGENT_P:STUN,MANTICORE:CURSE	PRINCE_PHILLIP:SUPPORT,OOGIE_BOOGIE:SCARE,MONKEY_FIST:SUPPORT,PETE:ANTI_REFLECT,ROSE:COMBO	[boss]DANTE:DETERMINED,MEILIN_LEE:TANKY,PEGASUS:DETERMINATION,ROSE:SKILL1_BUFF,FLIK:ENERGY,CHICKEN_LITTLE:BASIC_MODIFIER			
91-16	479	6	EMERALD_18	86327	1,000,000	1	PORTAL_ROOM_3	MR_INCREDIBLE:ARMOR_SHREAD,SULLEY:STUN_COUNTER,SHEGO:ENERGIZED,DUCKY_AND_BUNNY:ALLY_ROLE	SWEETUMS:HP,HEIMLICH:WELL_FED_BUFF,MOTHER_GOTHEL:SCARE,MADAM_MIM:DAMAGE,PETER_PAN:SKILL1	[boss]HEIMLICH:CLEANSE,MR_INCREDIBLE:ARMOR_SHREAD,EDA_CLAWTHORNE:SHIELDS,DAISY_DUCK:SCARE,BAGHEERA:HEAL,RAYA:BD_GAIN			
91-19	480	6	EMERALD_18	86366	1,000,000	1	PORTAL_ROOM_10	SLINKY_DOG:SCARED,OOGIE_BOOGIE:POWER,BUZZ:ATTACK_SPEED,WINIFRED_SANDERSON:BD	REX:SHIELD_COUNTER,JESSIE:JUMP_EARLY,ISABELA_MADRIGAL:DOT_WEAKEN,JACK_JACK:HEALING_COUNTER,HIRO:STUN	[boss]GOOFY:BLIND,JESSIE:DODGE,BELLE:SAP,PETER_PAN:SKILL3,RAPUNZEL:SKILL1_BUFF,EMPEROR_ZURG:ENERGY_TO_ALLY			
92-1	480	6	EMERALD_19	99321	1,000,000	1	PORTAL_ROOM_1	SWEDISH_CHEF:FATIGUE,DASH:SHIELD_COUNTER,COGSWORTH_AND_LUMIERE:SPEED,EMPEROR_ZURG:ENERGY_TO_ALLY	SWEETUMS:FATIGUE,QUEEN_OF_HEARTS:STUN,MADAM_MIM:ENERGY,BUNSEN_AND_BEAKER:DIVERT,SCROOGE_MCDUCK:DAMAGE_STUN	[boss]SULLEY:TEAM_HEAL,SADNESS:CRIT,JAKE_LONG:HEAL,MADAM_MIM:DAMAGE,JOY:ARMOR,DUCKY_AND_BUNNY:ALLY_ROLE			
92-4	480	6	EMERALD_19	99365	1,000,000	1	PORTAL_ROOM_5	SWEETUMS:FATIGUE,DUCKY_AND_BUNNY:ALLY_ROLE,HAMM:TANK,RAFIKI:HEAL	GONZO:SPEED_COUNTER,ELSA:FREEZE,JACK_SPARROW:NORMAL_DAMAGE,RAYA:ENDURE,HIRO:STUN	[boss]EDA_CLAWTHORNE:SHIELDS,GOOFY:SHIELD,AUDREY_RAMIREZ:STUN,EVE:DISABLE_SPREAD,YAX:SLOW,ROSE:COMBO			
92-7	481	6	EMERALD_19	99409	1,000,000	1	PORTAL_ROOM_3	SLINKY_DOG:SCARED,MISS_PIGGY:DISABLE,JACK_JACK:HEALING_COUNTER,LUCA_AND_ALBERTO:SPEED	DANTE:TANK,MAXIMUS:STUDY,HAMM:SAP,MOTHER_GOTHEL:ENDURE,LOCK_SHOCK_BARREL:FATIGUE	[boss]JAKE_LONG:TANK,VINNY_SANTORINI:BLIND,SHEGO:ENERGIZED,JACK_SPARROW:NORMAL_DAMAGE,TIANA:LONGER_SHIELDS,ANGEL:BERSERK			
92-10	482	6	EMERALD_19	99453	1,000,000	1	SAND_DUNES_5	EDA_CLAWTHORNE:RESILIENCE,BOLT:BASIC_ATTACK,ELSA:SHIELD,HUEY_DEWEY_LOUIE:BEAR_TRAP	SALLY:POISON,AGENT_P:SKILL4_BUFF,RAYA:BD_GAIN,JACK_JACK:AOE_STUN,AUDREY_RAMIREZ:STUN	[boss]MAXIMUS:STUDY,PLEAKLEY:FREEZE,MADAM_MIM:DAMAGE,SCROOGE_MCDUCK:DAMAGE_STUN,BASIL:DOT,MAD_HATTER:CHARMED			
92-13	483	6	EMERALD_19	99497	1,000,000	1	SAND_DUNES_9	MAXIMUS:BUFF_REMOVAL,HERCULES:CONTROL,DUCKY_AND_BUNNY:CONTROL,HUEY_DEWEY_LOUIE:TANK_COUNTER	HEIMLICH:CLEANSE,OOGIE_BOOGIE:POWER,ISABELA_MADRIGAL:CORRUPTIONHPCLEAVE,JACK_SKELLINGTON:DOT,KAA:CHARM	[boss]PACHA:TANK,AGENT_P:SKILL4_BUFF,THE_UNDERMINER:SP,HOPPER:STUN,DR_DRAKKEN:SILENCE,ISABELA_MADRIGAL:DOT_WEAKEN			
92-16	484	6	EMERALD_19	99541	1,000,000	1	SAND_DUNES_3	SADNESS:SORROW,GOOFY:BLIND,SCAR:SPEED,MCLEACH:SKILL2_BUFF	WINNIE_THE_POOH:HEALING,GOOFY:SHIELD,PLEAKLEY:FREEZE,ANGER:DAMAGE_ROLE,JUDY_HOPPS:REVIVE	[boss]DANTE:TANK,JACK_SPARROW:NORMAL_DAMAGE,BELLE:SPEED,RAYA:ENDURE,GASTON:DAMAGE,SIMBA_AND_NALA:SILENCE			
92-19	485	6	EMERALD_19	99585	1,000,000	1	SAND_DUNES_7	BALOO:HOT,GOOFY:SHIELD,ELSA:SHIELD,LINGUINI_AND_REMY:HARDY	PRINCE_PHILLIP:SUPPORT,RAYA:ENDURE,BOLT:BASIC_ATTACK,JACK_JACK:HEALING_COUNTER,IAN_LIGHTFOOT:REFLECT	[boss]JOHN_SILVER:TANK,THE_UNDERMINER:BD,DASH:SHIELD_COUNTER,MONKEY_FIST:DAMAGE,STATLER_AND_WALDORF:SKILL2_BUFF,DUCKY_AND_BUNNY:ALLY_ROLE			
93-1	485	6	EMERALD_20	114542	1,000,000	1	DESERT_CITY_7	MEILIN_LEE:TANKY,RON_STOPPABLE:STUN,WOODY:LASSO_EARLY,GENIE:SHIELD	HERCULES:CONTROL,BELLE:SPEED,MONKEY_FIST:SUPPORT,HAMM:TANK,JOY:ARMOR	[boss]SULLEY:TEAM_HEAL,MADAM_MIM:ENERGY,SIMBA_AND_NALA:SILENCE,DARKWING_DUCK:SHIELD,RAPUNZEL:SHIELD_COUNTER,DR_DRAKKEN:REFLECT			
93-4	485	6	EMERALD_20	114593	1,000,000	1	DESERT_CITY_2	DANTE:DETERMINED,GOOFY:BLIND,COGSWORTH_AND_LUMIERE:SPEED,GENIE:SHIELD	MAXIMUS:STUDY,BO_PEEP:HEAL,MISS_PIGGY:KNOCK_BACK,HUEY_DEWEY_LOUIE:TANK_COUNTER,FOZZIE:SLOW	[boss]HEIMLICH:CLEANSE,MADAM_MIM:DAMAGE,RANDALL_BOGGS:TRUE_DMG,AUDREY_RAMIREZ:SHIELD,TIANA:LONGER_SHIELDS,PETER_PAN:SKILL1			
93-7	486	6	EMERALD_20	114644	1,000,000	1	DESERT_CITY_3	HADES:TANK,BO_PEEP:HEAL,SHEGO:FANTASTIC,BELLE:SPEED	JAKE_LONG:HEAL,RATIGAN:DODGE_DEBUFFS,PEGASUS:SPEED,QUORRA:CRIT,RAYA:ENDURE	[boss]SULLEY:STUN_COUNTER,RANDALL_BOGGS:TRUE_DMG,MOTHER_GOTHEL:SCARE,ROSE:COMBO,ANIMAL:SHIELD,MIKE:STUNS			
93-10	487	6	EMERALD_20	114694	1,000,000	1	DESERT_CITY_5	SWEETUMS:HP,MIKE:STUNS,ANNE_BOONCHUY:NO_WHITE_SKILL,MILO_THATCH:STUDY	PRINCE_PHILLIP:TANK,QUORRA:SHIELD,MOTHER_GOTHEL:SCARE,MISS_PIGGY:KNOCK_BACK,ALADDIN:REGEN	[boss]HADES:DOT,SIMBA_AND_NALA:ARMOR,SHERE_KHAN:SLOW,PLEAKLEY:DOT,BASIL:DOT,DONALD_DUCK:TRUE			
