	04/21/2026 11:45:00	03/17/2026 11:45:00	02/17/2026 11:45:00	01/20/2026 11:45:00	12/17/2025 11:45:00	12/16/2025 11:45:00	11/18/2025 11:45:00	10/21/2025 11:45:00	09/23/2025 11:45:00	09/09/2025 11:45:00	08/19/2025 11:45:00	07/22/2025 11:45:00	07/01/2025 11:45:00	06/24/2025 11:45:00	05/27/2025 11:45:00	04/29/2025 11:45:00	04/01/2025 11:45:00	03/04/2025 11:45:00	02/04/2025 11:45:00	01/07/2025 11:45:00	12/10/2024 11:45:00	11/25/2024 11:45:00	11/12/2024 11:45:00	10/15/2024 11:45:00	09/03/2024 11:45:00	08/06/2024 11:45:00	07/09/2024 11:45:00	06/11/2024 11:45:00	05/14/2024 11:45:00	04/16/2024 11:45:00	03/19/2024 11:45:00	02/20/2024 11:45:00	12/26/2023 11:45:00	11/28/2023 11:45:00	10/30/2023 11:45:00	10/02/2023 11:45:00	09/05/2023 11:45:00	08/08/2023 11:45:00	07/11/2023 11:45:00	06/20/2023 11:45:00	05/16/2023 11:45:00	04/18/2023 11:45:00	03/09/2023 11:30:00	02/21/2023 11:30:00	01/24/2023 11:30:00	12/16/2022 11:30:00	11/15/2022 00:00:00
FRANCHISE_TRIAL_ENEMY$4	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	JOHN_SILVER	JOHN_SILVER	JOHN_SILVER	EEYORE	SULLEY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	MAUI	PACHA	PACHA	JACK_JACK	JACK_JACK	JACK_JACK	JACK_JACK
FRANCHISE_TRIAL_ENEMY$5	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	RALPH	MAXIMUS	MAXIMUS	MAXIMUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	VIOLET	VIOLET	VIOLET	VIOLET
FRANCHISE_TRIAL_ENEMY$6	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	CARL	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	WOODY	WOODY	WOODY	WOODY
FRANCHISE_TRIAL_ENEMY$7	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	SLINKY_DOG	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	SWEDISH_CHEF	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	QUASIMODO	REX	REX	REX	REX
FRANCHISE_TRIAL_ENEMY$8	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	JAKE_LONG	OLAF	OLAF	OLAF	FRED_FREDERICKSON	REX	REX	JOHN_SILVER	JOHN_SILVER	JOHN_SILVER	JOHN_SILVER	SADNESS	SADNESS	SADNESS	EMPEROR_ZURG	EMPEROR_ZURG	EMPEROR_ZURG	EMPEROR_ZURG
FRANCHISE_TRIAL_ENEMY$9	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	SULLEY	PHOEBUS	PACHA	PACHA	JOHN_SILVER	SHANK	SHANK	SHANK	SHANK	SHANK	SHANK	SHANK	SHANK	SHANK	JESSIE	JESSIE	JESSIE	JESSIE
FRANCHISE_TRIAL_ENEMY$10	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	BARLEY_LIGHTFOOT	PRINCE_PHILLIP	PHOEBUS	PHOEBUS	GOOFY	CARL	CARL	EEYORE	EEYORE	EEYORE	EEYORE	EEYORE	CARL	CARL	MIKE	MIKE	MIKE	MIKE
FRANCHISE_TRIAL_ENEMY$11	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	DANTE	QUASIMODO	PRINCE_PHILLIP	PRINCE_PHILLIP	GONZO	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	EVE	EVE	EVE	EVE
FRANCHISE_TRIAL_ENEMY$12	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	OOGIE_BOOGIE	RALPH	QUASIMODO	QUASIMODO	HADES	HADES	HADES	MAUI	MAUI	MAUI	MAUI	SHERIFF_OF_NOTTINGHAM	HADES	HADES	JACK_SPARROW	JACK_SPARROW	JACK_SPARROW	JACK_SPARROW
FRANCHISE_TRIAL_ENEMY$13	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	PACHA	SADNESS	RALPH	RALPH	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	JOHN_SILVER	JOHN_SILVER	JOHN_SILVER	WALL_E	WALL_E	WALL_E	WALL_E
FRANCHISE_TRIAL_ENEMY$14	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SALLY	SHANK	SADNESS	SADNESS	QUEEN_OF_HEARTS	SALLY	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	TIA_DALMA	TIA_DALMA	TIA_DALMA	TIA_DALMA
FRANCHISE_TRIAL_ENEMY$15	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	BALOO	SHERIFF_OF_NOTTINGHAM	SHANK	SHANK	HERCULES	HERCULES	HERCULES	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	MAXIMUS	MAXIMUS	MERIDA	QUORRA	QUORRA	QUORRA
FRANCHISE_TRIAL_ENEMY$16	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	EDA_CLAWTHORNE	WINNIE_THE_POOH	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	RALPH	OOGIE_BOOGIE	OLAF	OLAF	OLAF	OLAF	OLAF	WINNIE_THE_POOH	MR_INCREDIBLE	MR_INCREDIBLE	MAUI	MERIDA	MERIDA	MERIDA
FRANCHISE_TRIAL_ENEMY$17	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	HADES	JAKE_LONG	WINNIE_THE_POOH	WINNIE_THE_POOH	MAUI	SLINKY_DOG	SLINKY_DOG	RALPH	RALPH	RALPH	RALPH	RALPH	SLINKY_DOG	SLINKY_DOG	MOANA	MAUI	MAUI	MAUI
FRANCHISE_TRIAL_ENEMY$18	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	HERCULES	SULLEY	JAKE_LONG	ALADDIN	DAISY_DUCK	MONKEY_FIST	MONKEY_FIST	MONKEY_FIST	MONKEY_FIST	MONKEY_FIST	MONKEY_FIST	MEGAVOLT	MOTHER_GOTHEL	MOTHER_GOTHEL	URSULA	MOANA	STITCH	STITCH
FRANCHISE_TRIAL_ENEMY$19	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	ALADDIN	ALADDIN	ALADDIN	ALADDIN	BARLEY_LIGHTFOOT	SULLEY	ANGER	ZEUS	SHEGO	SHEGO	SHEGO	SHEGO	SHEGO	SHEGO	SHEGO	SHEGO	SHEGO	MICKEY_MOUSE	URSULA	MOANA	MOANA
FRANCHISE_TRIAL_ENEMY$20	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	MEILIN_LEE	BELLE	BELLE	BELLE	BELLE	DANTE	BARLEY_LIGHTFOOT	AUDREY_RAMIREZ	ANGER	BELLE	BELLE	BELLE	BELLE	BELLE	BELLE	TIGGER	BOLT	BOLT	GASTON	MICKEY_MOUSE	URSULA	MALEFICENT
FRANCHISE_TRIAL_ENEMY$21	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	REX	ALADDIN	BOLT	BOLT	BOLT	BOLT	OOGIE_BOOGIE	ALADDIN	BELLE	PLEAKLEY	DARKWING_DUCK	DARKWING_DUCK	DARKWING_DUCK	DARKWING_DUCK	DARKWING_DUCK	DARKWING_DUCK	DARKWING_DUCK	DARKWING_DUCK	DARKWING_DUCK	ALICE	GASTON	MICKEY_MOUSE	URSULA
FRANCHISE_TRIAL_ENEMY$22	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BO_PEEP	BELLE	JESSIE	JESSIE	JESSIE	JESSIE	PACHA	ANGER	BOLT	ALADDIN	SIMBA_AND_NALA	SIMBA_AND_NALA	MERIDA	MERIDA	MERIDA	MERIDA	ROBIN_HOOD	AGENT_P	AGENT_P	HERCULES	ALICE	GASTON	MICKEY_MOUSE
FRANCHISE_TRIAL_ENEMY$23	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	SWEETUMS	ALADDIN	BOLT	MOTHER_GOTHEL	MOTHER_GOTHEL	MOTHER_GOTHEL	MOTHER_GOTHEL	SALLY	AUDREY_RAMIREZ	DAISY_DUCK	ELSA	ELSA	ELSA	ELSA	ELSA	ELSA	ELSA	ELSA	ELSA	ELSA	GOOFY	HERCULES	ALICE	OLAF
FRANCHISE_TRIAL_ENEMY$24	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	SWEDISH_CHEF	BELLE	JESSIE	VANELLOPE	VANELLOPE	VANELLOPE	VANELLOPE	ALADDIN	BELLE	DARKWING_DUCK	VANELLOPE	VANELLOPE	VANELLOPE	VANELLOPE	VANELLOPE	VANELLOPE	VANELLOPE	MADAM_MIM	ZEUS	ZEUS	DUKE_CABOOM	MERLIN	HERCULES	GASTON
FRANCHISE_TRIAL_ENEMY$25	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	GONZO	BOLT	MOTHER_GOTHEL	HOPPER	HOPPER	HOPPER	HOPPER	ANGER	BOLT	DASH	ROBIN_HOOD	VINNY_SANTORINI	VINNY_SANTORINI	VINNY_SANTORINI	VINNY_SANTORINI	VINNY_SANTORINI	VINNY_SANTORINI	VINNY_SANTORINI	VINNY_SANTORINI	VINNY_SANTORINI	DUCKY_AND_BUNNY	GOOFY	MERLIN	ALICE
FRANCHISE_TRIAL_ENEMY$26	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	QUEEN_OF_HEARTS	ALADDIN	JESSIE	VANELLOPE	ROSE	ROSE	ROSE	ROSE	AUDREY_RAMIREZ	DAISY_DUCK	DUCKY_AND_BUNNY	MUSHU	EMPEROR_ZURG	EMPEROR_ZURG	RON_STOPPABLE	RON_STOPPABLE	RON_STOPPABLE	RON_STOPPABLE	RON_STOPPABLE	RON_STOPPABLE	RON_STOPPABLE	BO_PEEP	DUKE_CABOOM	ROBIN_HOOD	HERCULES
FRANCHISE_TRIAL_ENEMY$27	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	RATIGAN	BELLE	MOTHER_GOTHEL	HOPPER	DUFF_KILLIGAN	DUFF_KILLIGAN	DUFF_KILLIGAN	DUFF_KILLIGAN	BELLE	DARKWING_DUCK	EVE	WASABI	DUKE_CABOOM	DUKE_CABOOM	PETE	PETE	PETE	PETE	PETE	PETE	PETE	PETER_PAN	DUCKY_AND_BUNNY	GOOFY	MERLIN
FRANCHISE_TRIAL_ENEMY$28	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	GERALD_MARLIN_NEMO	ALADDIN	ALADDIN	ALADDIN	BOLT	VANELLOPE	ROSE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	BOLT	DASH	HAMM	MERIDA	DUFF_KILLIGAN	DUFF_KILLIGAN	DUFF_KILLIGAN	DUFF_KILLIGAN	DUFF_KILLIGAN	DUFF_KILLIGAN	DUFF_KILLIGAN	DUFF_KILLIGAN	DUFF_KILLIGAN	RAFIKI	BO_PEEP	DUKE_CABOOM	ROBIN_HOOD
FRANCHISE_TRIAL_ENEMY$29	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	MAXIMUS	ALADDIN	BELLE	BELLE	BELLE	JESSIE	HOPPER	DUFF_KILLIGAN	MONKEY_FIST	MONKEY_FIST	MONKEY_FIST	MONKEY_FIST	DARKWING_DUCK	DUCKY_AND_BUNNY	JACK_JACK	AUDREY_RAMIREZ	RANDALL_BOGGS	TIGGER	TIGGER	TIGGER	TIGGER	TIGGER	GO_GO	GO_GO	GO_GO	BEAST	JOY	DUCKY_AND_BUNNY	GOOFY
FRANCHISE_TRIAL_ENEMY$30	OLAF	OLAF	OLAF	OLAF	OLAF	OLAF	OLAF	OLAF	OLAF	OLAF	OLAF	OLAF	OLAF	OLAF	OLAF	OLAF	OLAF	OLAF	OLAF	BELLE	BOLT	BOLT	BOLT	MOTHER_GOTHEL	ROSE	KIM_POSSIBLE	RON_STOPPABLE	RON_STOPPABLE	RON_STOPPABLE	RON_STOPPABLE	DASH	EVE	JESSIE	MEGAVOLT	MEGAVOLT	MEGAVOLT	MEGAVOLT	MEGAVOLT	MEGAVOLT	MEGAVOLT	EVE	JESSIE	JESSIE	TIMON_AND_PUMBAA	PETER_PAN	BO_PEEP	DUKE_CABOOM
FRANCHISE_TRIAL_ENEMY$31	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	WADE_RIPPLE	ALADDIN	BOLT	JESSIE	JESSIE	JESSIE	VANELLOPE	DUFF_KILLIGAN	MONKEY_FIST	SHEGO	SHEGO	SHEGO	SHEGO	DUCKY_AND_BUNNY	HAMM	KIM_POSSIBLE	GADGET_HACKWRENCH	JACK_SPARROW	CAPTAIN_AMELIA	CAPTAIN_AMELIA	CAPTAIN_AMELIA	CAPTAIN_AMELIA	CAPTAIN_AMELIA	CAPTAIN_AMELIA	CAPTAIN_AMELIA	CAPTAIN_AMELIA	SIMBA_AND_NALA	RAFIKI	JOY	DUCKY_AND_BUNNY
FRANCHISE_TRIAL_ENEMY$32	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	CLAWHAUSER	BELLE	JESSIE	MOTHER_GOTHEL	MOTHER_GOTHEL	MOTHER_GOTHEL	HOPPER	KIM_POSSIBLE	RON_STOPPABLE	MIKE	MIKE	MIKE	MIKE	EVE	JACK_JACK	MADAM_MIM	MULAN	MULAN	MULAN	MULAN	MULAN	MULAN	MULAN	PLEAKLEY	DASH	DASH	MISS_PIGGY	BEAST	PETER_PAN	BO_PEEP
FRANCHISE_TRIAL_ENEMY$33	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	BOLT	MOTHER_GOTHEL	VANELLOPE	VANELLOPE	VANELLOPE	ROSE	MONKEY_FIST	SHEGO	RANDALL_BOGGS	RANDALL_BOGGS	RANDALL_BOGGS	RANDALL_BOGGS	HAMM	JESSIE	MERIDA	MOANA	PEGASUS	QUORRA	QUORRA	QUORRA	QUORRA	QUORRA	QUORRA	QUORRA	QUORRA	YZMA	TIMON_AND_PUMBAA	RAFIKI	JOY
FRANCHISE_TRIAL_ENEMY$34	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	SHERIFF_OF_NOTTINGHAM	ALADDIN	JESSIE	VANELLOPE	HOPPER	HOPPER	HOPPER	DUFF_KILLIGAN	RON_STOPPABLE	MIKE	MANTICORE	MANTICORE	MANTICORE	MANTICORE	JACK_JACK	KIM_POSSIBLE	MOTHER_GOTHEL	KIDA	RAYA	RAYA	RAYA	RAYA	RAYA	RAYA	RAYA	RAYA	RAYA	MEGAVOLT	SIMBA_AND_NALA	BEAST	PETER_PAN
FRANCHISE_TRIAL_ENEMY$35	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	LITTLE_JOHN	BELLE	MOTHER_GOTHEL	HOPPER	ROSE	ROSE	ROSE	KIM_POSSIBLE	SHEGO	RANDALL_BOGGS	DAISY_DUCK	DAISY_DUCK	DAISY_DUCK	DAISY_DUCK	JESSIE	MADAM_MIM	NICK_WILDE	TIGGER	GO_GO	GO_GO	PETER_PAN	PETER_PAN	PETER_PAN	PETER_PAN	STITCH	STITCH	STITCH	OOGIE_BOOGIE	MISS_PIGGY	TIMON_AND_PUMBAA	RAFIKI
