	CATEGORY	RARITY	REQUIRED_LEVEL	CONTENT_UPDATE	VEND_VALUE	GOLD_PRICE	DIAMOND_PRICE	TOKEN_PRICE	ENCHANT_POINTS	EXP_GIVEN	HP_MAX	BASIC_DAMAGE	SKILL_POWER	HP_REGEN	ENERGY_REGEN	ARMOR	REALITY	ARMOR_NEGATION	REALITY_NEGATION	NORMAL_CRIT	FANTASTIC_CRIT	TENACITY	CONSERVATION	IMPROVED_HEALING	EVASION	CRIT_DAMAGE	POWER	NORMAL_CRIT_NEGATION	FANTASTIC_CRIT_NEGATION
HERO_MICKEY_MOUSE	HERO	WHITE																											
HERO_JACK_SKELLINGTON	HERO	WHITE																											
HERO_SALLY	HERO	WHITE																											
HERO_ELSA	HERO	WHITE																											
HERO_SHANK	HERO	WHITE																											
HERO_OLAF	HERO	WHITE																											
HERO_DARKWING_DUCK	HERO	WHITE																											
HERO_GASTON	HERO	WHITE																											
HERO_MAD_HATTER	HERO	WHITE																											
HERO_QUEEN_OF_HEARTS	HERO	WHITE																											
HERO_ALICE	HERO	WHITE																											
HERO_HERCULES	HERO	WHITE																											
HERO_MEGARA	HERO	WHITE																											
HERO_MERLIN	HERO	WHITE																											
HERO_ROBIN_HOOD	HERO	WHITE																											
HERO_GOOFY	HERO	WHITE																											
HERO_DUKE_CABOOM	HERO	WHITE																											
HERO_DUCKY_AND_BUNNY	HERO	WHITE																											
HERO_BO_PEEP	HERO	WHITE																											
HERO_ANGER	HERO	WHITE																											
HERO_JOY	HERO	WHITE																											
HERO_PETER_PAN	HERO	WHITE																											
HERO_RAFIKI	HERO	WHITE																											
HERO_BEAST	HERO	WHITE																											
HERO_JAFAR	HERO	WHITE																											
HERO_JASMINE	HERO	WHITE																											
HERO_TIMON_AND_PUMBAA	HERO	WHITE																											
HERO_SIMBA_AND_NALA	HERO	WHITE																											
HERO_HUEY_DEWEY_LOUIE	HERO	WHITE																											
HERO_MISS_PIGGY	HERO	WHITE																											
HERO_ANIMAL	HERO	WHITE																											
HERO_GONZO	HERO	WHITE																											
HERO_YZMA	HERO	WHITE																											
HERO_MADAM_MIM	HERO	WHITE																											
HERO_MEGAVOLT	HERO	WHITE																											
HERO_RANDALL_BOGGS	HERO	WHITE																											
HERO_SCROOGE_MCDUCK	HERO	WHITE																											
HERO_CAPTAIN_HOOK	HERO	WHITE																											
HERO_GIZMODUCK	HERO	WHITE																											
HERO_DONALD_DUCK	HERO	WHITE																											
HERO_OOGIE_BOOGIE	HERO	WHITE																											
HERO_LAUNCHPAD_MCQUACK	HERO	WHITE																											
HERO_FLYNN_RIDER	HERO	WHITE																											
HERO_MAGICA_DE_SPELL	HERO	WHITE																											
HERO_RAPUNZEL	HERO	WHITE																											
HERO_KIDA	HERO	WHITE																											
HERO_COLETTE	HERO	WHITE																											
HERO_LINGUINI_AND_REMY	HERO	WHITE																											
HERO_TRON	HERO	WHITE																											
HERO_DR_FACILIER	HERO	WHITE																											
HERO_HANK_AND_DORY	HERO	WHITE																											
HERO_GERALD_MARLIN_NEMO	HERO	WHITE																											
HERO_POWERLINE	HERO	WHITE																											
HERO_GOLIATH	HERO	WHITE																											
HERO_KRISTOFF_AND_SVEN	HERO	WHITE																											
HERO_TIGGER	HERO	WHITE																											
HERO_WINNIE_THE_POOH	HERO	WHITE																											
HERO_MUSHU	HERO	WHITE																											
HERO_SHAN_YU	HERO	WHITE																											
HERO_EEYORE	HERO	WHITE																											
HERO_MULAN	HERO	WHITE																											
HERO_BELLE	HERO	WHITE																											
HERO_SYNDROME	HERO	WHITE																											
HERO_KIM_POSSIBLE	HERO	WHITE																											
HERO_MINNIE_MOUSE	HERO	WHITE																											
HERO_EVIL_QUEEN	HERO	WHITE																											
HERO_LI_SHANG	HERO	WHITE																											
HERO_DAVY_JONES	HERO	WHITE																											
HERO_BALOO	HERO	WHITE																											
HERO_BASIL	HERO	WHITE																											
HERO_CHESHIRE_CAT	HERO	WHITE																											
HERO_KING_LOUIE	HERO	WHITE																											
HERO_MAXIMUS	HERO	WHITE																											
HERO_JUMBA	HERO	WHITE																											
HERO_PLEAKLEY	HERO	WHITE																											
HERO_ANGEL	HERO	WHITE																											
HERO_SLINKY_DOG	HERO	WHITE																											
HERO_CAPTAIN_AMELIA	HERO	WHITE																											
HERO_IAN_LIGHTFOOT	HERO	WHITE																											
HERO_LOCK_SHOCK_BARREL	HERO	WHITE																											
HERO_SADNESS	HERO	WHITE																											
HERO_BUNSEN_AND_BEAKER	HERO	WHITE																											
HERO_DISGUST	HERO	WHITE																											
HERO_KRONK	HERO	WHITE																											
HERO_MANTICORE	HERO	WHITE																											
HERO_FEAR	HERO	WHITE																											
HERO_HAMM	HERO	WHITE																											
HERO_JIM_HAWKINS	HERO	WHITE																											
HERO_JOHN_SILVER	HERO	WHITE																											
HERO_SWEDISH_CHEF	HERO	WHITE																											
HERO_HONEY_LEMON	HERO	WHITE																											
HERO_KERMIT	HERO	WHITE																											
HERO_CLAWHAUSER	HERO	WHITE																											
HERO_DR_DRAKKEN	HERO	WHITE																											
HERO_WASABI	HERO	WHITE																											
HERO_ROCKETEER	HERO	WHITE																											
HERO_MR_BIG_AND_KOSLOV	HERO	WHITE																											
HERO_BARLEY_LIGHTFOOT	HERO	WHITE																											
HERO_FOZZIE	HERO	WHITE																											
HERO_DEMONA	HERO	WHITE																											
HERO_FAIRY_GODMOTHER	HERO	WHITE																											
HERO_POCAHONTAS	HERO	WHITE																											
HERO_CARL	HERO	WHITE																											
HERO_RUSSELL_AND_KEVIN	HERO	WHITE																											
HERO_ESMERALDA	HERO	WHITE																											
HERO_SHEGO	HERO	WHITE																											
HERO_SHERIFF_OF_NOTTINGHAM	HERO	WHITE																											
HERO_RON_STOPPABLE	HERO	WHITE																											
HERO_QUACKERJACK	HERO	WHITE																											
HERO_GO_GO	HERO	WHITE																											
HERO_VINNY_SANTORINI	HERO	WHITE																											
HERO_GADGET_HACKWRENCH	HERO	WHITE																											
HERO_FRED_FREDERICKSON	HERO	WHITE																											
HERO_CHIP_AND_DALE	HERO	WHITE																											
HERO_LILO	HERO	WHITE																											
HERO_HELGA	HERO	WHITE																											
HERO_BOLT	HERO	WHITE																											
HERO_ARIEL	HERO	WHITE																											
HERO_ZEUS	HERO	WHITE																											
HERO_PHIL	HERO	WHITE																											
HERO_MARY_SANDERSON	HERO	WHITE																											
HERO_WINIFRED_SANDERSON	HERO	WHITE																											
HERO_SARAH_SANDERSON	HERO	WHITE																											
HERO_RAYA	HERO	WHITE																											
HERO_KING_TRITON	HERO	WHITE																											
HERO_SISU	HERO	WHITE																											
HERO_ANNA	HERO	WHITE																											
HERO_KAA	HERO	WHITE																											
HERO_HOPPER	HERO	WHITE																											
HERO_FLIK	HERO	WHITE																											
HERO_PETE	HERO	WHITE																											
HERO_BAGHEERA	HERO	WHITE																											
HERO_NAMAARI	HERO	WHITE																											
HERO_THE_UNDERMINER	HERO	WHITE																											
HERO_SNOW_WHITE	HERO	WHITE																											
HERO_VOYD	HERO	WHITE																											
HERO_THE_HORNED_KING	HERO	WHITE																											
HERO_PRINCESS_AURORA	HERO	WHITE																											
HERO_DAISY_DUCK	HERO	WHITE																											
HERO_PACHA	HERO	WHITE																											
HERO_DUFF_KILLIGAN	HERO	WHITE																											
HERO_PRINCE_PHILLIP	HERO	WHITE																											
HERO_MILO_THATCH	HERO	WHITE																											
HERO_AGENT_P	HERO	WHITE																											
HERO_AUDREY_RAMIREZ	HERO	WHITE																											
HERO_TWENTY_TWO	HERO	WHITE																											
HERO_MOTHER_GOTHEL	HERO	WHITE																											
HERO_MEILIN_LEE	HERO	WHITE																											
HERO_THE_MAYOR	HERO	WHITE																											
HERO_QUASIMODO	HERO	WHITE																											
HERO_MAYOR_BELLWETHER	HERO	WHITE																											
HERO_CINDERELLA	HERO	WHITE																											
HERO_LUCA_AND_ALBERTO	HERO	WHITE																											
HERO_PHOEBUS	HERO	WHITE																											
HERO_LITTLE_JOHN	HERO	WHITE																											
HERO_STATLER_AND_WALDORF	HERO	WHITE																											
HERO_FLASH	HERO	WHITE																											
HERO_CHEF_SKINNER	HERO	WHITE																											
HERO_SWEETUMS	HERO	WHITE																											
HERO_ABU	HERO	WHITE																											
HERO_JAKE_LONG	HERO	WHITE																											
HERO_MONKEY_FIST	HERO	WHITE																											
HERO_COGSWORTH_AND_LUMIERE	HERO	WHITE																											
HERO_TIANA	HERO	WHITE																											
HERO_NEGADUCK	HERO	WHITE																											
HERO_PEGASUS	HERO	WHITE																											
HERO_BOWLER_HAT_GUY	HERO	WHITE																											
HERO_ROSE	HERO	WHITE																											
HERO_KUZCO	HERO	WHITE																											
HERO_DANTE	HERO	WHITE																											
HERO_EDA_CLAWTHORNE	HERO	WHITE																											
HERO_SHERE_KHAN	HERO	WHITE																											
HERO_LUZ_NOCEDA	HERO	WHITE																											
HERO_DR_DOOFENSHMIRTZ	HERO	WHITE																											
HERO_MAX_GOOF	HERO	WHITE																											
HERO_MCLEACH	HERO	WHITE																											
HERO_CRUELLA	HERO	WHITE																											
HERO_HEIMLICH	HERO	WHITE																											
HERO_MIRABEL_MADRIGAL	HERO	WHITE																											
HERO_BRUNO_MADRIGAL	HERO	WHITE																											
HERO_ISABELA_MADRIGAL	HERO	WHITE																											
HERO_LADY_AND_TRAMP	HERO	WHITE																											
HERO_FRANNY_ROBINSON	HERO	WHITE																											
HERO_CHICKEN_LITTLE	HERO	WHITE																											
HERO_MAMA_ODIE	HERO	WHITE																											
HERO_RATIGAN	HERO	WHITE																											
HERO_JOE_GARDNER	HERO	WHITE																											
HERO_ELIZABETH_SWANN	HERO	WHITE																											
HERO_CHERNABOG	HERO	WHITE																											
HERO_MUFASA	HERO	WHITE																											
HERO_PENNY_PROUD	HERO	WHITE																											
HERO_FERB	HERO	WHITE																											
HERO_EMBER_LUMEN	HERO	WHITE																											
HERO_ANNE_BOONCHUY	HERO	WHITE																											
HERO_LUISA_MADRIGAL	HERO	WHITE																											
HERO_HUNTSMAN	HERO	WHITE																											
HERO_WADE_RIPPLE	HERO	WHITE																											
HERO_SUGA_MAMA	HERO	WHITE																											
HERO_ANXIETY	HERO	WHITE																											
HERO_THOMAS_O_MALLEY	HERO	WHITE																											
HERO_ISABELLA_SHAPIRO	HERO	WHITE																											
HERO_REPTILLUS_MAXIMUS	HERO	WHITE																											
HERO_LILITH_CLAWTHORNE	HERO	WHITE																											
HERO_EDNA_MODE	HERO	WHITE																											
HERO_LADY_TREMAINE	HERO	WHITE																											
HERO_GANTU	HERO	WHITE																											
HERO_PHINEAS	HERO	WHITE																											
HERO_CANDACE_FLYNN	HERO	WHITE																											
HERO_CARL_THE_ROBOT	HERO	WHITE																											
HERO_YEN_SID	HERO	WHITE																											
HERO_DR_CALICO	HERO	WHITE																											
HERO_DUCHESS	HERO	WHITE																											
HERO_REUBEN	HERO	WHITE																											
HERO_HECTOR_RIVERA	HERO	WHITE																											
HERO_ENVY	HERO	WHITE																											
HERO_SIMEA	HERO	WHITE																											
HERO_GISELLE	HERO	WHITE																											
HERO_SCAT_CAT	HERO	WHITE																											
HERO_EMBARRASSMENT	HERO	WHITE																											
HERO_ABBY_MALLARD	HERO	WHITE																											
HERO_HEADLESS_HORSEMAN	HERO	WHITE																											
HERO_ENNUI	HERO	WHITE																											
HERO_AMITY_BLIGHT	HERO	WHITE																											
HERO_MARIE	HERO	WHITE																											
HERO_ERNESTO_DE_LA_CRUZ	HERO	WHITE																											
HERO_GAZELLE	HERO	WHITE																											
HERO_PIGLET	HERO	WHITE																											
HERO_LIGHTNING_MCQUEEN	HERO	WHITE																											
HERO_DARWIN	HERO	WHITE																											
HERO_BAMBI	HERO	WHITE																											
HERO_PINOCCHIO	HERO	WHITE																											
HERO_KING_CANDY	HERO	WHITE																											
HERO_HANS	HERO	WHITE																											
HERO_PONGO	HERO	WHITE																											
HERO_BENJAMIN_FRANKLIN_GATES	HERO	WHITE																											
HERO_LOTSO	HERO	WHITE																											
HERO_DUMBO	HERO	WHITE																											
HERO_YOKAI	HERO	WHITE																											
HERO_MOLLY_MCGEE	HERO	WHITE																											
HERO_MATER	HERO	WHITE																											
HERO_CAPTAIN_GRIME	HERO	WHITE																											
HERO_SCUTTLE	HERO	WHITE																											
HERO_MOWGLI	HERO	WHITE																											
STONE_CALHOUN	STONE	BLUE			4,000	100,000	10	75																					
STONE_RALPH	STONE	BLUE			4,000	100,000	10	75																					
STONE_FELIX	STONE	BLUE			4,000	100,000	10	75																					
STONE_VANELLOPE	STONE	BLUE			4,000	100,000	10	75																					
STONE_JUDY_HOPPS	STONE	BLUE			4,000	100,000	10	75																					
STONE_NICK_WILDE	STONE	BLUE			4,000	100,000	10	75																					
STONE_FINNICK	STONE	BLUE			4,000	100,000	10	75																					
STONE_CHIEF_BOGO	STONE	BLUE			4,000	100,000	10	75																					
STONE_YAX	STONE	BLUE			4,000	100,000	10	75																					
STONE_MR_INCREDIBLE	STONE	BLUE			4,000	100,000	10	75																					
STONE_ELASTIGIRL	STONE	BLUE			4,000	100,000	10	75																					
STONE_DASH	STONE	BLUE			4,000	100,000	10	75																					
STONE_FROZONE	STONE	BLUE			4,000	100,000	10	75																					
STONE_JACK_JACK	STONE	BLUE			4,000	100,000	10	75																					
STONE_VIOLET	STONE	BLUE			4,000	100,000	10	75																					
STONE_BUZZ	STONE	BLUE			4,000	100,000	10	75																					
STONE_WOODY	STONE	BLUE			4,000	100,000	10	75																					
STONE_REX	STONE	BLUE			4,000	100,000	10	75																					
STONE_EMPEROR_ZURG	STONE	BLUE			4,000	100,000	10	75																					
STONE_JESSIE	STONE	BLUE			4,000	100,000	10	75																					
STONE_SULLEY	STONE	BLUE			4,000	100,000	10	75																					
STONE_MIKE	STONE	BLUE			4,000	100,000	10	75																					
STONE_EVE	STONE	BLUE			4,000	100,000	10	75																					
STONE_JACK_SPARROW	STONE	BLUE			4,000	100,000	10	75																					
STONE_WALL_E	STONE	BLUE			4,000	100,000	10	75																					
STONE_HECTOR_BARBOSSA	STONE	BLUE			4,000	100,000	10	75																					
STONE_TIA_DALMA	STONE	BLUE			4,000	100,000	10	75																					
STONE_QUORRA	STONE	BLUE			4,000	100,000	10	75																					
STONE_KEVIN_FLYNN	STONE	BLUE			4,000	100,000	10	75																					
STONE_MERIDA	STONE	BLUE			4,000	100,000	10	75																					
STONE_MAUI	STONE	BLUE			4,000	100,000	10	75																					
STONE_STITCH	STONE	BLUE			4,000	100,000	10	75																					
STONE_MIGUEL	STONE	BLUE			4,000	100,000	10	75																					
STONE_MOANA	STONE	BLUE			4,000	100,000	10	75																					
STONE_GENIE	STONE	BLUE			4,000	100,000	10	75																					
STONE_ALADDIN	STONE	BLUE			4,000	100,000	10	75																					
STONE_BAYMAX	STONE	BLUE			4,000	100,000	10	75																					
STONE_HIRO	STONE	BLUE			4,000	100,000	10	75																					
STONE_HADES	STONE	BLUE			4,000	100,000	10	75																					
STONE_MALEFICENT	STONE	BLUE			4,000	100,000	10	75																					
STONE_URSULA	STONE	BLUE			4,000	100,000	10	75																					
STONE_SCAR	STONE	BLUE			4,000	100,000	10	75																					
STONE_MICKEY_MOUSE	STONE	BLUE			4,000	100,000	10	75																					
STONE_JACK_SKELLINGTON	STONE	BLUE			4,000	100,000	10	75																					
STONE_SALLY	STONE	BLUE			4,000	100,000	10	75																					
STONE_ELSA	STONE	BLUE			4,000	100,000	10	75																					
STONE_SHANK	STONE	BLUE			4,000	100,000	10	75																					
STONE_OLAF	STONE	BLUE			4,000	100,000	10	75																					
STONE_DARKWING_DUCK	STONE	BLUE			4,000	100,000	10	75																					
STONE_GASTON	STONE	BLUE			4,000	100,000	10	75																					
STONE_MAD_HATTER	STONE	BLUE			4,000	100,000	10	75																					
STONE_QUEEN_OF_HEARTS	STONE	BLUE			4,000	100,000	10	75																					
STONE_ALICE	STONE	BLUE			4,000	100,000	10	75																					
STONE_HERCULES	STONE	BLUE			4,000	100,000	10	75																					
STONE_MEGARA	STONE	BLUE			4,000	100,000	10	75																					
STONE_MERLIN	STONE	BLUE			4,000	100,000	10	75																					
STONE_ROBIN_HOOD	STONE	BLUE			4,000	100,000	10	75																					
STONE_GOOFY	STONE	BLUE			4,000	100,000	10	75																					
STONE_DUKE_CABOOM	STONE	BLUE			4,000	100,000	10	75																					
STONE_DUCKY_AND_BUNNY	STONE	BLUE			4,000	100,000	10	75																					
STONE_BO_PEEP	STONE	BLUE			4,000	100,000	10	75																					
STONE_ANGER	STONE	BLUE			4,000	100,000	10	75																					
STONE_JOY	STONE	BLUE			4,000	100,000	10	75																					
STONE_PETER_PAN	STONE	BLUE			4,000	100,000	10	75																					
STONE_RAFIKI	STONE	BLUE			4,000	100,000	10	75																					
STONE_BEAST	STONE	BLUE			4,000	100,000	10	75																					
STONE_JAFAR	STONE	BLUE			4,000	100,000	10	75																					
STONE_JASMINE	STONE	BLUE			4,000	100,000	10	75																					
STONE_TIMON_AND_PUMBAA	STONE	BLUE			4,000	100,000	10	75																					
STONE_SIMBA_AND_NALA	STONE	BLUE			4,000	100,000	10	75																					
STONE_HUEY_DEWEY_LOUIE	STONE	BLUE			4,000	100,000	10	75																					
STONE_MISS_PIGGY	STONE	BLUE			4,000	100,000	10	75																					
STONE_ANIMAL	STONE	BLUE			4,000	100,000	10	75																					
STONE_GONZO	STONE	BLUE			4,000	100,000	10	75																					
STONE_YZMA	STONE	BLUE			4,000	100,000	10	75																					
STONE_MADAM_MIM	STONE	BLUE			4,000	100,000	10	75																					
STONE_MEGAVOLT	STONE	BLUE			4,000	100,000	10	75																					
STONE_RANDALL_BOGGS	STONE	BLUE			4,000	100,000	10	75																					
STONE_SCROOGE_MCDUCK	STONE	BLUE			4,000	100,000	10	75																					
STONE_CAPTAIN_HOOK	STONE	BLUE			4,000	100,000	10	75																					
STONE_GIZMODUCK	STONE	BLUE			4,000	100,000	10	75																					
STONE_DONALD_DUCK	STONE	BLUE			4,000	100,000	10	75																					
STONE_OOGIE_BOOGIE	STONE	BLUE			4,000	100,000	10	75																					
STONE_LAUNCHPAD_MCQUACK	STONE	BLUE			4,000	100,000	10	75																					
STONE_FLYNN_RIDER	STONE	BLUE			4,000	100,000	10	75																					
STONE_MAGICA_DE_SPELL	STONE	BLUE			4,000	100,000	10	75																					
STONE_RAPUNZEL	STONE	BLUE			4,000	100,000	10	75																					
STONE_KIDA	STONE	BLUE			4,000	100,000	10	75																					
STONE_COLETTE	STONE	BLUE			4,000	100,000	10	75																					
STONE_LINGUINI_AND_REMY	STONE	BLUE			4,000	100,000	10	75																					
STONE_TRON	STONE	BLUE			4,000	100,000	10	75																					
STONE_DR_FACILIER	STONE	BLUE			4,000	100,000	10	75																					
STONE_HANK_AND_DORY	STONE	BLUE			4,000	100,000	10	75																					
STONE_GERALD_MARLIN_NEMO	STONE	BLUE			4,000	100,000	10	75																					
STONE_POWERLINE	STONE	BLUE			4,000	100,000	10	75																					
STONE_GOLIATH	STONE	BLUE			4,000	100,000	10	75																					
STONE_KRISTOFF_AND_SVEN	STONE	BLUE			4,000	100,000	10	75																					
STONE_TIGGER	STONE	BLUE			4,000	100,000	10	75																					
STONE_WINNIE_THE_POOH	STONE	BLUE			4,000	100,000	10	75																					
STONE_MUSHU	STONE	BLUE			4,000	100,000	10	75																					
STONE_SHAN_YU	STONE	BLUE			4,000	100,000	10	75																					
STONE_EEYORE	STONE	BLUE			4,000	100,000	10	75																					
STONE_MULAN	STONE	BLUE			4,000	100,000	10	75																					
STONE_BELLE	STONE	BLUE			4,000	100,000	10	75																					
STONE_SYNDROME	STONE	BLUE			4,000	100,000	10	75																					
STONE_KIM_POSSIBLE	STONE	BLUE			4,000	100,000	10	75																					
STONE_MINNIE_MOUSE	STONE	BLUE			4,000	100,000	10	75																					
STONE_EVIL_QUEEN	STONE	BLUE			4,000	100,000	10	75																					
STONE_LI_SHANG	STONE	BLUE			4,000	100,000	10	75																					
STONE_DAVY_JONES	STONE	BLUE			4,000	100,000	10	75																					
STONE_BALOO	STONE	BLUE			4,000	100,000	10	75																					
STONE_BASIL	STONE	BLUE			4,000	100,000	10	75																					
STONE_CHESHIRE_CAT	STONE	BLUE			4,000	100,000	10	75																					
STONE_KING_LOUIE	STONE	BLUE			4,000	100,000	10	75																					
STONE_MAXIMUS	STONE	BLUE			4,000	100,000	10	75																					
STONE_JUMBA	STONE	BLUE			4,000	100,000	10	75																					
STONE_PLEAKLEY	STONE	BLUE			4,000	100,000	10	75																					
STONE_ANGEL	STONE	BLUE			4,000	100,000	10	75																					
STONE_SLINKY_DOG	STONE	BLUE			4,000	100,000	10	75																					
STONE_CAPTAIN_AMELIA	STONE	BLUE			4,000	100,000	10	75																					
STONE_IAN_LIGHTFOOT	STONE	BLUE			4,000	100,000	10	75																					
STONE_LOCK_SHOCK_BARREL	STONE	BLUE			4,000	100,000	10	75																					
STONE_SADNESS	STONE	BLUE			4,000	100,000	10	75																					
STONE_BUNSEN_AND_BEAKER	STONE	BLUE			4,000	100,000	10	75																					
STONE_DISGUST	STONE	BLUE			4,000	100,000	10	75																					
STONE_KRONK	STONE	BLUE			4,000	100,000	10	75																					
STONE_MANTICORE	STONE	BLUE			4,000	100,000	10	75																					
STONE_FEAR	STONE	BLUE			4,000	100,000	10	75																					
STONE_HAMM	STONE	BLUE			4,000	100,000	10	75																					
STONE_JIM_HAWKINS	STONE	BLUE			4,000	100,000	10	75																					
STONE_JOHN_SILVER	STONE	BLUE			4,000	100,000	10	75																					
STONE_SWEDISH_CHEF	STONE	BLUE			4,000	100,000	10	75																					
STONE_HONEY_LEMON	STONE	BLUE			4,000	100,000	10	75																					
STONE_KERMIT	STONE	BLUE			4,000	100,000	10	75																					
STONE_CLAWHAUSER	STONE	BLUE			4,000	100,000	10	75																					
STONE_DR_DRAKKEN	STONE	BLUE			4,000	100,000	10	75																					
STONE_WASABI	STONE	BLUE			4,000	100,000	10	75																					
STONE_ROCKETEER	STONE	BLUE			4,000	100,000	10	75																					
STONE_MR_BIG_AND_KOSLOV	STONE	BLUE			4,000	100,000	10	75																					
STONE_BARLEY_LIGHTFOOT	STONE	BLUE			4,000	100,000	10	75																					
STONE_FOZZIE	STONE	BLUE			4,000	100,000	10	75																					
STONE_DEMONA	STONE	BLUE			4,000	100,000	10	75																					
STONE_FAIRY_GODMOTHER	STONE	BLUE			4,000	100,000	10	75																					
STONE_POCAHONTAS	STONE	BLUE			4,000	100,000	10	75																					
STONE_CARL	STONE	BLUE			4,000	100,000	10	75																					
STONE_RUSSELL_AND_KEVIN	STONE	BLUE			4,000	100,000	10	75																					
STONE_ESMERALDA	STONE	BLUE			4,000	100,000	10	75																					
STONE_SHEGO	STONE	BLUE			4,000	100,000	10	75																					
STONE_SHERIFF_OF_NOTTINGHAM	STONE	BLUE			4,000	100,000	10	75																					
STONE_RON_STOPPABLE	STONE	BLUE			4,000	100,000	10	75																					
STONE_QUACKERJACK	STONE	BLUE			4,000	100,000	10	75																					
STONE_GO_GO	STONE	BLUE			4,000	100,000	10	75																					
STONE_VINNY_SANTORINI	STONE	BLUE			4,000	100,000	10	75																					
STONE_GADGET_HACKWRENCH	STONE	BLUE			4,000	100,000	10	75																					
STONE_FRED_FREDERICKSON	STONE	BLUE			4,000	100,000	10	75																					
STONE_CHIP_AND_DALE	STONE	BLUE			4,000	100,000	10	75																					
STONE_LILO	STONE	BLUE			4,000	100,000	10	75																					
STONE_HELGA	STONE	BLUE			4,000	100,000	10	75																					
STONE_BOLT	STONE	BLUE			4,000	100,000	10	75																					
STONE_ARIEL	STONE	BLUE			4,000	100,000	10	75																					
STONE_ZEUS	STONE	BLUE			4,000	100,000	10	75																					
STONE_PHIL	STONE	BLUE			4,000	100,000	10	75																					
STONE_MARY_SANDERSON	STONE	BLUE			4,000	100,000	10	75																					
STONE_WINIFRED_SANDERSON	STONE	BLUE			4,000	100,000	10	75																					
STONE_SARAH_SANDERSON	STONE	BLUE			4,000	100,000	10	75																					
STONE_RAYA	STONE	BLUE			4,000	100,000	10	75																					
STONE_KING_TRITON	STONE	BLUE			4,000	100,000	10	75																					
STONE_SISU	STONE	BLUE			4,000	100,000	10	75																					
STONE_ANNA	STONE	BLUE			4,000	100,000	10	75																					
STONE_KAA	STONE	BLUE			4,000	100,000	10	75																					
STONE_HOPPER	STONE	BLUE			4,000	100,000	10	75																					
STONE_FLIK	STONE	BLUE			4,000	100,000	10	75																					
STONE_PETE	STONE	BLUE			4,000	100,000	10	75																					
STONE_BAGHEERA	STONE	BLUE			4,000	100,000	10	75																					
STONE_NAMAARI	STONE	BLUE			4,000	100,000	10	75																					
STONE_THE_UNDERMINER	STONE	BLUE			4,000	100,000	10	75																					
STONE_SNOW_WHITE	STONE	BLUE			4,000	100,000	10	75																					
STONE_VOYD	STONE	BLUE			4,000	100,000	10	75																					
STONE_THE_HORNED_KING	STONE	BLUE			4,000	100,000	10	75																					
STONE_PRINCESS_AURORA	STONE	BLUE			4,000	100,000	10	75																					
STONE_DAISY_DUCK	STONE	BLUE			4,000	100,000	10	75																					
STONE_PACHA	STONE	BLUE			4,000	100,000	10	75																					
STONE_DUFF_KILLIGAN	STONE	BLUE			4,000	100,000	10	75																					
STONE_PRINCE_PHILLIP	STONE	BLUE			4,000	100,000	10	75																					
STONE_MILO_THATCH	STONE	BLUE			4,000	100,000	10	75																					
STONE_AGENT_P	STONE	BLUE			4,000	100,000	10	75																					
STONE_AUDREY_RAMIREZ	STONE	BLUE			4,000	100,000	10	75																					
STONE_TWENTY_TWO	STONE	BLUE			4,000	100,000	10	75																					
STONE_MOTHER_GOTHEL	STONE	BLUE			4,000	100,000	10	75																					
STONE_MEILIN_LEE	STONE	BLUE			4,000	100,000	10	75																					
STONE_THE_MAYOR	STONE	BLUE			4,000	100,000	10	75																					
STONE_QUASIMODO	STONE	BLUE			4,000	100,000	10	75																					
STONE_MAYOR_BELLWETHER	STONE	BLUE			4,000	100,000	10	75																					
STONE_CINDERELLA	STONE	BLUE			4,000	100,000	10	75																					
STONE_LUCA_AND_ALBERTO	STONE	BLUE			4,000	100,000	10	75																					
STONE_PHOEBUS	STONE	BLUE			4,000	100,000	10	75																					
STONE_LITTLE_JOHN	STONE	BLUE			4,000	100,000	10	75																					
STONE_STATLER_AND_WALDORF	STONE	BLUE			4,000	100,000	10	75																					
STONE_FLASH	STONE	BLUE			4,000	100,000	10	75																					
STONE_CHEF_SKINNER	STONE	BLUE			4,000	100,000	10	75																					
STONE_SWEETUMS	STONE	BLUE			4,000	100,000	10	75																					
STONE_ABU	STONE	BLUE			4,000	100,000	10	75																					
STONE_JAKE_LONG	STONE	BLUE			4,000	100,000	10	75																					
STONE_MONKEY_FIST	STONE	BLUE			4,000	100,000	10	75																					
STONE_COGSWORTH_AND_LUMIERE	STONE	BLUE			4,000	100,000	10	75																					
STONE_TIANA	STONE	BLUE			4,000	100,000	10	75																					
STONE_NEGADUCK	STONE	BLUE			4,000	100,000	10	75																					
STONE_PEGASUS	STONE	BLUE			4,000	100,000	10	75																					
STONE_BOWLER_HAT_GUY	STONE	BLUE			4,000	100,000	10	75																					
STONE_ROSE	STONE	BLUE			4,000	100,000	10	75																					
STONE_KUZCO	STONE	BLUE			4,000	100,000	10	75																					
STONE_DANTE	STONE	BLUE			4,000	100,000	10	75																					
STONE_EDA_CLAWTHORNE	STONE	BLUE			4,000	100,000	10	75																					
STONE_SHERE_KHAN	STONE	BLUE			4,000	100,000	10	75																					
STONE_LUZ_NOCEDA	STONE	BLUE			4,000	100,000	10	75																					
STONE_DR_DOOFENSHMIRTZ	STONE	BLUE			4,000	100,000	10	75																					
STONE_MAX_GOOF	STONE	BLUE			4,000	100,000	10	75																					
STONE_MCLEACH	STONE	BLUE			4,000	100,000	10	75																					
