	CATEGORY	UNLOCK_REQS	POINTS	REWARDS
BADGE_AVATARS_102	MISC_AVATARS	OWL_CREST_GEAR_AVATAR,MARIGOLD_PETAL_GEAR_AVATAR,RIVERBEND_GEAR_AVATAR,KREBBS_GEAR_AVATAR,JOANNAS_EGG_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_103	MISC_AVATARS	FISH_SCHOOL_GEAR_AVATAR,ARCHIMEDES_GEAR_AVATAR,MIM_COTTAGE_GEAR_AVATAR,HIGHER_FOR_HIRE_GEAR_AVATAR,WILDCAT_HOUSEBOAT_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_104	MISC_AVATARS	SCAREDY_ELEPHANT_GEAR_AVATAR,QUITE_A_JUNGLE_GEAR_AVATAR,MONKEY_SEE_GEAR_AVATAR,FAIR_FOLK_GEAR_AVATAR,GURGI_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_105	MISC_AVATARS	PET_COLLECTOR_GEAR_AVATAR,PREHISTORIC_RODENTS_GEAR_AVATAR,CAVE_DRAWING_GEAR_AVATAR,SCREENSLAVER_GEAR_AVATAR,COFFEE_VOID_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_106	MISC_AVATARS	BEAGLE_BOYS_GEAR_AVATAR,BEADS_OF_JADE_GEAR_AVATAR,GOOFBALL_ISLAND_GEAR_AVATAR,FRIENDSHIP_ISLAND_GEAR_AVATAR,FOREST_TREK_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_107	MISC_AVATARS	FAMILY_ISLAND_GEAR_AVATAR,EYE_OF_FATES_GEAR_AVATAR,MULTICOLORED_DRESS_GEAR_AVATAR,MAD_PURSUIT_GEAR_AVATAR,IMAGINARY_BOYFRIEND_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_108	MISC_AVATARS	I_WIN_GEAR_AVATAR,HONESTY_ISLAND_GEAR_AVATAR,HOCKEY_ISLAND_GEAR_AVATAR,WARNING_CLOCK_GEAR_AVATAR,THE_CLAW_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_109	MISC_AVATARS	SQUEAKER_SQUEAK_GEAR_AVATAR,RING_OF_STONES_GEAR_AVATAR,PEEPHOLE_GEAR_AVATAR,WHEEZY_GEAR_AVATAR,WOODEN_BEAR_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_110	MISC_AVATARS	TRAVELERS_KIT_GEAR_AVATAR,FLOWER_CROWN_GEAR_AVATAR,MOON_OVER_LONDON_GEAR_AVATAR,MAP_GEAR_AVATAR,FOOT_TREE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_111	MISC_AVATARS	ONLOOKERS_GEAR_AVATAR,NECKLACE_GEAR_AVATAR,WARDROBE_GEAR_AVATAR,LAMPPOST_GEAR_AVATAR,GNOME_RAINBOW_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_112	MISC_AVATARS	TARZAN_PARROTS_GEAR_AVATAR,FALL_LEAVES_GEAR_AVATAR,MODERN_MALLARD_GEAR_AVATAR,COWSMOOPOLITAN_GEAR_AVATAR,GARGOYLE_DRAWINGS_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_113	MISC_AVATARS	HERCULES_STATUE_GEAR_AVATAR,GREEK_GARDEN_GEAR_AVATAR,WATER_HORSE_GEAR_AVATAR,TARGET_DUMMY_GEAR_AVATAR,SNOWY_VILLAGE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_114	MISC_AVATARS	MYSTERIOUS_MAILBOX_GEAR_AVATAR,INTERDIMENSIONAL_RIFT_GEAR_AVATAR,MR_BIMBO_GEAR_AVATAR,MO_GEAR_AVATAR,UNPLEASANT_UNICORN_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_115	MISC_AVATARS	DOUBLE_MOONS_GEAR_AVATAR,BLAZEY_GEAR_AVATAR,GUMMI_GLEN_GEAR_AVATAR,GUMMISCOPE_GEAR_AVATAR,GREAT_BOOK_OF_GUMMI_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_116	MISC_AVATARS	NEWS_FLASH_GEAR_AVATAR,HIT_THE_LIGHTS_GEAR_AVATAR,ALWAYS_A_CRITIC_GEAR_AVATAR,BADGE_OF_BONDING_GEAR_AVATAR,CINNAMON_ROLL_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_117	MISC_AVATARS	OLD_RUSTY_GEAR_AVATAR,KINDERGARTENERS_GEAR_AVATAR,GALILEO_GEAR_AVATAR,STUNNING_SYMPHONY_GEAR_AVATAR,WHEN_WHALES_FLY_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_118	MISC_AVATARS	YOUNG_LOVE_GEAR_AVATAR,MANLY_URGES_GEAR_AVATAR,GOOD_BAD_GUY_GEAR_AVATAR,ONE_JUMP_AHEAD_GEAR_AVATAR,ROAD_FLARE_GEAR_AVATAR	500	2 BADGE_CHEST_1X
BADGE_AVATARS_119	MISC_AVATARS	ZE_DIRT_GEAR_AVATAR,GUMBO_POT_GEAR_AVATAR,JOLLY_ROGER_FLAG_GEAR_AVATAR,CAPTAIN_FLINTS_PORTAL_GEAR_AVATAR,POOR_OLIVER_GEAR_AVATAR	500	3 BADGE_CHEST_1X
BADGE_AVATARS_120	MISC_AVATARS	MIGHTY_EAGLE_GEAR_AVATAR,FRESH_CATCH_GEAR_AVATAR,RUTT_AND_TUKE_GEAR_AVATAR,GYPSY_GEAR_AVATAR,HIT_THE_GONG_GEAR_AVATAR	500	4 BADGE_CHEST_1X
BADGE_AVATARS_121	MISC_AVATARS	OUTER_SPACE_CAT_GEAR_AVATAR,TOBY_GEAR_AVATAR,ESCAPE_BALLOON_GEAR_AVATAR,WANTED_MCLEACH_GEAR_AVATAR,FROG_BAND_GEAR_AVATAR	500	5 BADGE_CHEST_1X
BADGE_AVATARS_122	MISC_AVATARS	FLOATING_CRYSTALS_GEAR_AVATAR,ARENDELLE_CASTLE_GEAR_AVATAR,BIG_SNOWFLAKE_GEAR_AVATAR,SNOWGIES_GEAR_AVATAR,SAILING_INTO_THE_SUNSET_GEAR_AVATAR	500	5 BADGE_CHEST_1X
BADGE_AVATARS_123	MISC_AVATARS	OPEN_ROAD_GEAR_AVATAR,PATCH_OF_HEAVEN_GEAR_AVATAR,CHICK_HAT_GEAR_AVATAR,NIGHT_RIDERS_GEAR_AVATAR,BADGE_OF_PRIDE_GEAR_AVATAR	500	5 BADGE_CHEST_1X
BADGE_AVATARS_124	MISC_AVATARS	SKULL_ISLAND_GEAR_AVATAR,TAKE_A_WALK_GEAR_AVATAR,OSWALD_GEAR_AVATAR,CLOAKED_FIGURE_GEAR_AVATAR,HIDING_FROM_HALLOWEEN_GEAR_AVATAR	500	5 BADGE_CHEST_1X
BADGE_AVATARS_125	MISC_AVATARS	UGLY_DUCKLING_GEAR_AVATAR,FLOWERS_AND_TREES_GEAR_AVATAR,SALTY_THE_SEAL_GEAR_AVATAR,OWL_BATH_GEAR_AVATAR,PERSEPHONE_GEAR_AVATAR	500	5 BADGE_CHEST_1X
BADGE_AVATARS_126	MISC_AVATARS	BADGE_OF_BEAUTY_GEAR_AVATAR,GEPPETTO_WORKSHOP_GEAR_AVATAR,HONEST_JOHN_GEAR_AVATAR,TOOTHY_GRIN_YZMA_GEAR_AVATAR,REFLECTION_GEAR_AVATAR	500	6 BADGE_CHEST_1X
BADGE_AVATARS_127	MISC_AVATARS	CHEAT_ARROW_GEAR_AVATAR,GREAT_STONE_DRAGON_GEAR_AVATAR,STRAWBERRY_CHEESE_GEAR_AVATAR,YOUNG_ANTON_GEAR_AVATAR,SURPRISE_ME_GEAR_AVATAR	500	7 BADGE_CHEST_1X
BADGE_AVATARS_128	MISC_AVATARS	BLACK_CAULDRON_GEAR_AVATAR,TARANS_MAGIC_SWORD_GEAR_AVATAR,HEN_WEN_GEAR_AVATAR,NURSE_MOUSE_GEAR_AVATAR,JAKE_DOWN_UNDER_GEAR_AVATAR	500	8 BADGE_CHEST_1X
BADGE_AVATARS_129	MISC_AVATARS	PUFFY_MARAHUTE_GEAR_AVATAR,GOLDEN_FEATHER_GEAR_AVATAR,FORKY_GEAR_AVATAR,HYPNOTIZED_COWS_GEAR_AVATAR,GOOD_FISHING_GEAR_AVATAR	500	9 BADGE_CHEST_1X
BADGE_AVATARS_130	MISC_AVATARS	DADS_CASSETTE_GEAR_AVATAR,GRECKLIN_GEAR_AVATAR,DRAGON_HIGH_GEAR_AVATAR,DAD_SHADE_GEAR_AVATAR,STONE_BIRDS_CLUE_GEAR_AVATAR	500	10 BADGE_CHEST_1X
BADGE_AVATARS_131	MISC_AVATARS	GELATINOUS_CUBE_GEAR_AVATAR,PAPAYA_THE_SPIRIT_GUIDE_GEAR_AVATAR,FIRE_BABY_COUNTERMEASURES_GEAR_AVATAR,EDNAS_INSPIRATION_GEAR_AVATAR,LEFT_HANGING_GEAR_AVATAR	500	11 BADGE_CHEST_1X
BADGE_AVATARS_132	MISC_AVATARS	BNL_NEW_BLUE_GEAR_AVATAR,EVES_DIRECTIVE_GEAR_AVATAR,BNL_FOOD_IN_A_CUP_GEAR_AVATAR,NEPTUNE_INN_GEAR_AVATAR,DEAL_GONE_WRONG_GEAR_AVATAR	500	12 BADGE_CHEST_1X
BADGE_AVATARS_133	MISC_AVATARS	SHADOW_DEMONS_GEAR_AVATAR,LOVES_LIGHT_GEAR_AVATAR,HEADLESS_HORSEMAN_GEAR_AVATAR,ROR_OMEGA_ROR_GEAR_AVATAR,OOZMA_KAPPA_GEAR_AVATAR	500	13 BADGE_CHEST_1X
BADGE_AVATARS_134	MISC_AVATARS	ONE_MAN_BASS_GEAR_AVATAR,ONE_MAN_TREBLE_GEAR_AVATAR,YOU_EARNED_IT_GEAR_AVATAR,FOUR_ONE_FIVE_HAT_GEAR_AVATAR,HONKS_AND_PLUMAGE_GEAR_AVATAR	500	10 BADGE_CHEST_1X
BADGE_AVATARS_135	MISC_AVATARS	SHADY_OAKS_GEAR_AVATAR,KNITTING_IN_GEAR_AVATAR,DINOCO_400_GEAR_AVATAR,FANCY_CARWASH_GEAR_AVATAR,MISS_FRITTER_GEAR_AVATAR	500	11 BADGE_CHEST_1X
BADGE_AVATARS_136	MISC_AVATARS	MARK_OF_THE_HUNTSCLAN_GEAR_AVATAR,ROSES_DREAM_CHARM_GEAR_AVATAR,DRAGON_UP_GEAR_AVATAR,MRS_LADYBUG_GEAR_AVATAR,THE_BIG_PEACH_GEAR_AVATAR	500	12 BADGE_CHEST_1X
BADGE_AVATARS_137	MISC_AVATARS	STORM_RHINO_GEAR_AVATAR,ROBOSHARK_HARPOON_GEAR_AVATAR,EARLY_PROTOTYPE_GEAR_AVATAR,BEARD_MISHAP_GEAR_AVATAR,HEAVY_IS_THE_HEAD_GEAR_AVATAR	500	13 BADGE_CHEST_1X
BADGE_AVATARS_138	MISC_AVATARS	EYES_OF_NOTRE_DAME_GEAR_AVATAR,ALL_EARS_GEAR_AVATAR,BAGHEERAS_DISGUISE_GEAR_AVATAR,BALOOS_BANANAS_GEAR_AVATAR,BLANKYS_OPTIMISM_GEAR_AVATAR	500	14 BADGE_CHEST_1X
BADGE_AVATARS_139	MISC_AVATARS	CHORETIME_FUNTIME_GEAR_AVATAR,COLD_LAUGHTER_GEAR_AVATAR,CUTTING_EDGE_GEAR_AVATAR,DEWDROP_GEAR_AVATAR,FROLLO_PUPPET_GEAR_AVATAR	500	15 BADGE_CHEST_1X
BADGE_AVATARS_140	MISC_AVATARS	GRAB_BOT_GEAR_AVATAR,GREAT_PRINCE_OF_THE_FOREST_GEAR_AVATAR,HES_HOOKED_GEAR_AVATAR,LOSING_TO_A_BIRD_GEAR_AVATAR,MISS_BUNNY_GEAR_AVATAR	500	16 BADGE_CHEST_1X
BADGE_AVATARS_141	MISC_AVATARS	MODIFIED_PLAN_GEAR_AVATAR,MON_SEWER_GEAR_AVATAR,OPEN_TOGETHER_GEAR_AVATAR,QUASIMODEL_GEAR_AVATAR,SMASH_BOT_GEAR_AVATAR	500	17 BADGE_CHEST_1X
BADGE_AVATARS_142	MISC_AVATARS	ENORMOUS_GEAR_AVATAR,QUIET_COYOTE_GEAR_AVATAR,THE_ZONE_GEAR_AVATAR,THE_COUNTS_OFF_GEAR_AVATAR,FABULOUS_PAIR_GEAR_AVATAR	500	18 BADGE_CHEST_1X
BADGE_AVATARS_143	MISC_AVATARS	HOME_SWEET_HOME_GEAR_AVATAR,MADE_FOR_PUDDLES_GEAR_AVATAR,SO_MUCH_IN_COMMON_GEAR_AVATAR,RALLYING_CRY_GEAR_AVATAR,CHECK_ME_OUT_GEAR_AVATAR	500	19 BADGE_CHEST_1X
BADGE_AVATARS_144	MISC_AVATARS	INTERIOR_DESIGN_GEAR_AVATAR,NEW_NEIGHBOR_INCOMING_GEAR_AVATAR,HANDCRAFTED_BY_LEPRECHAUNS_GEAR_AVATAR,TIRE_SWING_GEAR_AVATAR,DRIVEN_BY_THOUGHT_GEAR_AVATAR	500	20 BADGE_CHEST_1X
BADGE_AVATARS_145	MISC_AVATARS	UNLIKELY_TRIO_GEAR_AVATAR,FINDING_MY_SPARK_GEAR_AVATAR,HOLLYWAFFLE_GEAR_AVATAR,NOT_FROM_AROUND_HERE_GEAR_AVATAR,GREG_AND_MANUEL_GEAR_AVATAR	500	21 BADGE_CHEST_1X
BADGE_AVATARS_146	MISC_AVATARS	YIN_PIECE_GEAR_AVATAR,YANG_PIECE_GEAR_AVATAR,BARBERSHOP_TREAT_GEAR_AVATAR,BURN_E_GEAR_AVATAR,GO_4_GEAR_AVATAR	500	22 BADGE_CHEST_1X
BADGE_AVATARS_147	MISC_AVATARS	SECUR_T_GEAR_AVATAR,EMOTIONALLY_DRIVEN_GEAR_AVATAR,LOGICALLY_DRIVEN_GEAR_AVATAR,PRACTICAL_VOODOO_GEAR_AVATAR,SPACE_ADVENTURE_GEAR_AVATAR	500	23 BADGE_CHEST_1X
BADGE_AVATARS_148	MISC_AVATARS	KU_TIKI_NECKLACE_GEAR_AVATAR,KNICK_THE_KNACK_GEAR_AVATAR,SUNNY_MIAMI_GEAR_AVATAR,OWLS_FAMILY_HISTORY_GEAR_AVATAR,MAXIMUM_SWEETNESS_GEAR_AVATAR	500	24 BADGE_CHEST_1X
BADGE_AVATARS_149	MISC_AVATARS	HEART_THINGAMABOB_GEAR_AVATAR,GLADIATIGGER_GEAR_AVATAR,GENERALS_HELMET_GEAR_AVATAR,SHIP_OF_DREAMS_GEAR_AVATAR,THE_GREAT_BEYOND_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_150	MISC_AVATARS	SHARLA_GEAR_AVATAR,HEALTH_CODE_VIOLATION_GEAR_AVATAR,HOPPS_FAMILY_FARM_GEAR_AVATAR,GIDEONS_BAKED_GOODS_GEAR_AVATAR,WELL_BE_PREPARED_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_151	MISC_AVATARS	ELEPHANT_GRAVEYARD_GEAR_AVATAR,RHINO_BEETLE_GEAR_AVATAR,TREE_OF_LIFE_GEAR_AVATAR,ATLANTEAN_FIREFLIES_GEAR_AVATAR,LETTUCE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_152	MISC_AVATARS	SPORTY_TUNA_GEAR_AVATAR,STONE_GIANT_GEAR_AVATAR,SPARKY_GEAR_AVATAR,DJINNIS_RUSE_GEAR_AVATAR,RUBBER_BANDO_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_153	MISC_AVATARS	FLASH_THE_WONDERDOG_GEAR_AVATAR,NOKK_GEAR_AVATAR,SPICY_SALAMANDER_GEAR_AVATAR,PILLARS_OF_HARMONY_GEAR_AVATAR,FIRESIDE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_154	MISC_AVATARS	TWO_TONED_GEAR_AVATAR,RUNWAY_READY_GEAR_AVATAR,COVER_MATERIAL_GEAR_AVATAR,PAINTERLY_CAPTURE_GEAR_AVATAR,BEHIND_THE_LOOK_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_155	MISC_AVATARS	GORD_GEAR_AVATAR,HOT_MAMA_GEAR_AVATAR,RACE_TO_THE_DEATH_GEAR_AVATAR,KNOWSMORE_GEAR_AVATAR,PEEPERS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_156	MISC_AVATARS	PORTRAIT_OF_A_BUTLER_GEAR_AVATAR,BONFAMILLES_RESIDENCE_GEAR_AVATAR,HITCHING_A_RIDE_GEAR_AVATAR,EYEWITNESS_DESCRIPTION_GEAR_AVATAR,RED_MANTIS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_157	MISC_AVATARS	DOMINO_2_GEAR_AVATAR,RAYS_AND_SHADE_GEAR_AVATAR,SHOWTIME_GEAR_AVATAR,CHEETAH_CHUG_GEAR_AVATAR,WAAAAADE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_158	MISC_AVATARS	SUSPICION_AROUSED_GEAR_AVATAR,COVER_BLOWN_GEAR_AVATAR,COVERT_GEAR_AVATAR,BUDGET_SAFETY_GEAR_AVATAR,FINNED_TRIO_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_159	MISC_AVATARS	ATTILA_THE_CATFISH_GEAR_AVATAR,MARCHING_BAND_MOB_GEAR_AVATAR,HIRED_PROTECTION_GEAR_AVATAR,AGENT_MOM_GEAR_AVATAR,DAREDEVIL_DAD_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_160	MISC_AVATARS	CARTER_GEAR_AVATAR,TODD_AND_RILEY_GEAR_AVATAR,DEFINITELY_NOT_A_TRAP_GEAR_AVATAR,CREW_22S_GEAR_AVATAR,ALL_QUANTIZED_FORMS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_161	MISC_AVATARS	PURPOSES_NOT_ASSIGNED_GEAR_AVATAR,SPINE_CLAN_GEAR_AVATAR,TAIL_CLAN_GEAR_AVATAR,TALON_CLAN_GEAR_AVATAR,FANG_CLAN_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_162	MISC_AVATARS	YOUNG_ART_GEAR_AVATAR,YOUNG_DOT_GEAR_AVATAR,YOUTHFUL_ENERGY_GEAR_AVATAR,FULL_OF_LIFE_GEAR_AVATAR,THE_DRUUN_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_163	MISC_AVATARS	KUMANDRA_SOUP_GEAR_AVATAR,BOUN_GOES_THE_DYNAMITE_GEAR_AVATAR,CHAI_THE_FLOWER_GUY_GEAR_AVATAR,MAUIS_NECKLACE_GEAR_AVATAR,MOANAS_NECKLACE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_164	MISC_AVATARS	CONFIDENCE_IS_KEY_GEAR_AVATAR,BATSKETBALL_GEAR_AVATAR,THE_GOOD_WITCH_AZURA_GEAR_AVATAR,THINK_INSIDE_THE_BOX_GEAR_AVATAR,YOURE_A_STAR_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_165	MISC_AVATARS	TOP_STUDENT_GEAR_AVATAR,SKULLSHIP_GEAR_AVATAR,JOYFUL_REUNION_GEAR_AVATAR,BABY_PUFFBALL_GEAR_AVATAR,SLEEPY_WEEPY_BEDDY_BEAR_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_166	MISC_AVATARS	WHAT_GEAR_AVATAR,SING_IT_GIRL_GEAR_AVATAR,SPACE_EMBRACE_GEAR_AVATAR,SUBSTITUTIARY_LOCOMOTION_GEAR_AVATAR,MCDUCK_MANOR_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_167	MISC_AVATARS	MICKEY_DONUT_GEAR_AVATAR,MONEY_BIN_GEAR_AVATAR,MONEY_TREE_GEAR_AVATAR,RING_RING_GEAR_AVATAR,JACKALOPES_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_168	MISC_AVATARS	LUNIVERSO_GEAR_AVATAR,MAHNA_MAHNA_GEAR_AVATAR,CONDORMAN_GEAR_AVATAR,COSMIC_CREEPERS_GEAR_AVATAR,FIST_BUMP_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_169	MISC_AVATARS	GRUNKLE_BOBBLEHEAD_GEAR_AVATAR,INNER_MONOLOGUE_GEAR_AVATAR,BADGE_OF_CARBS_GEAR_AVATAR,BADGE_OF_CEPHALOPOD_GEAR_AVATAR,BIG_PLANS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_170	MISC_AVATARS	GIMME_A_TREAT_GEAR_AVATAR,FRANKENWEENIE_GEAR_AVATAR,WINDSDAY_GEAR_AVATAR,TEAM_PUP_N_SUDS_GEAR_AVATAR,STAR_BUTTERFLY_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_171	MISC_AVATARS	SCARY_LARRY_GEAR_AVATAR,PONY_HEAD_GEAR_AVATAR,NARWHAL_BLAST_GEAR_AVATAR,MONSTER_TELEVISION_GEAR_AVATAR,MADAME_LEOTA_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_172	MISC_AVATARS	LUMBERJACK_GEAR_AVATAR,HEADLINE_NEWS_GEAR_AVATAR,HARDHAT_WORK_GEAR_AVATAR,GHOST_EXTERMINATORS_GEAR_AVATAR,DOUBLE_TAKE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_173	MISC_AVATARS	CITY_HALL_GEAR_AVATAR,BRIDE_OF_SPARKY_GEAR_AVATAR,BIPPER_GEAR_AVATAR,BILL_GEAR_AVATAR,BADGE_OF_NIGIRI_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_174	MISC_AVATARS	THE_LAST_STRAW_GEAR_AVATAR,TIC_TAC_TOE_GEAR_AVATAR,SPOTS_SLINGSHOT_GEAR_AVATAR,SONGS_TO_SING_IN_THE_DARK_GEAR_AVATAR,SKIPPY_HAT_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_175	MISC_AVATARS	PUPPY_LOVE_GEAR_AVATAR,PROXIMA_GEAR_AVATAR,PROFESSOR_LUDWIG_VON_DRAKE_GEAR_AVATAR,FETCH_GEAR_AVATAR,LA_QUILA_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_176	MISC_AVATARS	LIGHTNING_IN_A_BOTTLE_GEAR_AVATAR,PANTS_GEAR_AVATAR,DROP_GEAR_AVATAR,DOWNTOWN_GEAR_AVATAR,DINOSAUR_BARBARIAN_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_177	MISC_AVATARS	CROSSWALK_GEAR_AVATAR,BADGE_OF_SNOOZES_GEAR_AVATAR,BADGE_OF_NAUGHTINESS_GEAR_AVATAR,ARROWHEAD_GEAR_AVATAR,A_PIECE_OF_CAKE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_178	MISC_AVATARS	WRESTLING_BUDDIES_GEAR_AVATAR,TIME_FOR_AN_ESCAPE_GEAR_AVATAR,THATS_SHOWBIZ_GEAR_AVATAR,SQUISHYS_MOM_GEAR_AVATAR,SHARING_IS_CARING_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_179	MISC_AVATARS	PUPPIES_GEAR_AVATAR,NUMBER_ONE_SHIRT_GEAR_AVATAR,ICE_SCREAM_GEAR_AVATAR,GOLDEN_DRAGON_GEAR_AVATAR,GIA_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_180	MISC_AVATARS	FOWL_GEAR_AVATAR,EGGMAN_GEAR_AVATAR,DEPRESSING_DINNER_GEAR_AVATAR,CUMULONIMBUS_GEAR_AVATAR,COMMON_GROUND_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_181	MISC_AVATARS	CHECKMATE_GEAR_AVATAR,BADGE_OF_GRACE_GEAR_AVATAR,BADGE_OF_DANCE_GEAR_AVATAR,BADGE_OF_CHARM_GEAR_AVATAR,A_FLOWER_FOR_BA_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_182	MISC_AVATARS	WOOF_WOOF_WOOF_GEAR_AVATAR,THE_POSSUM_POSSE_JAMBOREE_GEAR_AVATAR,THE_MYSTERY_SHACK_GEAR_AVATAR,TENDER_TOUCH_GEAR_AVATAR,STAR_STRUCK_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_183	MISC_AVATARS	SAFETY_FIRST_GEAR_AVATAR,OFFICE_PET_GEAR_AVATAR,NACHOS_GEAR_AVATAR,MY_BUBBLES_GEAR_AVATAR,LUDO_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_184	MISC_AVATARS	HUSBAND_AND_WIFE_GEAR_AVATAR,HI_DAD_SOUP_GEAR_AVATAR,GIFT_CARD_GEAR_AVATAR,EXPLOSIVE_MUFFIN_GEAR_AVATAR,BUTTERED_TOAST_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_185	MISC_AVATARS	BADGE_OF_SASS_GEAR_AVATAR,BADGE_OF_HUGS_GEAR_AVATAR,BADGE_OF_CURIOSITY_GEAR_AVATAR,BABYS_FIRST_SHAPES_GEAR_AVATAR,BADGE_OF_ADORATION_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_186	MISC_AVATARS	TIME_MACHINE_GEAR_AVATAR,TODAYLAND_GEAR_AVATAR,YOURE_WELCOME_GEAR_AVATAR,MY_BALLOON_FRIEND_GEAR_AVATAR,ORANGE_YOU_GLAD_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_187	MISC_AVATARS	SISTERS_GEAR_AVATAR,THE_TERRIFYING_KITTYSAURUS_GEAR_AVATAR,MONALISA_GEAR_AVATAR,MOON_STAR_GEAR_AVATAR,DONT_EAT_ME_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_188	MISC_AVATARS	FULL_MOON_GEAR_AVATAR,GIGGLE_MCDIMPLES_GEAR_AVATAR,MACHIOVELLI_GEAR_AVATAR,BADGE_OF_BOOPS_GEAR_AVATAR,BEACH_DAY_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_189	MISC_AVATARS	BONKERS_GEAR_AVATAR,BULLDOG_CAFE_GEAR_AVATAR,DEATH_BY_BAOS_GEAR_AVATAR,ANDERSON_OBSERVATORY_GEAR_AVATAR,BABY_KERMIT_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_190	MISC_AVATARS	SPLASH_ZONE_GEAR_AVATAR,SOUNDLY_ASLEEP_GEAR_AVATAR,SKY_HIGH_SCHOOL_GEAR_AVATAR,OUTWORLDLY_GUESTS_GEAR_AVATAR,NOT_DOG_FOOD_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_191	MISC_AVATARS	MIGHTY_HORSE_GEAR_AVATAR,MIDDLE_OF_NOWHERE_GEAR_AVATAR,MARINE_LIFE_INSTITUTE_GEAR_AVATAR,HIDDEN_GNOME_GEAR_AVATAR,GREAT_ESCAPE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
