	CATEGORY	RARITY
FASHIONABLE_COAT_GEAR_AVATAR	GEAR_AVATAR	COMMON
GREEDY_FUTURE_GEAR_AVATAR	GEAR_AVATAR	COMMON
JUNGLE_DUCK_GEAR_AVATAR	GEAR_AVATAR	COMMON
LAVISH_LASER_GEAR_AVATAR	GEAR_AVATAR	COMMON
CAPTAIN_CAKERZ_GEAR_AVATAR	GEAR_AVATAR	COMMON
WORM_ABS_GEAR_AVATAR	GEAR_AVATAR	COMMON
ROBO_CARP_GEAR_AVATAR	GEAR_AVATAR	COMMON
GIGGLESNORP_GEAR_AVATAR	GEAR_AVATAR	COMMON
VIRUS_ATTACK_GEAR_AVATAR	GEAR_AVATAR	COMMON
OMINOUS_WRECKAGE_GEAR_AVATAR	GEAR_AVATAR	COMMON
CAPTAIN_TIM_GEAR_AVATAR	GEAR_AVATAR	COMMON
SPACE_TRAVELING_BANJO_GEAR_AVATAR	GEAR_AVATAR	COMMON
MEDAL_OF_EVIL_GEAR_AVATAR	GEAR_AVATAR	COMMON
WIRELESS_RECEPTION_GEAR_AVATAR	GEAR_AVATAR	COMMON
CROCHETED_GEAR_AVATAR	GEAR_AVATAR	COMMON
GOLDEN_NUTCRACKER_GEAR_AVATAR	GEAR_AVATAR	COMMON
BAGUETTE_KNIGHT_GEAR_AVATAR	GEAR_AVATAR	COMMON
TIGHT_FIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
CLUCKED_PERFORMANCE_GEAR_AVATAR	GEAR_AVATAR	COMMON
FLORAL_SKIN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_A_BIT_OF_PRESTIDIGITATION_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_ACE_OF_SPADES_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_ANEMONEMONE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BADGE_OF_FRIENDSHIP_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BELLA_NOTTE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BLUEBIRD_OF_HAPPINESS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BUNDLE_OF_FIREWORKS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CLEVER_FOX_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CONTINENTAL_BREAKFAST_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CRAB_CAKE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_DULL_SWORD_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GRUB_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_HEARTY_BREAKFAST_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_INCONSPICUOUS_APPLE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_NUMBER_ONE_DIME_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PAPER_AIRPLANE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PARTY_REX_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SUGAR_RUSH_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SUNNY_SIDE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_THINGAMABOB_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GOLDEN_FLOWER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GOLDEN_TEAPOT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_JAR_OF_MARS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_LOVELY_BUNCH_OF_COCONUTS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MEEKOS_BISCUITS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MOON_ANCHOR_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PIRATES_COMPASS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_POPPIN_CARPET_BAG_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PRICKLY_PEAR_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SAN_FRANCISCO_PIZZA_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SORCERERS_HAT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_STRANGE_MUSHROOM_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SUPER_DUPER_GLUE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SWORD_IN_A_STONE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_THE_PERFECT_CAST_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_TOUGH_COOKIE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BADGE_OF_STEALTH_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_COOKBOOK_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_FRYING_PAN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GLASS_SLIPPERS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_ANVIL_OF_MORALITY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BADGE_OF_GIRTH_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_EMBRITTLEMENT_PERFUME_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_EXTRACT_OF_LLAMA_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_FLYAWAY_UMBRELLA_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GIGANTIC_PEACH_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_HOMEOPATHIC_CURE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_IMAGINATION_SHIP_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MRS_NESBITTS_CHAPEAU_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MYSTERIOUS_SEEDLING_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_NOT_SO_INCREDIBLE_CAR_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PIGGY_BANK_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PIRATE_HAT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PRINCESS_FINDER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_REINDEER_MOTIVATION_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SNUGGLY_DUCKLING_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SPILT_MILK_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_TREASURE_MAP_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_WICKED_BEATS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_WIG_A_LA_MODE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BADGE_OF_MOTIVATION_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BASKETBALL_JERSEY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CHERRY_BOMB_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CHIEFS_STONE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CLEANING_SERVICE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CONSPICUOUS_APPLE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_DREAM_JAR_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_IMPRACTICAL_CUFFLINKS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_INCOGNITO_MODE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_NOTRE_DINNER_BELL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_POCKET_TREE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PROUD_UNICORN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_REALLY_BAD_EGG_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_ROUSING_MUSICAL_NUMBER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SAVE_TOKEN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SLIVER_OF_HOPE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_TIME_SINK_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_WILDERNESS_EXPLORER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_YOU_CAN_FLY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_YZMAS_ANTI_AGING_CREAM_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_AIR_HERCS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BEAUTIFUL_LAMP_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BONE_XYLOPHONE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_DISCARDED_TIARA_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_DOCTORS_TOP_HAT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_ESCAPE_PLAN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_FAIRY_LANTERN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_FLUBBER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GLOW_BUG_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GO_FOR_THE_GOLD_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_LAWNMOWER_REMOTE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_LIGHTSPEED_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_LOVE_BUG_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MISPLACED_TAIL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MIST_MAKER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PIGASUS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SEA_WITCHS_CONTRACT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SHOEBILL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SPIDER_NOIRE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_STYLIN_PENGUIN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_AQUARIUM_TAG_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BAYMAX_PATCH_KIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BELLWEATHERS_MUG_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BRUCES_BADGES_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CALAMARI_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_DEVILS_LIPSTICK_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_DRAMATIC_PAUSE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_FA_FAMILY_SHEARS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_FOX_MACE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GRAPPLING_HOOK_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_HOT_DOG_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_IMPRACTICAL_OVEN_MITS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_JAFARS_CUFFLINKS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_JEWEL_OF_ATLANTIS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_LAST_RESORT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PINEAPPLE_CRATE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_RASPBEARY_CAKE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SPEAR_MINT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SPELL_DIARY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_UNBIRTHDAY_HAT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BEACH_BOMB_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BLACK_CAULDRON_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CARROT_PEN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CURSED_COIN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_DARK_DISGUISE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_DEUS_EXCALIBUR_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_FREDS_RECYCLED_BOXERS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_JAR_OF_DIRT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_KIMMUNICATOR_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_LEANING_TOWER_OF_CHEEZ_A_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_LUCKY_EARS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MASK_OF_THE_CAKE_EATER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_OOZMA_KAPP_PLEDGE_KIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_ROCK_PUNCH_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SAFETY_HELMET_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SANDY_CLAWS_LANTERN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_STABLE_WALKING_CANE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_STONE_GUARDIAN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_TRITONS_TRIDENT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_WILBURS_BACKUP_CAP_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BADGE_OF_TRUE_LOVE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BREAKFAST_OF_CHAMPIONS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CLOSE_SHAVE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_EXCLUSIVE_CLUB_BADGE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GUMMIBEARY_JUICE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_HANKS_HOT_SAUCE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_ITS_DUCKY_MOMO_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_JAR_OF_HUNNY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_LOOT_OF_A_THOUSAND_WORLDS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MYSTERIOUS_JOURNAL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_OO_DE_LALLY_ARROWS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PIXIE_DUST_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_POTENTIAL_CARRIAGE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_ROCKET_PACK_PATCH_KIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SCREAM_CANISTER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SHRINK_RAY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_THINKING_CAP_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_UKULELE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_WINNIFREDS_SPELLBOOK_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_LOCKED_DOOR_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_A_VERY_PINE_HAT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BOAT_SNACK_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CROQUET_BALL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CROWN_OF_THE_WILD_FRONTIER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CUTE_ING_STAR_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_DOGS_BREAKFAST_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_EMBLEM_OF_BRAVERY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_HANDSOME_PRINCE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_LIQUID_BREAKFAST_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_LOVE_BIRDS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MERLINS_BAG_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PC_FLYERS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PIED_SANDPIPER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_REALLY_GOOD_BALL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SALLYS_SPICES_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SNARFFBLATT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SWEET_TOOTH_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_THE_MAGIC_BRUSH_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_VITAL_INFORMATION_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_DRUM_LINE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_FLIGHT_OF_FANCY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_I_FIGHT_FOR_THE_USERS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_ITS_ROBOT_TIME_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_KING_OF_BALD_MOUNTAIN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MATHEMATICALLY_DELICIOUS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PEPPER_SHAKER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PIRATE_HIDEOUT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_TOKEN_OF_RADITUDE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_TOUGH_PETAL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_TRICK_OR_TREAT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_TRUST_IN_ME_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_WHALE_OF_A_TALE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BADGE_OF_LEVITATION_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BADGE_OF_TOMORROW_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BLANK_CHECK_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CIRCLE_OF_LIFE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CROWN_OF_NEW_YORK_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CUSTOMER_OF_THE_YEAR_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_DIABLO_PIEDRA_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_ARTISTS_PORTRAIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_COLOR_WHEEL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_DINGLEHOPPER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_FANTASOUND_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GONNA_GET_A_LITTLE_WEIRD_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_ILL_WISHING_WELL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_KAWAIIEXE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_LOVE_POTION_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_LUCKY_EGG_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MAGICA_SHADOW_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_NACO_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PAY_THROUGH_THE_TEETH_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PENTHOUSE_CASTLE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_POOH_STICKS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_POWER_UP_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SKELETON_DANCE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_STAR_CASE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_THUMBSUCKERS_CROWN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_TIN_TOY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_TRUE_LAVA_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BADGE_OF_ACCOMPLISHMENT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BADGE_OF_SWEETNESS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BECAUSE_WE_CARE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BREAKFAST_PORRIDGE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GOLDEN_SUN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_HAPPY_THOUGHTS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_HEROS_NIGHT_OUT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MARVELOUS_TOY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MORNING_FUEL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MOUSERCISE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_NEST_EGG_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_ON_A_ROLL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PAPEL_PICADO_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PERKIS_POWER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SAN_FRANSOKYO_SEWER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SHEPHERDS_JOURNAL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SUIT_UP_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_TIMELESS_CLASSIC_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_TINY_TERRARIUM_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_WEIRD_WEBSITE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_ANGRY_EYES_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_AUTO_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BLUE_UMBRELLA_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CHEESE_WHEEL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_COMMANDERS_CREST_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_DRIVING_WITH_STYLE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GOLDEN_HARP_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_IN_THE_DOGHOUSE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_IRRESISTIBLY_SHINY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_LEAGUE_CHEW_TOY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MAGIC_MIRROR_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_NOPE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PENNY_TEDDY_BEAR_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_RED_UMBRELLA_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_RETURN_TO_THE_FOLD_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SIDS_TOY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SPINACH_PUFFS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SPRINGTIME_FLOWERS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SUPER_FAN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_UNLEADOSAURUS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_RED_BALLOON_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BIRDS_OF_A_FEATHER_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_VICTORIOUS_URN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_FOUR_POSTER_BED_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BREAD_AND_BUTTERFLIES_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_TICK_TOCK_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_DINOSAUR_EGG_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BABY_BRIBE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SKY_PIRATES_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GEORGETTES_BOWL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GARDEN_SONG_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SWEETER_TOOTH_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_PIT_STOP_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_BADGE_OF_TRAVELING_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_TRIPLEDENT_GUN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_WIND_UP_MOUSE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_MAGICAL_BREAKFAST_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_SAFARI_HAT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_CAKE_OF_GOOD_INTENTIONS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLATINUM_GOOSE_CROSSING_GEAR_AVATAR	GEAR_AVATAR	COMMON
